cbsacode,factor,k,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_m_eigs,FsAMI,beta,p_value,CI_lower,CI_upper,AIC,BIC,AICc,CV_RMSE_final,LASSO_R2_unused,LASSO_n_eigs_unused
10100.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.06755981146509171,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10140.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.008484984090086911,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10180.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.11989682972546412,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10220.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.06090191731663808,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10300.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.008927079415080641,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10420.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.0062753497202230335,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10460.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.020439865969969162,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10500.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.07197111768938846,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10540.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.01912286085064885,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10580.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.04436783466429439,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10620.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.012421549752836825,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10660.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.10506749312009056,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10700.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.03822593806289909,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10740.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.02406371490082293,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10780.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.10138928028026584,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10820.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.09500237820366841,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10860.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.1547329006348015,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10900.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.057278288577670367,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10940.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.1712698486442985,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
10980.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.1753223090412792,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11020.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.06500718568620556,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11060.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.031597924249116005,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11100.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.13364910363671534,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11140.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.03425310106922197,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11180.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.13667311971975238,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11200.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.24666789676667555,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11220.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.14530689128865149,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11360.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.25303075173897227,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11380.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.13998886197406613,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11420.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.15311662173041007,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11460.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,-0.1898550464515978,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
11500.0,65older,5,0.44445961137432494,0.001,0.039076659121943066,0.076,38,0.09923211701782542,0.934318837510402,0.0,0.9250909164666792,0.9435467585541248,-647.988872874435,-457.01991742013035,-644.0560191574085,0.1689513708779617,0.0,0
