,cbsacode,factor,k,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_m_eigs,FsAMI,beta,p_value,CI_lower,CI_upper,AIC,BIC,AICc,CV_RMSE_final,LASSO_R2_unused,LASSO_n_eigs_unused
25,11200.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0980986857047359,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
26,11220.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0245498248782247,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
27,11360.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0582093481299743,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
28,11380.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0549800895699501,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
29,11420.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.1079116161443174,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
30,11460.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0598755338711818,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
31,11500.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0278025808406852,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
32,11540.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.024727635072562,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
33,11580.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.108041483008634,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
34,11620.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.1299852589493308,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
