factor,cbsacode,adf_p_original,adf_p_final,detrend_applied
Weighted_RESP,16620,0.021546637304389132,0.021546637304389132,no
Weighted_RESP,16700,0.43438437367808774,0.8331851752763183,linear
Weighted_RESP,16740,0.2150220210866216,0.9774771716154588,linear
Weighted_RESP,16980,0.7431465950356225,0.2477956176043858,linear
Weighted_RESP,17140,1.0,1.0,linear
Weighted_RESP,17820,1.0,1.0,linear
Weighted_RESP,18140,1.0175117647188322e-07,1.0175117647188322e-07,no
Weighted_RESP,19100,0.0003336228102822219,0.0003336228102822219,no
Weighted_RESP,19740,0.9881703867147524,4.6621148160657106e-30,linear
Weighted_RESP,19780,0.0,0.0,no
Weighted_RESP,19820,0.6713092676766719,0.8533175864285396,linear
Weighted_RESP,20260,0.9878247042454809,0.3356123977761837,linear
Weighted_RESP,22020,0.9969296820504178,1.0,linear
Weighted_RESP,22220,0.9989692735266976,0.8434685818092028,linear
Weighted_RESP,24340,0.5511723484611841,0.35304330435759823,linear
Weighted_RESP,24860,0.006235089169903947,0.006235089169903947,no
Weighted_RESP,25180,0.002298797680696363,0.002298797680696363,no
Weighted_RESP,26420,0.9715260217298901,4.93096780415383e-14,linear
Weighted_RESP,26580,1.0,0.0,linear
Weighted_RESP,26900,0.8506142834931559,0.0043464805176420445,linear
Weighted_RESP,28140,0.11940506013598245,0.7942953035188126,linear
Weighted_RESP,28940,1.0,0.6185499116043316,linear
Weighted_RESP,30700,8.338571822495469e-08,8.338571822495469e-08,no
Weighted_RESP,30780,0.8795951932276691,6.318931657965664e-10,linear
Weighted_RESP,31080,1.0,0.29322560832958117,linear
Weighted_RESP,31140,0.08227988593477881,0.08412339716005723,linear
Weighted_RESP,32820,0.9819235103674746,0.07279616819557001,linear
Weighted_RESP,33340,0.07498799174748888,0.9150667823818361,linear
Weighted_RESP,33460,0.9990839367164039,0.044615376663732935,linear
Weighted_RESP,34980,0.6478521846974612,0.7152553175180378,linear
Weighted_RESP,35380,0.9916468137458313,0.4384220812191643,linear
Weighted_RESP,35620,1.0,0.2855870540985515,linear
Weighted_RESP,36260,0.9990873984203115,0.6268396637446725,linear
Weighted_RESP,36420,0.34909149386315197,0.44635100899009017,linear
Weighted_RESP,36540,0.2849826532295887,0.9967943168919409,linear
Weighted_RESP,37980,0.027248971777433,0.027248971777433,no
Weighted_RESP,38060,0.3706543009534078,0.22347858767407147,linear
Weighted_RESP,38300,2.129990247981667e-05,2.129990247981667e-05,no
Weighted_RESP,38860,0.00013857949154325958,0.00013857949154325958,no
Weighted_RESP,38900,0.0,0.0,no
Weighted_RESP,39300,2.8677390178398945e-13,2.8677390178398945e-13,no
Weighted_RESP,39340,0.9826948159996942,0.8523831148633045,linear
Weighted_RESP,39660,0.9956036921552442,0.9883021338391295,linear
Weighted_RESP,39900,1.0,0.7397193126005235,linear
Weighted_RESP,40060,0.47093156348152254,0.22400357386542008,linear
Weighted_RESP,41180,0.009539734966346896,0.009539734966346896,no
Weighted_RESP,41620,0.9970823561747832,0.07719840080848205,linear
Weighted_RESP,41700,0.3796927159662205,0.9907186644434547,linear
Weighted_RESP,42660,1.0,2.6988941912250344e-05,linear
Weighted_RESP,43580,0.31769624225809867,0.343423623384624,linear
Weighted_RESP,43620,0.9962642902956259,0.9970286104657688,linear
Weighted_RESP,44060,1.0,1.0,linear
Weighted_RESP,44140,0.9984965003538234,0.06612952835015869,linear
Weighted_RESP,45780,0.026231941270655063,0.026231941270655063,no
Weighted_RESP,45820,0.95314291076309,0.0002329374262510623,linear
Weighted_RESP,46140,4.80325906936875e-10,4.80325906936875e-10,no
Weighted_RESP,47260,0.8609287689169329,0.033433767060837345,linear
Weighted_RESP,48620,0.9552797656681762,0.18894295709681264,linear
Weighted_RESP,49340,0.98557474569429,7.67545296224354e-05,linear
children_single_parent,10740,0.9927233545736732,0.5988410733093311,linear
children_single_parent,11260,0.0,0.0,no
children_single_parent,12060,0.9975664425756957,0.9989021721823476,linear
children_single_parent,12260,0.6941108243712181,0.6850017415960137,linear
children_single_parent,12420,0.9330231283382835,0.012299800604825575,linear
children_single_parent,12580,0.9306911056261982,0.9989472122722293,linear
children_single_parent,12940,0.7279818764134033,6.062756227228036e-08,linear
children_single_parent,13740,0.9139419932510072,0.5161965967456881,linear
children_single_parent,13820,0.0048465200596968265,0.0048465200596968265,no
children_single_parent,13900,0.9954085907592832,0.011917146653484608,linear
children_single_parent,14260,0.9886815396932678,0.9908477530831024,linear
children_single_parent,14460,0.8099206731082581,0.8096877181041235,linear
children_single_parent,15540,0.9410151895300993,8.728783080760663e-24,linear
children_single_parent,16620,0.025530766714875513,0.025530766714875513,no
children_single_parent,16700,0.9990055309912921,0.9989993831706406,linear
children_single_parent,16740,0.17691915849917994,0.04851380746738644,linear
children_single_parent,16980,0.25886820573088687,0.2438414163567884,linear
children_single_parent,17140,0.9915123612826071,0.9903752319060171,linear
children_single_parent,17820,0.5506279343714927,0.4747807345927377,linear
children_single_parent,18140,4.8324410759729925e-08,4.8324410759729925e-08,no
children_single_parent,19100,0.9923165607726455,0.2726088250212245,linear
children_single_parent,19740,0.9833309198290965,0.47378893765331953,linear
children_single_parent,19780,0.6892076135983322,0.6961766157898797,linear
children_single_parent,19820,0.3010802388748709,0.002388194373197445,linear
children_single_parent,20260,0.9625373672814659,0.000427018077135684,linear
children_single_parent,22020,0.2958131235248656,1.460447515726394e-07,linear
children_single_parent,22220,0.13366373533331438,0.658071759823404,linear
children_single_parent,24340,0.8199831643767429,0.7969235617959587,linear
children_single_parent,24860,6.567124083950448e-23,6.567124083950448e-23,no
children_single_parent,25180,1.0,1.0,linear
children_single_parent,26420,0.1687808865615667,0.0,linear
children_single_parent,26580,0.24010824289666088,0.9704591284865802,linear
children_single_parent,26900,0.0,0.0,no
children_single_parent,28140,0.17520501500362912,0.12332834647156948,linear
children_single_parent,28940,0.8619056909932548,3.521327489330645e-30,linear
children_single_parent,30700,0.4526180414430955,0.34936371223739815,linear
children_single_parent,30780,0.20659346979525617,0.1309606224241242,linear
children_single_parent,31080,0.3788321398537337,0.102587965072516,linear
children_single_parent,31140,0.6048719544860129,0.5952144641509511,linear
children_single_parent,32820,0.970173785974239,0.9696300140708983,linear
children_single_parent,33340,0.39824684707264874,0.17524073864440398,linear
children_single_parent,33460,0.15727297466266,0.7921076210283496,linear
children_single_parent,34980,0.9978206155736611,0.9979290613276599,linear
children_single_parent,35380,0.9732050899728772,0.15468882113226107,linear
children_single_parent,35620,0.5126615029793126,0.8944992121786592,linear
children_single_parent,36260,0.7484081153302821,0.8189467352343356,linear
children_single_parent,36420,0.9418516402489162,0.9349472861738514,linear
children_single_parent,36540,0.9867487288161096,0.09049992593539341,linear
children_single_parent,37980,1.0,0.9990720835458156,linear
children_single_parent,38060,1.0,1.0,linear
children_single_parent,38300,0.29771360181821205,0.1913690014844623,linear
children_single_parent,38860,0.9897358865196634,0.9854121496913826,linear
children_single_parent,38900,0.6787009777661449,0.6507985424751153,linear
children_single_parent,39300,0.4564840938387412,0.6243889683040456,linear
children_single_parent,39340,0.08347521430597077,0.609264248322998,linear
children_single_parent,39660,0.8932352598555016,0.46320296707851055,linear
children_single_parent,39900,1.0,1.0,linear
children_single_parent,40060,0.8383577692323562,0.7680784096925425,linear
children_single_parent,41180,0.8438427120905498,0.8675118479475344,linear
children_single_parent,41620,0.9933581602812894,0.9947296782504963,linear
children_single_parent,41700,1.2899586460885754e-05,1.2899586460885754e-05,no
children_single_parent,42660,0.5825505561028741,0.595259716970912,linear
children_single_parent,43580,0.6130346808989654,0.23572661341562223,linear
children_single_parent,43620,0.15938326053125162,0.037721846676603527,linear
children_single_parent,44060,0.45052115985849134,0.4985015387602212,linear
children_single_parent,44140,0.27747222362058754,0.8592368185963637,linear
children_single_parent,45780,0.015184728722060664,0.015184728722060664,no
children_single_parent,45820,0.7966901187138318,0.903842535646696,linear
children_single_parent,46140,0.9263195490387124,0.17624071582878947,linear
children_single_parent,47260,1.0,0.9839740143640209,linear
children_single_parent,48620,0.26335559075785214,0.12455301625341586,linear
children_single_parent,49340,0.6233170180014614,0.6253980806144436,linear
depressed,10740,0.17455130971533017,0.07446990786555197,linear
depressed,11260,0.036532109641900276,0.036532109641900276,no
depressed,12060,3.772754287276039e-09,3.772754287276039e-09,no
depressed,12260,0.665590226787375,4.341401838314033e-09,linear
depressed,12420,0.4105175781847389,0.10294786322530419,linear
depressed,12580,0.6451628408050085,0.276253069288397,linear
depressed,12940,0.6268435392642527,0.0035001473152556544,linear
depressed,13740,0.18305506019255813,0.01404751328461936,linear
depressed,13820,0.9899419568928304,0.0012187517385194083,linear
depressed,13900,0.5480318140527982,0.27236504668917716,linear
depressed,14260,0.00016516649611491245,0.00016516649611491245,no
depressed,14460,0.05809924786640328,0.0580967908454836,linear
depressed,15540,0.15251049558466023,0.10627996590865713,linear
depressed,16620,2.5198873877454465e-28,2.5198873877454465e-28,no
depressed,16700,0.6479981042334344,0.0033326065522078217,linear
depressed,16740,0.0685771823369357,0.008954363379895908,linear
depressed,16980,0.061369092023261594,6.975373063788198e-05,linear
depressed,17140,0.47996786768997945,0.5815007951753528,linear
depressed,17820,0.32690124587423564,0.43088620895813445,linear
depressed,18140,1.0286580756004425e-05,1.0286580756004425e-05,no
depressed,19100,0.08389496477444713,0.19842558583127462,linear
depressed,19740,0.1196343208089472,0.01398275062498042,linear
depressed,19780,2.044552310638489e-19,2.044552310638489e-19,no
depressed,19820,0.9744202691229733,0.6474761606643618,linear
depressed,20260,5.67943687496979e-06,5.67943687496979e-06,no
depressed,22020,0.2965261878363312,0.1882942257682368,linear
depressed,22220,1.3230699941750277e-23,1.3230699941750277e-23,no
depressed,24340,0.05354215308173569,0.00030097396728762793,linear
depressed,24860,0.8560694255234069,0.0009246656194755218,linear
depressed,25180,0.1597664836063516,5.365432901008409e-05,linear
depressed,26420,0.016239404237709972,0.016239404237709972,no
depressed,26580,0.00043854635240681337,0.00043854635240681337,no
depressed,26900,0.005366180197472296,0.005366180197472296,no
depressed,28140,0.07717225002630322,0.030166851378891853,linear
depressed,28940,0.9990085558747259,0.00012173686969816914,linear
depressed,30700,0.9988357637976409,0.0,linear
depressed,30780,0.9990075349473704,0.2877285445198122,linear
depressed,31080,0.72420796514833,4.627851601845741e-11,linear
depressed,31140,8.079772813017146e-07,8.079772813017146e-07,no
depressed,32820,0.0,0.0,no
depressed,33340,0.7091088484345429,0.6375601212641292,linear
depressed,33460,0.16007373212389947,0.08715363475340099,linear
depressed,34980,0.001752451262562358,0.001752451262562358,no
depressed,35380,1.0,0.0003970359264129524,linear
depressed,35620,0.11088055490987525,0.04477246744489317,linear
depressed,36260,0.18541798938177734,9.564885182197701e-05,linear
depressed,36420,1.20858814724897e-19,1.20858814724897e-19,no
depressed,36540,0.8509582767034751,0.02436114272553984,linear
depressed,37980,0.5958702827696589,0.18874021876714925,linear
depressed,38060,0.07303464556049913,0.005330819540287242,linear
depressed,38300,2.984527798040835e-05,2.984527798040835e-05,no
depressed,38860,0.2825992898655427,0.009280626015432288,linear
depressed,38900,0.9978353663575134,0.990073958195943,linear
depressed,39300,0.1957726818661651,0.06480424708041908,linear
depressed,39340,0.223579635754524,9.768072904513852e-23,linear
depressed,39660,3.0362847540125433e-07,3.0362847540125433e-07,no
depressed,39900,0.0009585720899379409,0.0009585720899379409,no
depressed,40060,0.8006693039198631,9.29283545535324e-11,linear
depressed,41180,0.7670897441607181,0.0,linear
depressed,41620,0.046859935750199706,0.046859935750199706,no
depressed,41700,0.9952007585506999,0.2945149848588352,linear
depressed,42660,0.9979375846745248,0.16924384935422615,linear
depressed,43580,1.0,0.0001547247390449064,linear
depressed,43620,1.0,0.8122383180404933,linear
depressed,44060,1.2468049541230476e-19,1.2468049541230476e-19,no
depressed,44140,0.12727364418078124,0.14160201518298704,linear
depressed,45780,0.2820226481972078,0.991907215019518,linear
depressed,45820,0.16217812943833693,0.052236094679517654,linear
depressed,46140,0.0,0.0,no
depressed,47260,0.010073039926750372,0.010073039926750372,no
depressed,48620,0.9865308482597277,0.9859472157009155,linear
depressed,49340,0.9607395425001801,0.00010358936467197532,linear
driving_alone_to_work,10740,0.9584902778511227,1.1234454567081392e-07,linear
driving_alone_to_work,11260,0.11937769228431738,0.7791736950402726,linear
driving_alone_to_work,12060,0.02652455597920299,0.02652455597920299,no
driving_alone_to_work,12260,0.7941539768198967,0.9069711950701944,linear
driving_alone_to_work,12420,0.2719985709865891,0.42445523597294493,linear
driving_alone_to_work,12580,0.9769122955160876,0.9773152928933955,linear
driving_alone_to_work,12940,0.6231354347853729,0.9990880798310859,linear
driving_alone_to_work,13740,0.9260462921138444,0.08545231006207249,linear
driving_alone_to_work,13820,0.011919129874011584,0.011919129874011584,no
driving_alone_to_work,13900,5.107652129886494e-29,5.107652129886494e-29,no
driving_alone_to_work,14260,0.3119954038985525,1.2196254240045125e-05,linear
driving_alone_to_work,14460,0.4893912279082513,0.6534571577474523,linear
driving_alone_to_work,15540,0.07966416291207223,0.6151848392500733,linear
driving_alone_to_work,16620,3.7834268580666185e-09,3.7834268580666185e-09,no
driving_alone_to_work,16700,0.7843694082616417,0.9431565568903661,linear
driving_alone_to_work,16740,2.711879389192862e-13,2.711879389192862e-13,no
driving_alone_to_work,16980,0.35027303194942483,0.30429988450725803,linear
driving_alone_to_work,17140,0.9944770306223137,0.0,linear
driving_alone_to_work,17820,0.5928319800589655,0.19240050030040495,linear
driving_alone_to_work,18140,0.24576054485178878,0.9958922462983607,linear
driving_alone_to_work,19100,0.5704859486997542,0.13606557180844547,linear
driving_alone_to_work,19740,2.7060504830113426e-09,2.7060504830113426e-09,no
driving_alone_to_work,19780,1.0,0.9990713778243385,linear
driving_alone_to_work,19820,0.547621943870904,0.5512246918678494,linear
driving_alone_to_work,20260,0.7497954818924675,0.926792668154685,linear
driving_alone_to_work,22020,0.3441152660139283,0.0022980898927334216,linear
driving_alone_to_work,22220,0.9949735652064656,0.9978321536608169,linear
driving_alone_to_work,24340,5.152129996097031e-12,5.152129996097031e-12,no
driving_alone_to_work,24860,0.8828613641218686,0.9226486446116053,linear
driving_alone_to_work,25180,0.9800049713582113,0.9833953590657494,linear
driving_alone_to_work,26420,0.5918431931510892,0.5930260915402912,linear
driving_alone_to_work,26580,0.4764659282273948,0.2285986369998455,linear
driving_alone_to_work,26900,0.7342016555367248,0.0006940258203011064,linear
driving_alone_to_work,28140,1.5001371196115805e-13,1.5001371196115805e-13,no
driving_alone_to_work,28940,0.03855652032545722,0.03855652032545722,no
driving_alone_to_work,30700,0.6833888181723653,0.5864900319999385,linear
driving_alone_to_work,30780,0.5320841552859077,2.6120560747651504e-12,linear
driving_alone_to_work,31080,0.35520893817872023,3.484410675733109e-07,linear
driving_alone_to_work,31140,0.4472678757042725,0.6978787944378654,linear
driving_alone_to_work,32820,1.0,0.9976001031125595,linear
driving_alone_to_work,33340,0.0,0.0,no
driving_alone_to_work,33460,0.0,0.0,no
driving_alone_to_work,34980,0.5776142975982527,0.2738624564590458,linear
driving_alone_to_work,35380,0.391264526088703,0.0,linear
driving_alone_to_work,35620,0.0,0.0,no
driving_alone_to_work,36260,0.05178789163587968,0.9980806702285554,linear
driving_alone_to_work,36420,0.9959602651883747,0.7560974849775342,linear
driving_alone_to_work,36540,0.1677201787742459,0.21135915297554286,linear
driving_alone_to_work,37980,0.4118115849985523,0.058724867318238325,linear
driving_alone_to_work,38060,0.08367245483523661,0.8485303665767476,linear
driving_alone_to_work,38300,0.03455659452025176,0.03455659452025176,no
driving_alone_to_work,38860,0.9272583252989524,6.400413826644087e-13,linear
driving_alone_to_work,38900,0.0001570229492161556,0.0001570229492161556,no
driving_alone_to_work,39300,0.0,0.0,no
driving_alone_to_work,39340,0.6568476572113142,0.9980011161811246,linear
driving_alone_to_work,39660,0.08384318153332893,0.5529535392641158,linear
driving_alone_to_work,39900,0.2040773806536868,0.3250397064276721,linear
driving_alone_to_work,40060,0.999026913084793,1.0,linear
driving_alone_to_work,41180,0.10411362015451198,0.021115134289627815,linear
driving_alone_to_work,41620,0.5957201157398717,0.9840535052652619,linear
driving_alone_to_work,41700,0.039148333922322136,0.039148333922322136,no
driving_alone_to_work,42660,1.3486394733716855e-05,1.3486394733716855e-05,no
driving_alone_to_work,43580,3.452719064667783e-30,3.452719064667783e-30,no
driving_alone_to_work,43620,2.344956838326214e-16,2.344956838326214e-16,no
driving_alone_to_work,44060,0.0005637209980289959,0.0005637209980289959,no
driving_alone_to_work,44140,0.8665989520590056,0.34164313122283285,linear
driving_alone_to_work,45780,0.1956831445640677,5.494475543705565e-08,linear
driving_alone_to_work,45820,0.005808132213990989,0.005808132213990989,no
driving_alone_to_work,46140,0.1919488325911713,0.4406063107309211,linear
driving_alone_to_work,47260,0.2646242535582084,0.8136229979269912,linear
driving_alone_to_work,48620,0.994506756891442,0.03711342394994376,linear
driving_alone_to_work,49340,1.8469796632365335e-05,1.8469796632365335e-05,no
excessive_drinking,10740,0.8087783256337486,0.002895672172453071,linear
excessive_drinking,11260,0.018982622701035755,0.018982622701035755,no
excessive_drinking,12060,0.40002459975803595,0.07389643860745194,linear
excessive_drinking,12260,0.2007850393493107,0.20485890351129965,linear
excessive_drinking,12420,0.2945209622929368,7.219632254832091e-07,linear
excessive_drinking,12580,0.9015682802557619,0.1750061580873768,linear
excessive_drinking,12940,0.9119754164475824,0.2848224795427964,linear
excessive_drinking,13740,0.8007381471787156,0.0,linear
excessive_drinking,13820,0.4203005676017628,0.0005955061717023575,linear
excessive_drinking,13900,0.5178274080523458,9.84446423679751e-20,linear
excessive_drinking,14260,1.0,0.02386437662737196,linear
excessive_drinking,14460,0.970083079556087,0.059669788844437945,linear
excessive_drinking,15540,5.812606976282121e-09,5.812606976282121e-09,no
excessive_drinking,16620,1.0,1.0,linear
excessive_drinking,16700,0.42704703716155645,0.4195086374076584,linear
excessive_drinking,16740,0.4610598580799241,0.3465001242536897,linear
excessive_drinking,16980,0.8502702823500357,0.08309635096624712,linear
excessive_drinking,17140,0.22672941648060752,0.0,linear
excessive_drinking,17820,0.9375424685442163,0.9054168925554967,linear
excessive_drinking,18140,0.9887188164881558,0.6830271893805628,linear
excessive_drinking,19100,0.060665566791024896,0.0036624315781577338,linear
excessive_drinking,19740,0.19489483847531897,0.062965500520626,linear
excessive_drinking,19780,0.972258107494288,0.9236542833572735,linear
excessive_drinking,19820,0.00047289467590976345,0.00047289467590976345,no
excessive_drinking,20260,0.984910392561327,0.8730212716177639,linear
excessive_drinking,22020,0.35350069985616994,2.999242061061467e-17,linear
excessive_drinking,22220,0.45847460845940335,0.3809846346455726,linear
excessive_drinking,24340,0.6524897218935959,5.2049686347277015e-08,linear
excessive_drinking,24860,0.9078378471940722,0.01571048036366339,linear
excessive_drinking,25180,0.4956351325086788,9.230867107128164e-05,linear
excessive_drinking,26420,9.393245644862168e-11,9.393245644862168e-11,no
excessive_drinking,26580,0.7992313769177146,0.14388439719113966,linear
excessive_drinking,26900,0.14337276427656664,0.1775415602064051,linear
excessive_drinking,28140,0.5480978131566029,0.00127917078557792,linear
excessive_drinking,28940,0.9325778049350781,0.016872530981333213,linear
excessive_drinking,30700,0.5031896331667767,0.3274762589196808,linear
excessive_drinking,30780,0.0606181065413033,0.027030184518993864,linear
excessive_drinking,31080,0.48075308208494333,0.038826011585736356,linear
excessive_drinking,31140,0.1824560767276353,0.27065957374261795,linear
excessive_drinking,32820,0.9990794538218513,0.09817517204451487,linear
excessive_drinking,33340,0.4393180206410516,0.00013372445982216664,linear
excessive_drinking,33460,0.31934386516087215,0.34066407882041755,linear
excessive_drinking,34980,0.809975337782658,0.10420079933370113,linear
excessive_drinking,35380,0.889185116716984,2.781832885834664e-23,linear
excessive_drinking,35620,4.565158921727578e-06,4.565158921727578e-06,no
excessive_drinking,36260,2.54142450213073e-30,2.54142450213073e-30,no
excessive_drinking,36420,0.3000304002467093,0.41753968621814586,linear
excessive_drinking,36540,1.9319591878431895e-23,1.9319591878431895e-23,no
excessive_drinking,37980,0.21428393300025617,0.09160858048324466,linear
excessive_drinking,38060,0.5782549098353224,0.6271504557283034,linear
excessive_drinking,38300,0.14891497919591568,0.30733534016566033,linear
excessive_drinking,38860,1.0,0.2749267210875053,linear
excessive_drinking,38900,0.0,0.0,no
excessive_drinking,39300,0.13338753356493227,0.14079241153768507,linear
excessive_drinking,39340,4.408780411308043e-18,4.408780411308043e-18,no
excessive_drinking,39660,1.0,0.9646340467316504,linear
excessive_drinking,39900,0.9952013133327582,0.9990705463329594,linear
excessive_drinking,40060,0.004195818617103989,0.004195818617103989,no
excessive_drinking,41180,1.1474993238668521e-12,1.1474993238668521e-12,no
excessive_drinking,41620,0.37770583382563006,4.565788967085533e-10,linear
excessive_drinking,41700,0.26945753181158383,0.49352282600159575,linear
excessive_drinking,42660,0.0,0.0,no
excessive_drinking,43580,0.0,0.0,no
excessive_drinking,43620,0.4277312941116811,0.0031853728770822923,linear
excessive_drinking,44060,0.07672075096617556,0.06642548604735228,linear
excessive_drinking,44140,1.8062603850228262e-06,1.8062603850228262e-06,no
excessive_drinking,45780,0.6351648641998465,0.06274409939902098,linear
excessive_drinking,45820,0.023335673206334676,0.023335673206334676,no
excessive_drinking,46140,0.1565524457460407,0.3020709837196025,linear
excessive_drinking,47260,0.7894277616913375,2.6857695850290217e-25,linear
excessive_drinking,48620,0.9667846638492114,0.021469323821896476,linear
excessive_drinking,49340,0.07036483194184627,9.377699723382364e-05,linear
gdp,10740,0.9985130681915176,0.961861055051394,linear
gdp,11260,0.9982899675544822,0.5772489392698064,linear
gdp,12060,0.6799311792173419,0.003337545567469897,linear
gdp,12260,7.980031373914505e-23,7.980031373914505e-23,no
gdp,12420,0.9988827038608461,0.007818664338617626,linear
gdp,12580,0.0067106848090161845,0.0067106848090161845,no
gdp,12940,0.006396843552208708,0.006396843552208708,no
gdp,13740,1.0,0.30693097490870647,linear
gdp,13820,0.9988759951701958,0.7131469134468408,linear
gdp,13900,0.7708634078990155,0.03901998989791233,linear
gdp,14260,0.19464864821992428,0.24070057952820145,linear
