cbsacode,TotalPopulation,BINGE,65older,CANCER,CSMOKING,DEPRESSION,DIABETES,DISABILITY,LPA,MOBILITY,OBESITY,SELFCARE,VISION,smoking_pop,obesity_pop,drinking_pop,diabetes_pop,edu_college,physical_inactivity,unemployment,children_single_parent,mental_health_providers,median_household_income,driving_alone_to_work,sti,life_total,FFR20,gdp,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,noise50n,noise60n,noise70n,noise80n,noise90n,Park_Area_Acres,road_network_total,auto_net_total,multimodal_net_total,pedestrian_net_total,street_intersection_total,auto_intersections_total,multimodal_3leg_intersections_total,multimodal_4leg_intersections_total,pedestrian_3leg_intersections_total,pedestrian_4leg_intersections_total,Ac_Land
10620.0,64153,10713.551,12406.0,5709.617000000001,10456.939,15268.414000000002,7826.666,21876.173000000003,15525.025999999998,9558.797,21940.326,2630.273,3592.568,13722.863,22576.323,11774.8775039148,6513.616999999999,8664.0,17580.442000000003,1873.0,3166.0,142.0,53769.0,23681.0,449.0,4760240.367067757,46.0,2341623.0,21069.86647782386,7319.291381692438,359.9372251626336,15.0,5.0,1905.132215402096,553.173562101376,33.56637222001396,2.355345044133262,0.9704444062988394,346.8903104,852082.8613117415,74035.08221946405,42749.398089571725,735298.3809876591,1393185.2799673514,205439.9999894797,202879.9999969881,51839.99999564935,1432959.9999311366,250240.00000276248,252879.8394984
10660.0,30718,5559.9580000000005,7030.0,2979.6459999999997,5283.496,7403.038,4116.212,10597.71,8969.656,5099.188000000001,12379.354,1382.31,1750.9260000000002,5829.888,10505.944,7032.15877828,2793.488,4172.0,8107.188,914.0,1580.0,43.0,62233.0,11867.0,323.6,2432622.632752468,23.0,1646419.0,32744.102753884792,9595.038667965218,3532.021028804926,85.00000003387677,11.000000029802322,2190.8968060772245,468.2355385680444,111.66491742536232,12.510534183891634,0.8892742007808188,2624.692396,1155019.997658875,259226.65931545943,653297.6376785857,242495.7007004659,1291367.0400335544,369920.0000691059,791039.9999878766,148480.00003680092,670080.0000390259,168320.00000747372,452627.0195432
10700.0,99423,15211.719,16922.0,9246.339,16106.526,26148.249,13223.259000000002,35394.588,28236.132,16305.372,38079.009,4175.7660000000005,5766.534000000001,21628.77,36856.2,13877.652681048,12026.76,12458.0,35110.38,1845.0,6434.0,261.0,51417.0,33782.0,336.9,7166893.79095053,94.0,4658889.0,38110.73519132747,10541.875667002403,1406.204078903953,31.999999946449,2.9999999999999982,4548.332703344829,1246.9183842967925,167.2044002753229,14.796392499748666,0.3128880588743005,397.3124052,1282863.8617744262,120682.47853052434,1116107.981132056,46073.40206721667,2166216.95997918,344319.99997720186,2571519.99995029,380799.9999804404,79360.00002118263,17280.000000748158,362132.9233451
10740.0,919543,151066.316,164813.0,69825.144,128177.876,196930.18500000003,100455.65900000001,274191.95,194893.862,125856.39499999999,266454.235,37026.668000000005,56160.482,137109.182,271929.21,148730.8651777784,95800.612,167266.0,218693.902,35520.0,58427.0,4104.0,227453.0,327861.0,2313.1,71571745.68093766,726.0,55286556.0,368333.4376511205,104823.01930831168,25513.58869065647,3598.7645555846602,271.9999998687417,102593.73614868434,32207.533821488756,5540.745134383462,1224.879162880463,17.445337427316524,36984.81568,11058540.689590368,772291.7716127889,5003383.800508121,5282865.119300042,21744321.28025443,866559.9999864209,6960640.000006418,1993600.0000946904,17043199.99935531,3740160.000296915,5941198.8531256
10780.0,149189,26007.697000000004,25501.0,11526.742,29888.665999999997,41374.164000000004,22987.484,55874.363000000005,45935.078,26692.453,61767.00199999999,7801.828,10232.851999999999,33994.104,59670.694,31456.365944910798,18288.892,20498.0,52552.47,3976.0,12660.0,720.0,101510.0,50533.0,1354.0,11081190.167139089,-9898.0,7458386.0,118544.64400127494,29046.72443028959,6019.6295549201695,478.9999999777647,62.99999995075632,11072.820576225475,2028.8674852879387,470.78312492259903,18.182089588496183,3.631689944789591,608777.0202,2703258.798112694,497431.0994054012,1454303.2380564162,751524.4608074353,3424035.8399431547,757120.0000463217,2372480.0000287467,314879.99999851553,1575040.000101887,476159.9999928575,1256529.6337844
10820.0,39668,7814.596,9038.0,4125.472,6346.88,9361.648,4760.16,11543.388,8925.300000000001,5474.184,15073.84,1467.716,1785.06,7052.352,11996.664,9968.065564056,2951.256,6566.0,8087.208,1019.0,1294.0,92.0,69848.0,15872.0,262.2,3057643.6112274,24.0,2518850.0,31038.1493253196,7277.810113157415,2387.5166813729793,98.00000002980232,23.0,1385.3432882554812,274.0716105082474,77.76561698443886,6.635453314554723,1.1243126249983808,12408.78873,1145288.2776765916,217915.7400429088,711048.2945700206,216324.24302632207,1292856.3200463902,367360.00002641295,1023359.9999760066,118399.99993839936,425600.0000330289,208000.0000473272,407513.4788251
10860.0,45732,7465.517999999999,7834.0,2787.042,7282.59,9790.944,8454.438,18865.836,16970.106,9255.210000000001,19356.762,2977.8,4921.872000000001,8200.0,19649.48,8011.935712152001,7932.0960000000005,5500.0,18571.204,2372.0,5133.0,38.0,82286.0,15750.0,976.1,3498850.502005192,35.0,2076999.0,51775.66562708648,15881.989917716613,6484.5145804784215,105.78454810899895,23.999999944639065,5812.197846664685,853.6226786425874,180.45406523344602,10.357556666493581,5.671108616167684,1164.598915,2140994.4170907554,318660.81789378385,849464.0813056969,972869.518440284,2278554.87999014,357759.99992806447,861440.0001520192,142720.00007064012,1523199.9999701928,545279.9999204576,1701496.9690994
10900.0,871229,156583.435,160008.0,75450.76299999999,131436.66999999998,187059.125,97248.968,268486.542,213711.81900000002,117374.058,288610.076,29997.281000000003,44713.123999999996,152088.3588177632,294289.36,167509.9020216354,79580.274,133476.0,227962.891,40357.0,43155.0,1841.0,280641.0,327777.0,1375.2,66924043.75226706,600.0,55053075.0,225645.9399209576,62887.12592823451,18358.32039143431,1527.2301821418823,117.99999990686115,125022.36765852815,22983.81790612494,6179.837740545383,694.0106947838865,86.91756064015811,104714.6338,5096718.829171509,376814.9703393766,1370676.9565862438,3349226.902240781,16914344.31983299,454399.999949994,4647679.999986205,1498880.000001002,11985279.9998514,4321279.999981122,929811.5264665
10940.0,41100,8014.5,7295.0,3575.6999999999994,6165.0,9453.0,4315.5,11055.9,8959.800000000001,4932.0,14220.6,1397.4,1849.5,8902.543,16354.898,8333.2815215954,4310.281,6228.0,11238.957,1430.0,2001.0,76.0,54161.0,13207.0,314.4,3091495.3900523023,24.0,1881510.0,32352.555477978203,7043.801978516455,1630.2914514821025,23.0,3.0,1679.1538559908895,290.2802347880656,36.74947961400281,0.8812070623215952,0.0238941814969803,105.7205667,956374.3356756688,179123.20314662016,622810.9981125898,154440.13443843302,933160.9599957538,231040.00000715375,419840.00003680494,257920.00001483347,343040.0000094715,166400.0000017004,363755.6466009
10980.0,28847,4673.214,6997.0,3173.17,5423.236,7240.597000000001,3778.957,9865.674,7846.384,4759.755,11106.095,1298.115,1615.4319999999998,6268.836,10419.822,6310.0798834542,2739.086,4041.0,7680.736000000001,1021.0,1261.0,107.0,40442.0,10001.0,235.9,2197383.831266498,19.0,1369723.0,28265.749070532667,5367.001330241332,647.9999999478459,72.0,1.0,1209.0065747711503,181.25227627075935,7.417181727823378,0.7166547091922421,0.00995353762767,132.069895,781919.7412487407,85426.68441606253,560061.6040021139,136431.45285707025,896735.3599166322,168320.0000426946,664319.9999370612,101759.99998735714,261760.00001611453,177279.9999978253,365986.637369
11020.0,121032,20938.536,26220.0,11619.072,23238.144,31105.224,15371.063999999998,44418.744000000006,32436.576,20938.536,43571.52,5325.408,7019.856,28194.631,43925.541,25045.6388786404,11132.644,17221.0,34486.994999999995,5152.0,5803.0,312.0,52177.0,45888.0,339.0,9263015.60422643,104.0,7247654.0,77092.98660768471,19596.128875786915,5790.545502534663,426.6122406804935,99.02352369856092,31719.12211541652,4376.348494120483,1160.4480983388903,115.4107439157084,37.955242627821505,62252.17069,1212195.182200417,132837.0206944279,739760.9922817794,339597.1691883719,3248627.19990982,209279.99998533967,2058240.000010499,384639.9999704416,1103360.0000282703,755200.0000243636,336505.5023195
11060.0,24556,3486.952,3782.0,1743.476,4002.628,6433.672,3339.616,9994.292,7980.7,4395.523999999999,10313.52,1105.02,1718.92,4229.07,8822.715,3441.1378714,2867.99,3941.0,9357.425,439.0,1579.0,61.0,56779.0,9368.0,684.9,1808377.58242573,15.0,1398403.0,18562.732902550928,4464.682773731075,561.0000000596051,90.99999997019768,14.0,918.3260760796682,182.5221096247615,21.752805194731643,3.1119427417459056,0.527045387457852,110.9414496,1069165.0122069244,81851.53488819768,709538.7991179696,277774.67819376825,1362698.2399017387,132479.99997665393,521599.999865535,309119.99985235813,533119.9999766204,350079.99990769965,513686.4316969
11100.0,271171,49117.22,39636.0,20057.428,44999.157,64894.473000000005,35781.988,93225.364,76526.82699999999,41766.26700000001,96378.02300000002,12034.988000000001,18360.27,45849.756,99567.772,52795.7514406079,31574.797,42899.0,82390.73999999999,6403.0,18292.0,414.0,306810.0,102166.0,1465.1,20102848.930927232,-9777.0,17475111.0,398522.47241351096,95259.95147593753,32989.284900859006,3979.514349043963,545.0000001795996,71351.75708638688,12822.15055449414,3556.9786477917787,371.44454921907754,84.72281803808627,44806.57662,5432482.229763425,946274.5203046896,2282079.6652570744,2204128.0449929223,7332986.880069335,1196160.000229636,2760319.999884004,867840.0001744131,3880319.999803673,2035839.9994833288,3296049.9207169
11140.0,33373,4507.95,6091.0,2508.165,5684.303000000001,6984.643000000001,5272.24,12524.380000000001,10529.091,6164.319,13990.197,1924.0470000000003,2611.392,7955.434,13984.324,5366.2108686932,5114.058,4541.0,12802.166000000001,1017.0,3349.0,64.0,95816.0,11600.0,1136.0,2569848.7841164456,-9975.0,1456866.0,31593.936625107817,6866.141081338523,418.2702387890313,67.0,7.0,1693.8286716296072,325.2650019730978,17.411758319188948,1.8338479198959057,0.5903333530351711,64.30391251,820671.9028914659,206309.69533952407,476539.51055278064,137822.69688434093,820168.9600138629,335360.0000428107,577279.9999411168,63999.99998510337,409600.00000678585,97920.00003535637,415853.852283
11180.0,126282,29702.436,17918.0,8581.298999999999,14051.560000000001,24664.681999999997,10422.311,30467.777000000006,26101.568,10628.42,40970.358,3090.749,4426.633,19236.995,41807.177,28925.866309510704,11153.706,24203.0,28870.256,2624.0,3377.0,236.0,131997.0,47316.0,999.6,10137669.304047326,83.0,8274669.0,132592.0380421969,31477.036254573308,9127.207261867457,1196.9277742992856,212.0,21973.931778396698,5289.932475161104,1211.4416125159178,160.27422245570668,20.143730650004027,2337.10549,1977622.5240733193,356563.69932569953,569164.199203258,1051894.625512231,3308503.6799767623,451840.000017471,575359.9999965306,266240.00006747246,2375680.000039212,1073919.9999186257,732209.2502923
11200.0,162588,31704.66,30075.0,13332.216,17559.504,44386.524000000005,14307.744000000002,49914.516,32355.012,18372.444000000003,40972.176,4715.052000000001,6991.284000000001,22918.942,40511.651,38129.8250827857,11943.674,24982.0,41318.656,6184.0,5384.0,1617.0,73864.0,56949.0,314.0,12946870.914574156,101.0,9217154.0,106264.13238607298,15261.357160804657,1459.6052876347676,81.70485445531088,10.00000001350418,26363.609470688258,2882.309420999152,260.77965575345354,24.234462198423532,3.154317895225899,12202.3718,,,,,,,,,,,
11220.0,49623,9428.37,9585.0,4317.201,9477.993,11165.175,6202.875,17616.165,15680.868,8733.648000000001,17814.657,2481.15,3423.987,10325.7,17848.71,9800.308593075,5310.36,7068.0,15537.72,1934.0,3169.0,43.0,52482.0,17202.0,306.8,3792152.85168126,34.0,2383580.0,59511.76862470285,17376.48403277398,6072.629442988124,541.065172462302,80.99999991897498,6313.096528029526,1681.8599652215123,372.5749374684641,47.03810916040811,9.0354248007198,695.5527649,755511.4505428134,184100.29423701347,236130.08714768864,335281.069153928,937545.5999888713,257920.00002117985,346880.0000305109,58879.999985484734,769920.0000022664,133759.99999496367,257988.9482875
11360.0,138832,23601.44,18323.0,9579.408,22213.12,33736.176,16937.504,47202.88,35402.16,20685.968,54838.64,6108.608,8468.752,26863.368,50300.286,22437.8754979842,15898.728,25776.0,38513.298,3957.0,9016.0,132.0,55586.0,48406.0,572.9,10478390.27468855,84.0,3396721.0,35851.81854073016,13557.92852418493,1277.4819897378068,103.25251865977776,6.0,3705.866858781725,1318.8651036862263,93.6493244035647,6.513714484159847,0.3191950565759129,1442.896549,,,,,,,,,,,
11380.0,18334,3483.46,1839.0,1045.038,3061.778,4326.8240000000005,2475.09,6746.911999999999,5683.54,2915.106,7205.262,880.032,1448.3860000000002,3190.5510000000004,6985.23,3696.6666873171,2473.149,1989.0,6399.981000000001,754.0,1160.0,3.0,76600.0,6952.0,352.8,1442234.946406569,11.0,5221398.0,20271.44844355903,4062.625189140636,1696.729443590536,3.0,0.0,1113.1033140800323,336.5774277216777,60.069801616984385,0.0025676916126247,0.0,102.5460369,3150502.555447144,166795.17708492742,385202.2319554497,2598505.1464068796,6105869.440228904,272639.9996432951,909439.9999533232,204159.9999092033,6298880.000145886,1093760.000034294,960440.6992505
