X,Y,Z,Spearman,p value
DIS,LE,['DEP'],-0.49107362377134683,2.3687903165790303e-51
DIS,LE,['SP'],-0.3663871201452412,1.21465462088867e-27
DIS,LE,['GDP'],-0.4807030282446838,5.5506314036112085e-49
DIS,LE,['ED'],-0.4171274408373993,4.148698711638506e-36
DEP,INT,['MHP'],-0.08159212746346146,0.019009961649469127
DEP,INT,['DIS'],-0.07765577402123629,0.025625879454960993
DEP,INT,['GDP'],-0.05669560329204131,0.10346422825874502
DEP,GDP,['MHP'],-0.19009742987936581,3.682373747101957e-08
DEP,GDP,['DIS'],-0.1296935982673691,0.00018580471356874944
DEP,GDP,['ED'],-0.2035830985975474,3.545778161686535e-09
DEP,GDP,['LE'],-0.17123193900764455,7.406257693505971e-07
DEP,ED,['MHP'],0.08373554754634008,0.016077041964836378
DEP,ED,['DIS'],0.2286917460216909,2.910435412683849e-11
DEP,ED,['GDP'],0.10642971194771658,0.0021921505470658418
DEP,ED,['LE'],0.15306120395702918,9.942951575381089e-06
DEP,LE,['MHP'],-0.1312318857745456,0.0001553923398761664
DEP,LE,['DIS'],-9.857705264833335e-05,0.9977429189519729
SP,GDP,['DIS'],0.05185239206922645,0.13648897935610377
SP,ED,['DIS'],-0.13547511738563733,9.395016565469819e-05
SP,ED,['LE'],-0.15783576577542924,5.165200911177791e-06
SP,LE,['DIS'],-0.3830829576629179,2.8869936695224807e-30
SP,LE,['ED'],-0.481310098505188,4.053673845019857e-49
INT,GDP,['LE'],0.17382632861164618,4.993698792827601e-07
INT,LE,['GDP'],-0.10993396167908906,0.0015543691675920842
GDP,ED,['DIS'],0.009637714160084172,0.7821049722520527
GDP,LE,['DIS'],0.11581683661777116,0.0008536440322172594
GDP,LE,['DEP'],0.22433344574389397,6.987922773245795e-11
GDP,LE,['INT'],0.25134279161291234,2.2894815394388684e-13
ED,LE,['DIS'],0.18372853674720746,1.0506840715788516e-07
ED,LE,['DEP'],0.3585451394055087,1.8397475703966918e-26
ED,LE,['SP'],0.25238550026203993,1.8099043858744387e-13
DIS,DEP,"['SP', 'GDP']",0.2503615778396997,2.8534743167740193e-13
DIS,DEP,"['SP', 'ED']",0.31948260621799857,4.687740233770882e-21
DIS,DEP,"['SP', 'LE']",0.2287235581216275,2.891696574971383e-11
DIS,DEP,"['GDP', 'ED']",0.30701588289357024,1.7277405410596061e-19
DIS,DEP,"['GDP', 'LE']",0.19323814013134202,2.1666168311188944e-08
DIS,DEP,"['ED', 'LE']",0.27432352043259345,1.0016494812960686e-15
DIS,SP,"['DEP', 'GDP']",0.4702590349211791,1.1223547444728784e-46
DIS,SP,"['DEP', 'ED']",0.39424393694965293,4.164090879383508e-32
DIS,SP,"['DEP', 'LE']",0.2864131404840113,4.634545617797947e-17
DIS,SP,"['GDP', 'ED']",0.40501861428387775,5.944817367602365e-34
DIS,SP,"['GDP', 'LE']",0.28544793922696493,5.95645441079552e-17
DIS,SP,"['ED', 'LE']",0.24828427326572552,4.5340884681573095e-13
DIS,GDP,"['DEP', 'SP']",-0.24688213473244114,6.183035781940463e-13
DIS,GDP,"['DEP', 'ED']",-0.20594441240107628,2.3139703153967306e-09
DIS,GDP,"['DEP', 'LE']",-0.15409782273963613,8.639334677404774e-06
DIS,GDP,"['SP', 'ED']",-0.24916868797179498,3.7246825081420854e-13
DIS,GDP,"['SP', 'LE']",-0.20162969938470524,5.027751860124059e-09
DIS,GDP,"['ED', 'LE']",-0.16916406733880554,1.0097385543518532e-06
DIS,ED,"['DEP', 'SP']",-0.3556121447056622,4.9867962892638054e-26
DIS,ED,"['DEP', 'GDP']",-0.42489212711744634,1.5420794898060067e-37
DIS,ED,"['DEP', 'LE']",-0.32997559528578324,1.9682948953987797e-22
DIS,ED,"['SP', 'GDP']",-0.3006703271519946,1.0150358103815317e-18
DIS,ED,"['SP', 'LE']",-0.24700908502683347,6.012280771180299e-13
DIS,ED,"['GDP', 'LE']",-0.2772834510805121,4.786293323333402e-16
DIS,LE,"['DEP', 'SP']",-0.34552777290547054,1.420784759818123e-24
DIS,LE,"['DEP', 'GDP']",-0.46541554688624964,1.2379288571482803e-45
DIS,LE,"['DEP', 'ED']",-0.40251787234756103,1.616257139048315e-33
DIS,LE,"['SP', 'GDP']",-0.3287178249168699,2.897274408973543e-22
DIS,LE,"['SP', 'ED']",-0.29660936567173113,3.08129464183083e-18
DIS,LE,"['GDP', 'ED']",-0.39578320394585026,2.2910520892859148e-32
DEP,GDP,"['MHP', 'DIS']",-0.1338933064967537,0.00011353250484103119
DEP,GDP,"['MHP', 'ED']",-0.20703032503331728,1.8983376340480907e-09
DEP,GDP,"['DIS', 'ED']",-0.13890177455197025,6.189865717128586e-05
DEP,ED,"['MHP', 'DIS']",0.2327969122673281,1.2546008607964148e-11
DEP,ED,"['MHP', 'GDP']",0.10797447259972623,0.001886134105196535
DEP,ED,"['DIS', 'GDP']",0.23176091098866908,1.5537833639749032e-11
SP,ED,"['DIS', 'LE']",-0.07987295388602954,0.02168970218416767
SP,LE,"['DIS', 'ED']",-0.37069887340131025,2.6388589016966033e-28
GDP,LE,"['DIS', 'DEP']",0.11976726489136055,0.000561943468899419
GDP,LE,"['DIS', 'INT']",0.1277557857059015,0.00023208135275097202
GDP,LE,"['DEP', 'INT']",0.23661604642565026,5.652535295484156e-12
ED,LE,"['DIS', 'DEP']",0.19070801352440112,3.3238965749846004e-08
ED,LE,"['DIS', 'SP']",0.1535012926327254,9.368108522554198e-06
ED,LE,"['DEP', 'SP']",0.2720521492730621,1.754615306976726e-15
DIS,DEP,"['SP', 'GDP', 'ED']",0.30523067898019224,2.8558700753572287e-19
DIS,DEP,"['SP', 'GDP', 'LE']",0.21223375399015348,7.241377346714923e-10
DIS,DEP,"['SP', 'ED', 'LE']",0.28329994109757606,1.0375320884398555e-16
DIS,DEP,"['GDP', 'ED', 'LE']",0.2582897961997423,4.686191521541938e-14
DIS,SP,"['DEP', 'GDP', 'ED']",0.40034594061688117,3.826274637838616e-33
DIS,SP,"['DEP', 'GDP', 'LE']",0.2938345158622658,6.514117853758768e-18
DIS,SP,"['DEP', 'ED', 'LE']",0.25145901011455496,2.23039785146435e-13
DIS,SP,"['GDP', 'ED', 'LE']",0.2582032817673176,4.781093720022128e-14
DIS,GDP,"['DEP', 'SP', 'ED']",-0.21405762642661377,5.135027113263178e-10
DIS,GDP,"['DEP', 'SP', 'LE']",-0.18077252405537197,1.6884580159253292e-07
DIS,GDP,"['DEP', 'ED', 'LE']",-0.13557517431843666,9.282527579934103e-05
DIS,GDP,"['SP', 'ED', 'LE']",-0.19220837777188074,2.5806597012247588e-08
DIS,ED,"['DEP', 'SP', 'GDP']",-0.3428690564246894,3.367567006124835e-24
DIS,ED,"['DEP', 'SP', 'LE']",-0.2935347496354198,7.059365778367362e-18
DIS,ED,"['DEP', 'GDP', 'LE']",-0.32280313787825116,1.7421352841185487e-21
DIS,ED,"['SP', 'GDP', 'LE']",-0.24228160256115086,1.6879347075546774e-12
DIS,LE,"['DEP', 'SP', 'GDP']",-0.3108496242142462,5.803116605771219e-20
DIS,LE,"['DEP', 'SP', 'ED']",-0.2661114844821524,7.416116415961985e-15
DIS,LE,"['DEP', 'GDP', 'ED']",-0.3795495149000775,1.068090239938645e-29
DIS,LE,"['SP', 'GDP', 'ED']",-0.26354526583411875,1.3670907675711508e-14
DEP,GDP,"['MHP', 'DIS', 'ED']",-0.14390308807868704,3.307845926094343e-05
DEP,ED,"['MHP', 'DIS', 'GDP']",0.23728454768235063,4.9091787948348896e-12
GDP,LE,"['DIS', 'DEP', 'INT']",0.1320127727497637,0.00014180737918117095
ED,LE,"['DIS', 'DEP', 'SP']",0.16455095086292185,1.9892462129475684e-06
DIS,DEP,"['SP', 'GDP', 'ED', 'LE']",0.26749895197336426,5.313285218590369e-15
DIS,SP,"['DEP', 'GDP', 'ED', 'LE']",0.2587192382556472,4.2418083021418206e-14
DIS,GDP,"['DEP', 'SP', 'ED', 'LE']",-0.164090633609622,2.126345222550554e-06
DIS,ED,"['DEP', 'SP', 'GDP', 'LE']",-0.28875833530517603,2.5086808302874532e-17
DIS,LE,"['DEP', 'SP', 'GDP', 'ED']",-0.2363149600179502,6.022291449069607e-12
