Year,cbsacode,v051_rawvalue,v052_rawvalue,v009_rawvalue,v011_rawvalue,v049_rawvalue,v060_rawvalue,v070_numerator,v069_numerator,v023_numerator,v082_numerator,v062_numerator,v063_rawvalue,v067_numerator,v045_rawvalue,Data_value,Sample_Size
2012,30150.0,142843.0,26934.923,21036.677631,27768.445974,21108.281485,9297.392413000001,0.0,21275.0,4364.0,7503.0,161.0,99638.0,55117.0,317.5,21.901500000000002,240.0
2012,30340.0,106539.0,23438.58,16370.782740000002,26758.33524,13960.87056,7977.64032,0.0,15440.0,4703.0,8470.0,38.0,41831.0,41003.0,321.9,28.35,191.0
2011,30340.0,106539.0,23438.58,17866.590300000003,25345.6281,15373.577700000002,7562.13822,0.0,15118.0,4903.0,8217.0,38.0,44484.0,39844.0,306.9,25.660000000000004,203.0
2012,30700.0,281531.0,64470.599,40807.355388,59691.61027500001,43846.20100200001,15411.288471,0.0,57488.0,6685.0,16036.0,155.0,50197.0,121602.0,406.5,18.74,285.0
2011,30700.0,281531.0,64470.599,41892.65739300001,56869.825062,41892.65739300001,15628.348872,0.0,53738.0,6859.0,14898.0,155.0,52228.0,120995.0,357.0,17.97,502.0
2011,30780.0,381904.0,95094.096,55641.12137600001,81167.202832,44742.345024,28680.9904,0.0,69133.0,11834.0,37766.0,123.00000000000001,45215.0,148116.0,786.1,25.14,152.0
2012,30780.0,381904.0,95094.096,55927.93128,92065.979184,44168.725216,30115.03992,0.0,69240.0,13262.0,39097.0,123.00000000000001,44733.0,149539.0,796.2000000000002,22.67,172.0
2012,31080.0,12874797.0,3258091.294,1298666.91934,2047160.92129,1529056.207254,714442.65945,0.0,2215486.0,768384.0,1012433.0,7125.000000000001,123322.0,4270982.0,739.2,10.30126838235294,544.0
2011,31080.0,12874797.0,3258091.294,1376797.959076,1962219.613054,1539870.3070480002,731942.329068,0.0,2239966.0,710678.0,1025570.0,7125.000000000001,130314.00000000001,4273588.0,758.2,10.844676409185803,479.0
2012,31140.0,721594.0,169574.59,131932.63899,186030.54117,76178.67858,61826.17392,0.0,132333.0,38833.0,69311.0,426.0,42535.0,276718.0,567.7,23.76,316.0
2011,31140.0,721594.0,169574.59,136348.79427,175542.17238,73970.60094,65690.30979,0.0,132572.0,37330.0,65634.0,426.0,46745.0,271460.0,540.4,18.38,383.0
2011,31180.0,270550.0,67096.4,46794.328,55746.286400000005,36214.7408,15665.9272,0.0,36355.0,7542.0,21774.0,115.0,44389.0,100866.0,544.6,16.39,147.0
2012,31300.0,129559.0,36017.402,25069.148264,38445.59677799999,8605.827016,12815.198926,0.0,13355.0,6957.0,19962.0,5.0,30627.0,37979.0,783.7,19.14,104.0
2011,31700.0,405906.0,95793.816,57680.866224000005,81869.616576,56130.305303999994,23878.638168,0.0,77792.0,15034.0,24905.0,141.0,68613.0,175937.0,191.5,19.85,302.0
2012,31700.0,405906.0,95793.816,55820.19312,83420.177496,54269.63219999999,25739.311272000003,0.0,74289.0,14441.999999999998,25558.000000000004,141.0,67650.0,172836.0,191.3,18.97,362.0
2012,32580.0,741152.0,270520.48,62123.360640000006,141189.456,71065.35952,46121.88896,0.0,82735.0,36133.0,82515.0,67.0,33070.0,199994.0,431.19999999999993,14.36,102.0
2012,32820.0,920232.0,250303.10399999996,126616.56134399999,228445.75353600003,83071.183104,79051.609728,0.0,154934.0,43294.0,124924.0,117.99999999999999,43859.0,333666.0,1193.9,18.23,90.0
2012,33100.0,4267101.0,983199.706,465628.45660000003,805228.709926,445015.224056,299402.07896,0.0,710348.0,257216.0,350399.0,1876.0,88062.0,1514086.0,743.6,13.187971014492753,207.0
2011,33100.0,2500625.0,575143.75,286896.70625,431307.8,258014.4875,175218.79374999998,0.0,399443.0,133020.0,218430.0,1141.0,43921.0,840895.9999999999,315.4,16.67,105.0
2011,33260.0,132316.0,37180.796,19883.257636,25781.640284,12938.387744,7896.221932,0.0,17669.0,4210.0,10272.0,23.0,56320.0,50041.0,549.8,16.53,100.0
2011,33340.0,959521.0,240839.771,168171.40758600002,217041.731158,170327.451273,68274.716755,0.0,171449.0,43364.0,112834.0,162.0,45902.0,335924.0,97.4,16.77,223.0
2012,33340.0,959521.0,240839.771,160265.914067,232134.036967,163859.32021200002,71868.1229,0.0,160102.0,44618.0,113940.0,162.0,40582.0,330907.0,1040.3,18.83,188.0
2011,33460.0,2622530.0,626737.952,355123.95335200004,494752.397936,379271.502014,132282.84960800002,0.0,578674.0,113491.0,169526.00000000003,2708.0,336676.0,1053160.0,1483.7,15.819235010337694,1451.0
2012,33460.0,2390572.0,565501.04,307038.10607,436599.44526,339471.90075800003,119201.110488,0.0,514312.0,96251.0,166955.0,2579.9999999999995,244896.00000000003,944767.0,1340.4,17.82733959311424,1278.0
2011,33540.0,108623.0,21181.485,15302.265124999996,17138.53694,19237.1333,4372.07575,0.0,19813.0,3324.0,6242.0,13.0,43260.0,38963.0,261.8,18.89,162.0
2012,33540.0,108623.0,21181.485,15477.148154999993,17925.510574999997,18974.808755,4459.517265,0.0,21284.0,4246.0,5908.0,13.0,44084.0,39507.0,398.8,23.87,183.0
2011,33660.0,411721.0,106635.739,75966.229989,92440.834083,43322.107062,37220.401842,0.0,58276.0,18774.0,44248.0,92.0,40951.0,143182.0,682.7,20.1,117.0
2012,33660.0,411721.0,106635.739,73525.547901,96712.027737,43322.107062,37525.487103,0.0,57274.0,19066.0,42762.0,92.0,39753.0,141831.0,858.0,21.26,175.0
2011,34820.0,263868.0,54356.808,57196.55541600001,58034.600184,35197.880256000004,22208.186352,0.0,35508.0,15954.0,20707.0,14.0,42515.0,94025.00000000001,484.5,20.17,147.0
2012,34820.0,263868.0,54356.808,54472.909920000006,60129.712104,35197.880256000004,24512.809464,0.0,36171.0,15764.0,20653.0,14.0,40697.0,97833.0,488.4,15.929999999999998,140.0
2012,34980.0,635710.0,141127.62,96443.5641,148374.714,57866.13846000001,45501.57896,0.0,126294.99999999999,28805.0,56491.00000000001,163.0,43825.00000000001,245237.0,579.3,15.430000000000001,101.0
2011,35620.0,12888946.0,2889274.7780000004,1618162.520544,2253975.990456,1574644.392082,851999.2462979999,0.0,2546171.0,590191.0,929800.0,6131.0,1081926.0,2719193.0,4270.400000000001,12.103774540848637,1579.0
2012,35620.0,8953180.0,2136618.824,1065031.0637049999,1622942.3214629998,986840.4306180001,593947.515055,0.0,1615362.0,417201.0,643274.0,3632.0,921558.9999999999,2320680.0,3410.5,12.382395909422936,1369.0
2011,35740.0,34505.0,8626.25,4865.205000000001,7090.7775,5253.38625,2096.17875,0.0,5249.0,830.0,1635.0,19.0,43256.0,14199.0,270.4,17.53,95.0
2011,35820.0,35670.0,8953.17,5183.06502,8282.2173,4728.878909999999,2324.3642099999997,0.0,6176.0,881.0,2347.0,7.0,48080.0,14279.0,267.0,21.93,123.0
2012,35820.0,35670.0,8953.17,5156.34819,8495.95194,4675.44525,2457.94836,0.0,6223.0,851.0,2366.0,7.0,46616.0,14586.0,123.7,19.759999999999998,106.0
2012,36260.0,532661.0,169537.895,34875.982485,93783.277035,32906.496702000004,25132.429374,0.0,96682.0,20192.0,29995.0,119.0,118452.0,187998.0,544.4,21.75693548387097,496.0
2011,36260.0,532661.0,169537.895,36001.125297000006,90315.72078900001,32379.698792999996,23679.936953999997,0.0,96527.0,17261.0,28243.0,119.0,118417.0,186841.0,476.9,23.276782077393076,491.0
2012,36420.0,716704.0,184192.928,129932.701568,158155.78838399998,84136.74937599999,54316.12934399999,0.0,116006.0,22498.0,64936.0,108.00000000000001,42758.0,272455.0,598.8,20.53,257.0
2011,36420.0,961293.0,238247.097,171811.270967,208466.848316,115267.18139700001,71845.33379599999,0.0,163942.0,26494.0,78635.0,171.0,98094.0,365998.0,882.7,20.015506329113922,474.0
2012,36500.0,250979.0,56972.233,36861.28573,55485.935362,31623.103021,16878.588729,0.0,45046.0,10793.0,17910.0,118.0,60672.0,88593.0,293.7,23.92,130.0
2011,36500.0,250979.0,56972.233,37831.319565000005,53545.867692,32981.15039000001,15714.548127,0.0,44969.0,9885.0,16855.0,118.0,62146.0,88307.0,305.1,22.0,100.0
2012,36540.0,663703.0,177163.45699999997,97353.55097799998,134814.707079,97639.47724000001,37928.457519999996,0.0,139683.0,17997.0,50278.0,296.0,119771.0,280999.0,809.4000000000001,17.72745882352941,850.0
2011,36540.0,663703.0,177163.45699999997,101466.913082,135545.113571,97528.95436,37220.872217,0.0,138161.0,17418.0,50576.00000000001,296.0,117062.0,273332.0,796.2,16.632152023692004,1013.0
2011,36700.0,90112.0,21536.768,14332.223488,26401.46432,7474.700288,9806.258176,0.0,9911.0,6741.000000000001,11126.0,7.0,32694.0,28855.0,1177.8,12.24,78.0
2011,37980.0,3335838.0,787572.056,580191.3824150001,720091.8292660001,455755.69001699996,251431.668244,0.0,553126.0,148074.0,339616.0,1632.0,308279.0,988448.9999999999,2488.3,16.841037296037296,858.0
2012,37980.0,4184519.0,980753.379,668445.1376090001,917655.213799,556835.458641,309956.640624,0.0,698547.0,193168.0,376934.0,2966.0,425926.0,1330497.0,3221.2,16.892904903417534,1346.0
2011,38060.0,4023132.0,1098315.036,526467.0535200001,675632.718684,511842.9686999999,216436.455336,0.0,690163.0,163898.0,332201.0,1159.0,56511.0,1332520.0,339.0,16.81,295.0
2012,38060.0,4023132.0,1098315.036,497218.88388,693181.620468,505993.334772,219361.2723,0.0,664959.0,180862.0,318559.0,1159.0,50424.0,1292907.0,370.8,18.03,383.0
2011,38180.0,16969.0,4174.374,1893.604648,3774.41467,2098.318664,1138.721714,0.0,2779.0,324.0,1287.0,3.0,53742.0,7435.0,459.8,17.8,69.0
2011,38300.0,1218494.0,242480.306,206914.90312799998,264499.711074,199106.793576,92721.30093,0.0,230314.0,44113.0,80715.0,971.0,48778.0,410840.0,428.2,20.02,269.0
2012,38300.0,1218494.0,242480.306,198130.779882,279139.9164839999,190322.67033,93697.314624,0.0,224492.0,49013.0,79858.0,971.0,47490.0,413316.0,404.6,18.04,335.0
2011,38860.0,480435.0,100334.23199999999,66092.31084,84225.521712,72035.73585600001,29084.349072,0.0,83864.0,18725.0,28639.0,404.0,108679.0,193347.0,372.9,22.78989619377162,867.0
2012,38860.0,480435.0,100334.23199999999,64130.670311999995,89499.076416,70834.296864,29783.41392,0.0,82852.0,18422.0,28584.0,404.0,111500.0,193421.0,355.9,22.472162162162164,629.0
2011,38900.0,2082318.0,494802.51100000006,263511.474538,392076.71466199995,266300.776128,116982.42832899999,0.0,428175.0,115799.0,130129.0,1150.0,242004.0,698268.0,1126.0,22.813117816091957,696.0
2012,38900.0,2082318.0,494802.511,249966.390053,406489.57879199996,266720.56230499997,117037.669059,0.0,424923.0,117256.0,130462.0,1150.0,221677.0,693148.0,1239.0,22.491498516320476,674.0
2011,39300.0,1470800.0,323502.38899999997,233548.953172,293570.928165,221789.47345400002,102706.918681,0.0,235624.0,89008.0,112822.0,824.0,237388.00000000003,570047.0,951.3000000000001,21.48461035422343,1835.0
2012,39300.0,1470800.0,323502.38899999997,224619.08970699998,313005.63330800005,220540.45772300003,107400.38500899999,0.0,232636.0,92305.00000000001,114905.99999999999,824.0,218793.0,564472.0,1015.8,20.814602307225258,1647.0
2012,39340.0,545307.0,189221.529,21009.042789,87597.025866,14243.41884,20652.957318000004,0.0,101446.0,17231.0,17587.0,264.0,54385.0,150156.0,116.8,19.1,329.0
2011,39340.0,545307.0,189221.529,21365.12826,86172.683982,14599.504311,19940.786376,0.0,90084.99999999999,13815.0,18154.0,264.0,59701.0,157906.0,97.6,22.02,353.0
2012,39580.0,897214.0,236864.496,101033.474112,171690.87104,95750.67808,47545.164288,0.0,211103.0,38303.0,57859.0,443.0,61594.0,344958.0,394.4,14.099999999999998,99.0
2011,39580.0,897214.0,236864.496,100373.124608,176313.31756800003,92448.93056,51507.261312,0.0,211059.0,37751.0,56476.0,443.0,65487.0,337086.0,364.8,16.44,90.0
2011,39660.0,100850.0,25010.8,16987.9808,19642.3528,13499.3776,5687.94,0.0,17317.0,2594.0,8458.0,37.0,46887.0,39192.0,431.3,19.52,124.0
2012,39660.0,100850.0,25010.8,16457.1064,20021.5488,13271.859999999999,6067.136,0.0,17213.0,2691.0,8897.0,37.0,45999.0,39895.0,452.6,17.46,113.0
2012,39900.0,414820.0,101216.08,62093.57616,71188.08984,66797.63496,21011.46264,0.0,66986.0,31188.999999999996,31419.000000000004,189.0,50839.0,156742.0,304.1,18.73,273.0
2011,39900.0,414820.0,101216.08,63661.59576000001,67738.44671999999,66797.63496,21011.46264,0.0,66423.0,25979.0,31071.0,189.0,57354.99999999999,154435.0,328.4,18.28,299.0
2012,40140.0,4143113.0,1217644.154,456955.642836,814511.4337260001,485813.14034399996,249313.44358799997,0.0,565078.0,256206.0,360497.0,869.0,106251.0,1250560.0,823.5999999999999,11.518867924528301,212.0
2011,40140.0,4143113.0,1217644.154,474601.111866,800466.592356,487414.85869799997,231297.35074199998,0.0,559512.0,236545.0,352744.0,869.0,112358.0,1239334.0,662.6,11.849144981412639,269.0
2011,40180.0,38719.0,10028.221,6426.734496,7201.385528999999,4705.287756000001,2352.6438780000003,0.0,5008.0,1475.0,3388.0,12.0,45707.99999999999,12649.0,354.2,20.07,90.0
2012,40860.0,63014.0,11972.66,10208.268000000002,14189.492520000003,9136.39986,4236.43122,0.0,7455.0,2587.0,3997.9999999999995,28.0,43600.0,24008.0,232.1,25.11,131.0
2011,40860.0,63014.0,11972.66,10412.43336,12811.37634,9136.39986,4134.34854,0.0,7866.0,2970.0,3965.9999999999995,28.0,47147.0,24588.0,217.9,21.72,153.0
2012,40900.0,1400949.0,361444.842,154886.11954199997,294179.67671399994,174636.698544,87318.349272,0.0,254608.0,86257.0,122366.99999999999,604.0,52655.0,456474.0,353.20000000000005,10.29,74.0
2011,40900.0,1400949.0,361444.842,165281.161122,277547.610186,175676.202702,87318.349272,0.0,256873.0,77964.0,119138.0,604.0,56882.0,456259.0,499.1,15.409999999999998,110.0
2011,41180.0,1348995.0,312734.781,214632.780555,308910.499266,206564.86385700002,99358.917888,0.0,251770.00000000003,65031.0,127881.0,331.0,91775.0,509618.0,1731.0000000000002,20.77,252.0
2012,41180.0,992408.0,233215.88,133617.81311999998,220165.7148,147283.27128000002,68327.29079999999,0.0,184751.0,48145.0,79098.0,236.0,55290.0,398748.0,530.7,14.75,155.0
2011,41620.0,1093324.0,321657.384,96050.776218,184725.62101100004,97495.00952100001,53547.87182400001,0.0,214838.0,37142.0,64846.0,724.0,121035.0,394651.0,479.90000000000003,23.081666666666663,1122.0
2012,41620.0,1093324.0,321657.384,93039.828584,190951.29167000004,95724.519799,52420.99215700001,0.0,207150.0,43620.0,64819.0,724.0,117205.0,391687.0,510.79999999999995,22.436753371868978,1038.0
2011,41700.0,1651448.0,462405.44000000006,209271.49056,304394.89536,236619.46944,96312.44736,0.0,262032.00000000003,52047.0,159725.0,684.0,45794.0,551957.0,552.3,17.21,195.0
2012,41700.0,1651448.0,462405.44000000006,203326.27776000003,336499.0444799999,234241.38431999998,101068.6176,0.0,278930.0,58145.0,161148.0,684.0,47724.0,587734.0,655.6,16.4,103.0
2012,41740.0,3053793.0,739017.906,310179.862596,532398.27162,402770.866356,168978.581862,0.0,587232.0,164320.0,205901.00000000003,2042.0,59759.0,1069849.0,472.1,11.49,148.0
2011,41740.0,3053793.0,739017.906,321753.73806600005,502306.19539799995,400456.091262,164349.031674,0.0,579978.0,151299.0,205676.99999999997,2042.0,62820.0,1059494.0,478.9,13.79,210.0
2012,41860.0,1491482.0,344532.342,136487.009302,232830.78057400003,215626.535704,82580.375376,0.0,312194.0,85521.0,99800.00000000001,1372.0,66937.0,461339.0,459.7,12.66,98.0
2011,41860.0,2532756.0,603809.568,246905.14329599997,416026.389714,349608.439088,141907.948188,0.0,498207.00000000006,135559.0,163267.0,1979.0,148686.0,788043.0,848.9,12.772147239263802,163.0
2011,41940.0,1784642.0,435452.648,136268.12455200002,272536.24910400005,184838.941224,99840.012048,0.0,398084.0,96379.0,95287.0,1067.0,88525.0,628098.0,320.2,11.23,101.0
2012,41940.0,1784642.0,435452.648,130871.36714400002,287377.331976,179442.18381600003,98490.822696,0.0,397676.0,97428.0,93836.0,1067.0,84627.0,630618.0,305.6,11.57,83.0
2012,41980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,75.0
2011,42140.0,147532.0,30539.124,20707.739052,15092.081004,16262.009764000002,4679.715040000001,0.0,20509.0,4823.0,10138.0,42.0,55000.0,52244.00000000001,293.9,16.1,145.0
2012,42140.0,147532.0,30539.124,20122.774672,16379.002640000002,15443.059632,5030.693668,0.0,19844.0,5452.0,10546.0,42.0,48507.0,50207.0,223.7,19.42,142.0
2012,42380.0,61131.0,13998.999,10793.228229000002,16072.012341,7446.856158,4571.804097,0.0,6419.0,2265.0,4404.0,9.0,43060.0,21088.0,122.50000000000001,15.639999999999999,266.0
2011,42420.0,36865.0,9253.115,5549.988885000001,8587.296235,3037.30735,2788.8003850000005,0.0,4737.0,1017.0,3321.0,18.0,41774.0,13884.0,213.4,20.75,162.0
2012,42420.0,36865.0,9253.115,5549.988885000001,8946.25074,3147.75489,2816.41227,0.0,4854.0,1028.0,3948.0,18.0,40088.0,14432.0,213.4,17.23,96.0
2012,42580.0,192747.0,40091.376,33126.270408000004,44880.753456,26409.422952,18013.363632,0.0,20424.0,7583.999999999999,15033.0,34.0,48582.00000000001,67881.0,521.7,14.86,204.0
2011,42580.0,192747.0,40091.376,33736.89290400001,44117.475336,26409.422952,17097.429888000002,0.0,20222.0,7322.999999999999,13827.0,34.0,47727.0,65543.0,348.9,14.910000000000002,189.0
2012,42660.0,3407848.0,776579.462,391968.255568,672386.37598,459414.163313,192523.844138,0.0,731167.0,175897.0,205945.0,1786.0000000000002,185984.0,1179379.0,1062.8,22.023997093023254,1376.0
2011,42660.0,3407848.0,776579.462,408570.69221600005,654705.49796,454366.4341490001,194340.28725599998,0.0,734710.0,163563.0,203069.0,1786.0000000000002,194930.0,1170315.0,1051.7,19.343059051306874,1033.0
2012,43580.0,20651.0,6525.716,3036.93606,4943.849399999999,2655.553392,1299.526128,0.0,2058.0,881.9999999999999,1845.0,1.0,43351.0,7915.0,252.8,23.23,121.0
2011,43580.0,20651.0,6525.716,3234.690036,4760.220708,2584.926972,1214.7744239999995,0.0,2444.0,562.0,1681.0000000000002,1.0,43813.0,7727.0,173.49999999999997,17.92,136.0
2012,43620.0,224266.0,56191.441999999995,28738.081887999997,48459.035092000006,32142.873766000004,11182.39654,0.0,41918.0,6052.0,14043.0,100.0,124053.99999999999,96604.0,543.3000000000001,15.359674418604651,215.0
2011,43620.0,183048.0,44114.568,27369.886104000005,39179.227824,25980.551784,9725.34024,0.0,33650.0,4839.0,12716.0,69.0,55138.00000000001,81766.0,433.1,19.27,149.0
2012,43900.0,286822.0,69984.568,46186.373016,64834.392168,26020.49184,22984.767792,0.0,39255.0,15488.0,22393.0,13.0,41888.0,101294.0,514.0,24.79,154.0
2011,43900.0,286822.0,69984.568,48137.909904,65051.2296,25803.654407999995,22984.767792,0.0,40069.0,16973.0,22771.0,13.0,45000.0,100802.0,568.1,14.11,103.0
2011,43940.0,23498.0,4629.106,3773.7788,4453.058983999999,3698.3032240000002,1283.084792,0.0,3042.0,575.0,1388.0,7.0,42757.0,8952.0,361.3,19.05,105.0
2012,44060.0,468684.0,108734.688,70910.014464,100785.80736000002,61551.332352,29875.792896000003,0.0,82682.0,22807.0,31882.999999999996,183.0,46881.0,162018.0,358.1,22.01,211.0
2011,44060.0,468684.0,108734.688,74509.507584,97546.263552,61551.332352,28435.995648,0.0,85347.0,21093.0,30999.0,183.0,48269.0,160820.0,373.0,19.68,259.0
2011,44140.0,471081.0,111175.116,73060.89445200001,98614.212216,67302.400308,35270.776632,0.0,64621.0,21947.0,46495.0,164.0,48482.0,170534.0,523.4,19.13,411.0
2012,44140.0,471081.0,111175.116,69461.835612,102573.17694,67302.400308,37070.306052,0.0,62808.0,23264.0,47582.0,164.0,46356.0,166853.0,517.5,25.58,494.0
2012,45780.0,463493.0,109847.841,80277.45109300001,111751.870244,68253.515687,38547.322331,0.0,69419.0,24867.0,45795.0,217.0,39200.0,165430.0,609.1,18.73,125.0
2011,45780.0,463493.0,109847.841,86289.418796,109629.99929,67546.225369,37840.032013,0.0,74542.0,26859.0,46488.0,217.0,41291.0,173392.0,534.9,18.09,120.0
2011,45820.0,176255.0,43182.475,25682.997325,40720.19265,17698.645825,12641.889875000003,0.0,28177.0,6042.000000000001,16236.0,33.0,48332.0,70265.0,421.3,19.94,283.0
2012,45820.0,176255.0,43182.475,25682.997325,43647.7882,19295.516125,13174.179975,0.0,27912.000000000004,6559.999999999999,16778.0,33.0,45359.0,70686.0,491.1,21.6,162.0
2012,45940.0,366222.0,83864.838,40377.074166,70589.2905,44612.431596,25694.501742,0.0,63593.0,15934.0,26719.999999999996,306.0,70228.0,121204.99999999999,376.6,16.23,97.0
2011,45940.0,366222.0,83864.838,41788.859976,67765.71888,44894.788758,24565.073094,0.0,65956.0,15841.0,26126.999999999996,306.0,72883.0,123848.0,334.9,11.21,84.0
2012,46060.0,1020200.0,238726.8,130506.02440000001,200057.13920000003,125035.712,60954.9096,0.0,153469.0,44400.0,79661.0,469.0,44293.0,317862.0,378.6,20.89,211.0
2011,46060.0,1020200.0,238726.8,135194.86359999998,183646.202,126598.6584,60954.9096,0.0,163220.0,40536.0,82043.0,469.0,46653.0,325832.0,367.8,17.68,167.0
2012,46140.0,601961.0,156509.86000000002,105571.92018,129180.8306,68154.02442,42763.309440000005,0.0,101357.0,22317.0,51736.99999999999,80.0,44231.0,230476.0,561.3,20.56,268.0
2011,46140.0,601961.0,156509.86000000002,104681.0179,121608.16121999998,68154.02442,42763.309440000005,0.0,102830.0,19329.0,49340.0,80.0,46857.0,229181.0,541.9,21.61,435.0
2011,46340.0,204665.0,52803.57,32802.06888,41913.75468,18527.09446,13819.39013,0.0,27815.0,7673.999999999999,16398.0,73.0,47027.0,68636.0,512.7,16.3,112.0
2012,46520.0,907574.0,201481.428,108032.163516,153222.088124,129921.033248,60723.96119200001,0.0,176878.0,24478.0,56080.0,227.00000000000003,67519.0,301808.0,523.7,10.71,503.0
2011,46520.0,907574.0,201481.428,112268.718948,146867.254976,125684.477816,59311.77604800001,0.0,177921.0,25498.0,53247.0,227.00000000000003,70010.0,290622.0,526.9,9.53,389.0
2012,47220.0,157745.0,39278.505,29498.157255,39449.342835,19546.971675,12438.981975,0.0,17092.0,9430.0,16618.0,17.0,49964.00000000001,49429.0,407.3999999999999,15.219999999999999,107.0
2012,47900.0,3813628.0,913420.597,390532.08033200004,715593.4151229999,445836.693219,246728.23141699997,0.0,822421.0,137662.0,274590.0,3092.0,484832.0,1284889.0,2665.7000000000003,13.894080459770112,1218.0
2011,47900.0,2633797.0,617082.61,288192.47727000003,492557.93022,276778.27529,176708.72169,0.0,535717.0,100355.0,214526.0,2418.0,302581.0,802435.0,2196.0,14.419797235023042,1085.0
2011,47980.0,26168.0,6489.664,4171.807231999999,5608.32576,4309.555584,1318.4485120000002,0.0,4302.0,978.0,1606.0,8.0,45020.0,11290.0,315.4,11.83,70.0
2011,48620.0,490864.0,133024.144,74430.69004799999,104131.398096,47592.700848,33279.106607999995,0.0,82815.0,21187.0,41132.0,56.0,49518.0,193403.0,496.19999999999993,17.89,612.0
2012,48620.0,490864.0,133024.144,72999.330624,105562.75752,50813.259552,33636.946464,0.0,81464.0,21981.0,43564.0,56.0,45996.0,196327.0,558.5,16.37,300.0
2011,49340.0,803701.0,189673.436,123419.540364,149208.69805200002,122191.48523600001,50350.260248000006,0.0,139705.0,37408.0,51124.99999999999,447.0,66389.0,318623.0,206.2,17.34,468.0
2012,49340.0,803701.0,189673.436,120963.430108,156577.02882,123419.540364,52806.370504,0.0,138687.0,38039.0,51058.0,447.0,61079.0,313894.0,242.5,19.09,549.0
2012,49420.0,239054.0,74345.794,26682.729372,53365.458744,21412.06678,15482.571364000001,0.0,24123.0,12313.0,27841.0,30.0,40503.0,74854.0,518.4,26.51,137.0
2011,49660.0,236735.0,51371.495,39853.153575,52087.14490500001,29287.433790000003,19833.895035,0.0,31633.0,14448.0,20784.0,63.0,40508.0,89013.0,376.9,16.12,110.0
2012,49660.0,236735.0,51371.495,40038.51708,54311.50696499999,28545.97977,20389.98555,0.0,31837.0,12996.0,20415.0,63.0,38205.0,88315.0,306.8,19.7,111.0
