cbsacode,noise7080n,noise8090n,noise90n
10100,38.14298179699558,3.755947082602746,3.068829410124467
10140,100.32301178407832,5.504964717791107,1.80152722864962
10180,1124.7705428268275,113.38241870717778,21.393130144958715
10220,97.75110373687012,3.7079252835175187,0.09160212869247389
10300,52.82397980318574,6.491356312176216,0.5455567758336453
10380,0.0,0.0,0.0
10420,4957.275593191739,484.43052854752824,53.1143899450831
10460,37.01800431316382,2.918984947374129,1.0392128859212186
10480,18.139293040190125,1.3526856937211629,0.2044699822599396
10500,414.6839346251361,11.781943262579786,2.229501180142122
10540,322.5925479159289,44.71250656428104,5.502235097202754
10580,6550.798460704807,576.2644811770231,48.9014875002235
10620,31.2110271758807,1.3849006378344229,0.9704444062988394
10660,99.1543832414707,11.621259983110816,0.8892742007808188
10700,152.40800777557425,14.483504440874366,0.3128880588743005
10740,4315.865971503,1207.4338254531463,17.445337427316524
10760,55.402087950126905,2.696872547640448,0.4141067659064124
10780,0.0,0.0,0.0
10820,71.13016366988414,5.511140689556342,1.1243126249983808
10860,170.09650856695242,4.686448050325898,5.671108616167684
10900,5485.827045761496,607.0931341437283,86.91756064015811
10940,35.868272551681216,0.8573128808246148,0.023894181496980398
10980,6.700527018631136,0.706701171564572,0.00995353762767
11020,1045.037354423182,77.45550128788689,37.955242627821505
11060,18.640862452985736,2.584897354288054,0.527045387457852
11100,3185.534098572701,286.7217311809913,84.72281803808627
11140,15.577910399293044,1.2435145668607346,0.5903333530351711
11180,1051.1673900602111,140.13049180570266,20.14373065000403
11200,236.54519355503,21.080144303197635,3.154317895225899
11220,325.536828308056,38.00268435968831,9.0354248007198
11260,0.0,0.0,0.0
11360,87.13560991940486,6.194519427583934,0.3191950565759129
11380,60.06723392537176,0.0025676916126247,0.0
11420,120.59503040777479,9.811254408719815,0.071001183081098
11460,2057.8511431110664,370.76114486717296,10.5620024196427
11500,528.3007903520644,34.98708526124706,4.105980788582201
11540,1259.4600077575308,129.22131911718304,19.50696526694833
11580,29.88652796102038,0.698878501638045,0.0410141108028425
11620,287.1661793003469,32.97589985874596,4.141314594111508
11640,0.0,0.0,0.0
11660,137.05273374696333,20.566672662913458,0.841598822772144
11680,55.87592323137037,11.383791171231321,3.5262164981482815
11700,1614.0425856444397,72.59694493193305,3.0896029671361873
11740,87.45327094634575,9.879234372381804,0.6431724273778175
11820,12.90361594262506,0.3731800794951674,0.04312546470725161
11860,62.42827816809404,6.797809034701547,1.520932223939532
11900,144.01312634852178,1.58439690418082,1.83603368142328
11940,126.83801709441632,17.173038793260286,0.32740543529271526
11980,106.49857570246755,3.800674221459448,0.7011288821877881
12020,715.4419241208352,37.46391724145134,8.383150320935286
12060,30217.788880618402,8149.962529613945,261.18120652955855
12100,1163.2801322852945,87.4968365707699,15.978818237462317
12140,220.4528891080684,27.329543156796547,2.377747481706844
12180,91.67407020571221,42.85421016016067,0.3476356379064701
12220,651.5602773614546,84.47618752527939,1.424184213107959
12260,1491.8544192087527,36.09345115299076,4.028891232288886
12300,307.57586675021975,3.176419586672639,3.526121446338053
12380,105.97923815836054,6.685184546123113,0.2055475739771787
12420,18145.081124811215,4427.232210307182,191.1061681479295
12460,14.10068488787995,1.654129370228537,1.0604752711550491
12520,48.011733107982366,2.085188758072335,0.0473360890655948
12540,8537.153602229726,1904.2322568065217,30.44241205406179
12580,17253.601794098355,2618.2889993289664,66.89503699754884
12620,512.3865894973222,21.611982133954804,0.7043706836960746
12660,55.2976080529215,8.453100590119845,0.015599801766301302
12700,822.2172079323935,4.101062029385267,2.074437082165407
12740,70.89918205485111,3.811128824423319,0.2829516288265823
12780,40.06112961943225,0.0,0.0
12860,285.486687843516,25.73417343616666,3.2896212579238737
12900,28.673768444803642,3.681409008045687,0.9899082174899481
12940,0.0,0.0,0.0
12980,591.1160596369607,61.568889581847436,5.584413555840307
13020,319.4472596037265,18.687694622024964,0.8755806956407289
13060,87.60143135861853,7.1853263572967565,12.431897757619845
13100,3.873037184090355,0.8938595963745201,0.1740462945651999
13140,2531.545398114617,423.90755522370546,32.61867325515441
13180,302.39186992395423,7.355474315256751,1.9392209707916668
13220,576.1777735295836,41.41568341632666,1.0428871571882279
13260,71.6069354926285,0.68134706522284,0.0441185570834606
13300,7.790712220485553,0.0,0.0
13340,125.28594244112371,3.630000837564028,0.31158556888177014
13380,1137.1212468357364,29.580661178166665,11.975228658705973
13420,21.8849259097181,0.778060478519897,0.0
13460,686.9864436829743,42.33507903913223,3.849488262508962
13540,3.776167687878353,0.4793910861566451,0.1671138251977494
13660,45.93437497920518,0.0176397978203279,0.0
13700,233.3904534529529,34.653697509265044,7.046739372901335
13740,493.84541676596666,44.84034477062154,5.931671171913574
13780,2175.1626103804374,116.89439416708011,9.829828698809616
13820,7346.698322830058,1620.202316347401,106.99731581387152
13860,50.25897920268629,0.0,0.0
13900,597.1135578735779,33.89443630243428,11.469352533860206
13940,119.39619440538677,20.773409417791026,0.7513445163648047
13980,870.902842256795,94.23675429817976,10.38184719376781
14010,827.000481027693,273.7471967351987,11.43188773825096
