Year,cbsacode,Sample_Size,Data_value,Data_value_unit,v051_rawvalue,v052_rawvalue,v009_rawvalue,v011_rawvalue,v049_rawvalue,v060_rawvalue,v070_numerator,v069_numerator,v023_numerator,v082_numerator,v062_numerator,v063_rawvalue,v067_numerator,v045_rawvalue,gdp,Park_Area_Acres,Weighted_RESP,noise70n,noise80n,noise90n
2016,16620,666,24.31,%,222878.0,46305.000007259805,41738.93899830921,56971.66499770697,20625.860999133696,22931.5299990612,53972.0,31155.999999999996,6311.0,16794.0,282.0,114522.0,76069.0,804.7778758700001,11634054.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2015,16620,684,26.160000000000004,%,224743.0,46745.9999984297,42742.12200033178,55679.11000047397,17786.32072921531,23545.33900020845,53486.0,31015.0,6012.0,16399.0,274.0,116595.99999999999,77807.0,749.8,11644558.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2020,16620,870,27.71,%,211037.0,42605.000066324,35967.89674949459,63982.90197513206,20650.978877827103,28024.22698923684,47957.0,29914.000000000004,4984.0,17338.0,352.0,116018.99999999999,71517.0,844.3,11691458.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2011,16620,642,21.35,%,226394.0,48695.505,42954.53013500001,55211.774420999995,20410.020279000004,23152.431538999997,0.0,30671.999999999996,6975.0,15633.0,119.0,102624.0,77741.0,740.6,12472917.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2014,16620,657,26.35,%,225954.0,47063.0000010654,42966.03599981071,57210.47299966864,17880.113997406625,23501.491999864593,57876.0,31098.0,7148.000000000001,15902.999999999998,0.0,117892.00000000001,77920.0,601.4,11884422.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2018,16620,639,24.93,%,217916.0,44711.0000060288,37813.778075560556,61604.78499792136,22224.534000996973,26303.314999109225,51278.0,30711.0,5657.0,17742.0,313.0,114975.0,73733.0,777.5,12027849.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2017,16620,693,28.38,%,220614.0,45732.99999857521,40411.779495363284,57669.444000474905,19386.154609088717,24856.04400020434,48975.0,30705.0,6378.0,17718.0,301.0,113189.0,73971.0,720.5,11680798.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2013,16620,603,23.769999999999996,%,226116.0,47166.000002828405,44358.021999302946,57532.235999105054,17910.32799971143,23649.567999631945,0.0,30621.0,7398.0,15042.0,37.0,108568.0,78631.0,709.0999999999999,11832124.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2019,16620,735,28.95,%,214406.0,43774.999999209,37250.172283810025,61832.595000287474,21894.813536745325,25882.683000120407,46400.0,29811.999999999996,4971.0,18013.0,332.0,116503.0,73332.0,832.8000000000001,12145203.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481
2015,16700,897,18.32,%,712220.0,161060.0000157755,106791.51999703769,164013.56799551233,107668.23199675075,61486.17199826864,115368.0,132173.0,21080.0,59358.99999999999,1318.0,157193.0,257075.0,1617.4,37556612.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2020,16700,393,22.660000000000004,%,787643.0,171896.00002668504,98868.40258867426,184205.61899287824,129529.35795482673,66518.29999744886,129302.0,153927.0,11057.0,58754.0,1862.0,190630.0,300831.0,1642.3,47026660.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2017,16700,936,22.46,%,744526.0,166114.0000044448,97623.59456671905,168843.62599946352,110986.62288813657,67095.16599971443,113825.0,141128.0,18526.0,59811.0,1498.0,167715.0,271282.0,1510.3,41712862.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2014,16700,807,19.89,%,697439.0,158962.0000171037,104334.18699663114,166412.13699462262,105192.07499683321,59204.17799812141,122401.0,126137.0,25042.0,58654.99999999999,0.0,151996.0,251632.0,1823.2000000000003,35067766.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2022,16700,642,18.63,%,819705.0,176083.00002292072,110016.62299613559,214534.07299267614,169273.62102854118,67216.9359976237,0.0,161864.0,23780.0,50622.0,2102.0,205750.0,315078.0,1940.1000000000001,57989022.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2019,16700,468,16.64,%,775831.0,170808.9999859067,98435.97198480924,181446.12800351743,129384.94978400378,66167.96600143475,121934.99999999999,149408.0,13746.000000000002,58181.00000000001,1723.0,180812.0,293170.0,1510.9,47420657.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2021,16700,552,19.14,%,802122.0,173493.99998862873,97938.59440169515,201946.87400400697,135303.55656063068,74699.77700140391,129584.0,157449.0,9483.0,49392.0,1956.0,207721.0,309577.0,1788.0,51333502.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2016,16700,846,18.78,%,727689.0,163345.0000158994,105792.38999705788,164945.7399957597,111883.39599653523,59426.365998262096,114410.0,135832.0,19111.0,59579.0,1408.0,161576.0,263144.0,1502.23529555,40233967.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2013,16700,882,18.67,%,682121.0,157368.0000225172,104802.4779955806,161141.58399316523,100289.15599549515,55814.38999761689,0.0,120949.00000000001,27773.0,56435.0,355.0,150280.0,250596.00000000003,1659.4,33367478.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2012,16700,888,17.27,%,659191.0,153644.768,105543.854852,154883.881912,96424.08774000002,53703.73593200001,0.0,116629.0,30166.0,56027.0,181.0,146603.0,249437.0,1806.7,32747044.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2011,16700,774,15.34,%,659191.0,153644.768,105540.89956,148192.462604,99253.55815600001,51943.473528,0.0,116239.0,31345.0,56305.0,181.0,159881.0,244595.0,1757.1999999999998,30427282.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2018,16700,729,18.84,%,761155.0,168664.0000030882,96356.72378078462,172825.55199946536,126723.69363335478,66100.12699984298,120991.99999999999,146346.0,15455.0,59042.0,1610.0000000000002,173421.0,283503.0,1368.8000000000002,44312517.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405
2012,16740,4576,14.64,%,2230695.0,577749.517,325414.28696299996,461098.772373,226786.69980099998,149798.734551,0.0,413553.0,131314.0,175389.0,428.0,493992.99999999994,816841.0,5096.400000000001,130751112.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2017,16740,2838,18.75,%,2452122.0,596942.9999634443,303240.159914628,511090.1900090714,315000.7678842016,190303.61700317115,377277.0,450679.0,68222.0,197041.0,4506.0,556578.0,886014.0,4966.1,168119917.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2015,16740,3861,17.36,%,2361519.0,585580.0000062905,315583.8550017938,491027.5050002688,254775.5333379044,175914.2760000594,380357.0,437196.0,95069.00000000001,192652.0,3857.0,523801.0,836002.0,5078.700000000001,151017464.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2018,16740,2519,16.040000000000003,%,2499762.0,604509.0000278181,312966.2404160943,541230.4339938472,349451.2350122218,199222.10099807195,398336.0,461987.0,61535.0,194884.0,4861.0,592934.0,915422.0,6238.800000000001,175798075.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2014,16740,4532,18.28,%,2322920.0,582019.9999678608,309836.7550039628,482460.3240079504,249581.2183768115,168273.7620022634,382394.0,433061.0,112642.00000000001,187375.0,0.0,512625.0,833676.0,5555.3,141161399.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2022,16740,3399,18.04,%,2684276.0,622579.9999926134,349789.50500016136,659460.1450004257,399445.2228139642,212034.4840007052,0.0,517575.99999999994,99766.99999999999,158669.0,6735.0,698873.0,990578.0,6681.4,232869916.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2013,16740,4180,18.33,%,2284449.0,578304.999984966,321615.9260032422,475732.8910042948,246689.64900226507,154346.3960013998,0.0,426155.0,126764.00000000001,180608.0,462.0,502395.0,827547.0,4539.3,133295989.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2011,16740,3663,16.7,%,2230695.0,577749.517,345022.9454029999,454450.314714,225023.42067800002,150001.439782,0.0,403693.0,132494.0,168419.0,428.0,528025.0,807429.0,4818.8,120305020.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2020,16740,2442,20.17,%,2594090.0,614968.9997527989,298688.2602229669,613017.4870686643,359571.55848771404,205197.59302260997,418475.0,488379.0,49043.99999999999,198144.0,5758.999999999999,639981.0,977771.0,5902.999999999999,190091989.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2016,16740,3377,15.32,%,2406079.0,590773.0000335054,317019.85499438934,496100.2989914429,293275.9279944147,179609.83699662547,385791.0,444491.0,72609.0,197196.99999999997,4207.0,538506.0,856493.0,4928.667468210001,159037484.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2021,16740,3476,19.530000000000005,%,2636883.0,618086.0000593364,355921.05190103827,637470.0499814152,369975.7007474438,204138.1109940299,409058.00000000006,501186.0,49064.0,156175.0,6178.0,693580.0,1004542.0,6414.7,209442316.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2019,16740,2805,20.57,%,2550296.0,611537.0000284994,320010.89578791946,565690.1309927253,357595.1285923726,202022.4999975396,391167.0,475966.0,57075.0,197497.0,5263.0,619353.0,948529.0000000001,5435.3,185906827.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785
2019,16980,10517,16.800000000000004,%,9364519.0,2153187.0000167233,1030162.8493863144,2029723.35399608,1553420.6969327119,661660.3969989511,1420506.0000000002,1813549.0,238611.0,692635.0,21023.0,955683.0,3163129.9999999995,4626.900000000001,721100484.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2013,16980,7176,15.0,%,9337460.0,2313690.9997970564,1283854.8386063569,1886679.8800540776,1427316.156400915,602750.3630181893,0.0,1762368.0,468129.0,723662.0,4895.0,814110.0,3046187.0,3194.9,580376514.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2011,16980,8138,16.52,%,9415185.0,2396005.8630000004,1408935.7708587684,1831821.297831,1394146.1832299998,589944.234007,0.0,1762426.0,479049.0,723905.0,4820.0,852594.0,3071633.0,3270.5000000000005,537476155.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2020,16980,5655,13.93,%,9329426.0,2122580.0007450613,1004294.2686018016,2077086.30676868,1539517.3601405153,686588.9069233235,1454002.0,1823286.0,193903.0,684667.0000000001,23118.0,976758.0,3180729.0,5147.699999999999,692244630.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2014,16980,8294,15.820000000000002,%,9354498.0,2287289.0000687344,1247931.1149889848,1924208.21598017,1470210.0429858796,627719.355993864,1505628.0,1779303.0,426327.0,722881.0,0.0,833032.0,3049738.0,3846.8,605821955.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2021,16980,6851,15.809999999999995,%,9288978.0,2091959.9999805025,1166061.993929796,2079419.6790008137,1533549.756617737,681615.4540005208,1400798.0,1831314.0,181138.00000000003,539262.0,24586.0,1033856.0,3194163.0,5091.0,762005736.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2016,16980,7579,14.4,%,9386530.0,2227647.0001808847,1105134.2189721158,1885793.448956048,1460537.453962777,699977.4819809707,1425094.0,1787916.0,340207.0,715671.0,16260.0,874806.0,3068577.0,3911.7523114400005,647154694.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2012,16980,6838,14.009999999999996,%,9415185.0,2396005.8630000004,1350852.018908459,1884486.0123260003,1395310.4145329997,602143.917443,0.0,1748654.9999999998,486876.0,714084.0,4820.0,801573.0,3055651.0,3241.2000000000003,566467887.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2022,16980,11401,16.679999999999993,%,9236967.0,2062519.000091809,1045119.2469854223,2203365.271972671,1611585.464231919,734588.7889894793,0.0,1854353.0,462435.0,527217.0,26800.0,1036442.0,3110172.0,5012.4,835923598.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2018,16980,10309,16.690000000000005,%,9344816.0,2178284.9999230164,1023734.0023512059,1957000.5720213754,1543785.8698917252,649991.3740072038,1470404.0,1803584.0,282352.0,697642.0,19347.0,916888.0,3134212.0000000005,4380.6,700551438.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2017,16980,11297,16.339999999999996,%,9382594.0,2203635.000125787,1034935.2858251815,1889642.5079688053,1512258.7103429665,623009.5599889703,1392843.0,1794860.0,280919.0,709382.0,17718.0,890693.9999999999,3101990.0,4062.7999999999997,667334176.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2015,16980,7670,14.690000000000005,%,9369532.0,2254006.9999491307,1256204.149005666,1879233.0220117695,1480306.3170103491,637497.9100032079,1458085.0,1781248.0000000002,437336.0,718502.0,15062.0,849665.0,3047102.0,4010.0,633872379.0,264239.4571,0.204633377,105414.91726200521,17765.80769467855,2547.641416823371
2014,17140,6600,23.92,%,2144210.0,524218.0000181281,344450.2389970224,471564.5659950407,309259.9931752364,167372.12699795078,393937.0,363658.0,77688.0,171142.0,0.0,778959.0,825296.0,4223.099999999999,124848817.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2020,17140,5520,21.83,%,2205908.0,516355.000120014,316876.0884830159,531660.0389663914,339207.7617564238,184827.68498609774,383755.0,385324.0,44492.0,172104.0,5353.0,930417.0,872705.0,4679.0,158369446.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2021,17140,5265,22.289999999999992,%,2214154.0,514346.9999612969,345879.445327838,551262.6010122868,325256.07152801,201305.6090045062,393317.0,390301.0,42121.0,135777.0,5688.0,981384.0,882229.0,4350.200000000001,171867519.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2022,17140,5895,25.0,%,2225788.0,514273.00000752247,352626.95899838436,583144.647997328,337354.05900691415,175900.0799990572,0.0,396264.0,78642.0,134698.0,6210.0,1003291.0,869472.0,4729.1,186550458.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2011,17140,5115,15.96,%,2171896.0,532776.1780000001,373821.93454205757,465708.345672,302123.5347351046,164262.29388999997,0.0,366239.0,105843.0,167383.0,949.0,780505.0,834977.0,3711.9999999999995,110522924.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2018,17140,4830,18.959999999999997,%,2180642.0,519200.9999558323,312586.2056304261,516620.3450130768,314861.3681128892,181772.33600451075,373734.0,374053.0,46979.0,173869.0,4027.0,881009.0,850350.0,4725.700000000001,148756023.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2015,17140,5085,19.97,%,2153080.0,523258.0000231838,346510.4309949799,475649.11199295515,311053.09059203,181461.00099728646,383034.0,363952.0,77483.0,172058.0,2899.0,791076.0,823917.0,4351.8,131397743.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2012,17140,7530,20.190000000000005,%,2171896.0,532776.1780000001,366832.8609614261,477342.396168,304755.22979417245,166941.961871,0.0,356598.0,109045.0,165949.0,949.0,752521.0,821607.0,3639.7,114485862.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2013,17140,8160,20.140000000000004,%,2138038.0,527370.9999962843,354175.595163284,470010.20300064934,301375.6086278047,164234.72100026632,0.0,360655.0,94558.0,166369.0,969.0,764802.0,823270.0,4191.299999999999,118332417.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2019,17140,5040,19.17,%,2194501.0,517784.0000000239,315419.2689856327,532381.0620002688,317756.9407023749,192724.98400005946,358855.0,379225.0,47862.99999999999,170402.0,4720.0,904697.0,862572.0,4823.4,159093096.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2016,17140,5145,19.910000000000004,%,2165137.0,522886.00002879574,318447.35999408504,484487.0459916003,290650.55199506326,175124.61499671845,385587.0,367527.0,58706.0,173215.0,3233.0,808573.0,833566.0,4191.284935878,138389722.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2017,17140,5625,24.45,%,2173409.0,521183.0000331684,302213.1043789195,504107.74299041345,307819.80885149824,186853.79299647632,371583.0,370506.0,48822.0,175067.0,3542.0,831662.0,841561.0,4606.599999999999,145099909.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916
2020,17820,474,20.92,%,738939.0,176318.99970563402,79846.81465376756,125193.49606570728,93620.6193098883,37112.09201943306,84542.0,148491.0,13737.000000000002,46899.0,2324.0,132773.0,270057.0,698.3,41352882.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2021,17820,552,25.41,%,745791.0,175920.00003405628,87386.32915751371,130479.36099220185,99900.18775573537,37716.97599774857,82406.0,153023.0,11678.0,36722.0,2515.0,143274.0,275340.0,720.3000000000001,45049032.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2022,17820,538,24.07,%,753839.0,175320.00002780138,82192.23999605249,142251.8609931604,102483.5400937462,42104.2609979696,0.0,157520.0,26004.0,38883.0,2811.0,135304.0,274194.0,703.3,48374609.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2016,17820,586,18.8,%,686908.0,170689.0000091619,79593.02599859054,109803.76599802908,85633.57499849534,33782.954999408,77585.0,134258.0,19291.0,48990.0,1657.0,121666.0,245849.0,556.42159414,33218817.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2014,17820,494,19.09,%,668353.0,168007.99999221938,89965.39400137254,106395.84200167433,73873.4170011686,29689.852000456733,79694.0,127339.0,28942.0,46068.00000000001,0.0,114870.0,237945.0,624.7,31197379.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2017,17820,426,19.449999999999996,%,697856.0,171614.0000266171,82352.29854323047,116969.92599406371,94899.98193266847,36817.837998136776,75629.0,137491.0,14713.000000000002,48821.0,1751.0,126240.99999999999,252292.0,495.19999999999993,35086959.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2018,17820,314,16.42,%,712327.0,173307.00002207802,73692.58524201784,121101.60599502365,98763.60484716124,36673.12599849967,80041.0,141149.0,12365.000000000002,47403.0,1891.0,127576.0,257806.00000000003,583.2,36962088.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2015,17820,566,22.49,%,678319.0,170058.9999720961,91375.51200500711,109838.87100604034,75051.81600412754,33131.19500181795,78817.0,131282.0,25142.000000000004,46957.0,1552.9999999999998,119797.0,240960.0,607.4000000000001,32148631.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2013,17820,580,21.08,%,660319.0,168444.0000015535,91782.10699974516,103810.09999965127,73126.88999973985,29699.45999991455,0.0,123682.0,28825.0,45318.0,256.0,115170.00000000001,236218.0,369.7999999999999,30362236.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2011,17820,576,20.73,%,626227.0,161756.45500000002,91380.93110999998,90315.1143,75386.13399,25511.661045000004,0.0,117869.0,25799.0,42390.0,259.0,117517.99999999999,231062.00000000003,603.0,28716313.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2019,17820,420,22.18,%,723878.0,174503.9999932106,75107.82343552439,123690.70400152008,100663.62961110091,38659.58000048149,77175.0,144939.0,11060.0,46633.0,2094.0,133338.0,262626.0,678.8,39304738.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2012,17820,420,17.74,%,626227.0,161756.45500000002,91361.30665500001,98040.018915,72565.09179,28039.32735,0.0,121330.00000000001,29913.0,44533.0,259.0,111519.0,234943.0,731.8,29344597.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009
2012,18140,3280,18.49,%,1866119.0,458551.61600000004,300626.0917939227,434670.490334,256957.09590718805,143520.933534,0.0,361202.0,87051.0,149007.0,815.0,528239.0,741153.0,2361.5,101699415.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2021,18140,4220,22.25,%,2122271.0,496366.9999524613,318678.708595528,514665.75601506623,293729.2750612398,172508.6350049067,356912.0,427690.0,39117.0,128153.99999999999,5289.0,696616.0,852801.0,3442.5,157742603.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2019,18140,3540,21.88,%,2078725.0,492247.00006631843,301031.8812693834,475775.37498081994,308470.7317874156,162489.1689935722,330113.0,410196.0,43769.0,166120.0,4255.0,671380.0,825929.0,3509.2000000000003,141392783.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2014,18140,3400,18.76,%,1944002.0,473804.999940666,292035.07801206945,445048.1980181779,273378.3432928283,149955.0560060928,359022.0,377108.0,61932.99999999999,153057.0,0.0,550869.0,755348.0,2428.6,113065727.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2011,18140,2680,19.42,%,1866119.0,458551.61600000004,299801.82220182073,428522.765962,255335.32031229208,144157.060608,0.0,370947.0,85525.0,140464.0,815.0,546978.0,732849.0,1749.8000000000002,95551418.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2020,18140,4570,21.380000000000003,%,2106541.0,495173.9993764679,307393.9827584615,495102.8161843175,331471.2152525625,160705.91805824346,358441.0,421578.0,41578.0,167743.0,4915.0,665520.0,841565.0,3525.0,142732538.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2016,18140,3500,20.12,%,1994536.0,479964.00002840796,276454.7429945363,450452.82499140286,291305.262994491,157117.80699691141,347523.0,386159.0,49505.0,158656.0,2753.0,581520.0,773628.0,2888.29855615,122870592.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2018,18140,3410,20.97,%,2041520.0,486896.99994888855,295059.04195313784,468729.7780151482,302217.91504537425,158372.89900516134,349855.0,402367.0,43025.0,164530.0,3545.0,630361.0,804983.0,3175.4000000000005,134348385.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2013,18140,4310,23.43,%,1924161.0,471955.99997516704,295675.37564642803,448414.2940076709,266769.5777919702,148074.7020024433,0.0,370081.0,75393.0,150090.0,828.0,547257.0,748046.0,2356.7,107211513.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2022,18140,5600,22.269999999999996,%,2138946.0,497849.0000240109,334014.1779945241,585202.9949911099,318355.56672921387,173717.41999712065,0.0,434657.0,77849.0,125314.0,5874.0,728524.0,840036.0,3737.5,170396036.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2015,18140,3700,21.89,%,1967066.0,476137.999983794,295944.77600364375,446580.4650049949,277300.4003361356,147618.1690016819,348101.0,378983.0,64290.0,156326.0,2420.0,561375.0,760608.0,2720.6,118263271.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2017,18140,4290,22.790000000000003,%,2021632.0,484385.0000698535,289246.5193211164,469000.83997927036,301521.89114784054,158048.04599307152,334396.0,394752.0,42907.0,160009.0,3098.0,611159.0,789282.0,3217.7999999999997,129945459.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208
2016,19100,1480,11.926,%,6891715.0,1847092.9998073909,723719.7630280312,1386141.0630529996,895806.8030337829,501089.94201949734,1138510.0,1223297.0,175704.0,571939.0,6407.0,699752.0,2557158.0,3780.137809719999,460107201.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2021,19100,2419,18.394121537825544,%,7573136.0,1945009.9999274039,853608.111722292,1741178.7750235829,1061876.123783426,514852.4820066908,1205446.0,1383546.0,128532.0,469366.0,9932.0,855827.0,2928513.0,3953.0999999999995,612228923.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2013,19100,1659,15.936455696202533,%,6521336.0,1804244.0001015293,735354.2447937763,1373637.9539707748,717386.266154135,412472.45799116924,0.0,1154698.0,256324.00000000003,531836.0,1658.9999999999998,679413.0,2424325.0,3466.2000000000003,401596994.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2012,19100,1389,13.444773218142553,%,6442205.0,1805319.061,762322.9879798318,1351282.2357110002,691830.9789214983,405954.72466500005,0.0,1130237.0,265767.0,515041.0,1792.0,645275.0,2372753.0,3147.2,381693570.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2019,19100,1342,17.28837555886736,%,7332544.0,1925535.9997690783,780713.5666100675,1544843.0130639651,995392.7333172878,499680.7670202488,1095255.0,1311376.0,136983.0,586165.0,8275.0,789490.0,2774468.0,4059.4000000000005,545967576.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2011,19100,1573,16.5832930705658,%,6442205.0,1805319.061,827042.1851935887,1270521.158157,721424.5298471748,403661.268753,0.0,1134510.0,247932.0,502736.0,1792.0,677329.0,2358925.0,2929.1,363599468.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2022,19100,3589,17.79290052939537,%,7694138.0,1956080.0000352664,843913.3029956832,1957967.220993955,1091864.3226122141,669896.0269956148,0.0,1436500.0,279632.0,475449.0,11022.0,874095.0,2898827.0,3529.7000000000003,692794993.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2014,19100,1887,14.65642819289878,%,6640349.0,1813771.0000514153,710222.5645239435,1397427.5639850318,727753.5501712704,440759.5259953965,1058302.0,1176530.0,222575.0,546012.0,0.0,672054.0,2459657.0,3795.2000000000003,422750361.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2017,19100,1739,15.068297872340429,%,7038634.0,1874498.0000666874,748581.3518130146,1401491.2389814747,950630.6146265033,487114.10799251165,1086291.0,1250667.0,144360.0,575607.0,6954.000000000001,725908.0,2623897.0,3583.6,483732023.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2015,19100,1941,16.153797011849562,%,6749350.0,1827556.999811708,723311.0901307657,1401975.6350536274,741761.9834704502,463806.4490177077,1062462.0,1198571.0,210671.0,557373.0,6000.0,693861.0,2503093.0,3751.7000000000003,443541043.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2020,19100,1446,17.93273858921162,%,7470158.0,1940990.0022244244,768553.8332833088,1636814.1373163096,1052869.4609938748,519144.18878954806,1225248.0,1346860.0,135325.0,587884.0,9174.0,814401.0,2857977.0,4028.2999999999997,546542601.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2018,19100,2123,15.606726330664156,%,7167691.0,1898626.9999051627,761070.6016815832,1467811.0330247388,969516.8932061113,499981.52000969526,1156865.0,1276593.0,140439.0,584360.0,7594.0,753480.0,2691220.0,4253.4,516335114.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878
2022,19740,9980,20.56,%,2991231.0,647545.0000199077,307200.7689975792,577019.4759937959,472398.84642101964,173331.985998703,0.0,683179.0,125594.0,140361.0,12032.0,893782.0,1144033.0,3673.4,289540923.0,107047.352,0.237676869,20875.52766453985,3416.445719278385,105.23922730058966
