Year,cbsacode,Sample_Size,Data_value,Data_value_unit,v051_rawvalue,v052_rawvalue,v009_rawvalue,v011_rawvalue,v049_rawvalue,v060_rawvalue,v070_numerator,v069_numerator,v023_numerator,v082_numerator,v062_numerator,v063_rawvalue,v067_numerator,v045_rawvalue,gdp,Park_Area_Acres,Weighted_RESP,noise70n,noise80n,noise90n
2022,12260,1645,20.920000000000005,%,614312.0,139547.0000034274,91822.63899923241,172156.9459985208,90798.13684584417,59578.8519995144,0.0,96674.00000000001,15463.999999999998,48565.0,1136.0,384709.0,218260.0,4568.7,34825921.0,3976.123756,0.400426965,1531.9767615940325,40.122342385279644,4.028891232288886
2017,12260,1260,21.97,%,590146.0,139090.0000160719,80511.39574212076,145821.06099473863,71301.28179675683,57667.94699788961,102942.00000000001,90384.0,16187.0,58334.0,847.0,322907.0,202332.99999999997,3525.7000000000003,27076188.0,3976.123756,0.400426965,1531.9767615940325,40.122342385279644,4.028891232288886
2016,12260,1029,14.6,%,583632.0,138266.99998860853,81114.27800206393,144853.50100376306,65532.78400167793,55564.429001454824,110800.0,89176.99999999999,18798.0,59932.0,768.0,308697.0,198826.0,3313.3115120899997,26334413.0,3976.123756,0.400426965,1531.9767615940325,40.122342385279644,4.028891232288886
2020,12260,917,18.730000000000004,%,604167.0,139705.99990229,77770.63486454335,159413.93403289345,74685.46975266843,59140.07601297595,125570.0,94382.0,11148.999999999998,55934.0,1026.0,356323.0,212895.0,4310.4,29949917.0,3976.123756,0.400426965,1531.9767615940325,40.122342385279644,4.028891232288886
2018,12420,2045,19.74,%,2056405.0,488065.9999544225,211355.12942840514,382217.1240093654,348859.44839740556,116374.05700309576,245670.0,455928.0,36024.0,130494.00000000001,3582.0,323349.0,760558.0,3213.2,151747890.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2012,12420,1105,15.570000000000002,%,1705075.0,429922.777,202268.10775598197,334128.032305,253339.91224617048,90271.99944,0.0,365346.0,64792.0,118235.0,911.0,266669.0,618506.0,2225.0,100761664.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2022,12420,1505,21.05,%,2295303.0,513023.00004149077,220311.54099501568,509570.268988876,372466.93005060457,180600.79999600071,0.0,534335.0,76673.0,104365.0,5282.0,392363.00000000006,839586.0,2137.9,227703434.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2013,12420,815,17.45,%,1783519.0,448975.00002653524,194768.95506917973,349747.43499411514,269466.77405949746,94416.10199833594,0.0,378403.0,63501.00000000001,122448.0,817.0,272804.0,633174.0,2266.3,108151304.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2019,12420,1525,19.45,%,2115827.0,495338.9999772806,218396.9307271571,409280.88300283323,360455.570021153,124584.65500146503,245995.0,472949.0,35689.0,129196.0,3897.0000000000005,336328.0,793050.0,3523.4,164734089.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2011,12420,1205,15.76,%,1705075.0,429922.777,227276.2556410058,305678.529295,258215.9653438634,89557.563452,0.0,374121.0,61456.00000000001,112860.0,911.0,280085.0,607740.0,2275.9,97352466.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2020,12420,1565,19.38,%,2168316.0,499603.00031014497,214506.9919306634,428862.56592220097,390993.4319420069,130766.18397540893,275095.0,491134.0,35043.0,129050.0,4375.0,346723.0,821280.0,3611.8999999999996,172047499.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2017,12420,1395,16.69,%,2000860.0,479353.0000050233,200977.37459550146,363906.3630006759,339587.09970765666,107565.73999992247,220114.0,438193.0,36048.0,128261.99999999999,3298.0,307855.0,728481.0,2761.5999999999995,141102904.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2015,12420,1530,15.099999999999998,%,1883051.0,462579.0000466404,196190.4495234881,341890.3469894454,284625.16458222654,101339.30999693379,228207.0,405127.0,52766.0,128180.99999999999,2855.0,287056.0,675639.0,2477.8,126398460.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2016,12420,1020,13.71,%,1943299.0,471207.00003220356,181412.29599599785,343872.7779921977,316130.87399318523,123856.56699729223,229317.0,421449.0,43619.0,132012.0,3053.0,294559.0,697542.0,2588.7856323799997,133525260.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2021,12420,1480,20.38,%,2227083.0,504608.9999912818,224204.016012754,464603.2550031962,363982.050186933,135598.2090008981,268015.0,507164.0,33068.0,103806.0,4750.0,364169.0,850278.0,3645.3999999999996,196587977.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2014,12420,1910,15.22,%,1834303.0,457156.9999780744,190387.01934236757,352582.10700578324,276102.45149550284,97528.64100159405,239279.00000000003,390913.0,55629.0,126874.00000000001,0.0,277371.0,650154.0,2574.2000000000003,115702814.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295
2012,12580,5698,16.319999999999997,%,2690886.0,622167.9260000001,398453.14024399995,583711.317072,332268.52681199997,198341.28299400004,0.0,493661.0,109951.00000000001,220637.0,1840.0,513028.0,1004703.0000000001,2477.2,162981268.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2016,12580,7854,16.869999999999997,%,2785874.0,619734.0000396529,330866.5069945135,626630.8149893517,387389.77499350125,218824.59499613344,503152.0,512131.0,89256.00000000001,223336.0,5910.0,547739.0,1033347.0,2644.89944878,191569591.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2022,12580,7182,19.9,%,2800189.0,609522.9999935644,346207.8700004771,717960.3050017329,392341.6046448219,220790.89100040565,0.0,554051.0,97030.0,173264.0,9586.0,662261.0,1049436.0,3745.0,243871881.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2015,12580,5712,18.059999999999995,%,2770738.0,619168.9999945613,376742.515001487,622903.0690021858,365371.3410009847,220561.84000104284,494360.00000000006,504577.0,100852.99999999999,222485.0,5451.0,540469.0,1024150.0,2590.8,182271120.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2017,12580,6657,19.479999999999997,%,2797407.0,618769.9999579589,332750.71080065396,633100.9160132802,358649.64719160716,220918.05400458185,462816.0,522310.0,79478.0,222414.0,6290.0,558970.0,1042611.0,2687.5,198332438.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2011,12580,3689,15.529999999999998,%,2690886.0,622167.9260000001,411311.7916480001,573980.092244,334143.82303800003,196209.34137800004,0.0,499056.0,103603.00000000001,217637.0,1840.0,520302.0,995330.0000000001,2632.3999999999996,158031305.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2021,12580,6965,18.83,%,2800053.0,610114.0000185899,344107.23478115664,689920.2729929548,384920.84994286334,238228.17099764541,472736.0,545190.0,55092.0,174180.0,8759.0,643649.0,1073294.0,3492.2000000000003,225065633.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2020,12580,6545,17.66,%,2802789.0,612644.999869369,316920.30218579946,680385.1920424924,390750.1874155237,232623.13401545282,487344.00000000006,537274.0,59512.0,211742.0,8221.0,617773.0,1066968.0,3266.7,207278076.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2019,12580,7686,17.53,%,2808175.0,616336.0000187119,318162.0948041646,665318.408993535,389671.21290675644,234745.38499777974,453063.99999999994,533451.0,64011.0,215855.0,7233.0,592288.0,1064294.0,3131.3,210146752.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2014,12580,5775,17.35,%,2753149.0,619436.0000078459,373882.91699854727,613353.812997502,362375.2709977136,211148.49799927717,517237.00000000006,501378.0,106178.0,221384.99999999997,0.0,531343.0,1017983.0,2840.899999999999,174791079.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2018,12580,7406,16.84,%,2798886.0,618068.9999501643,316824.9021032548,644511.4890149869,387644.13939592475,226740.82100531863,478751.0,527932.0,65443.0,219622.00000000003,6756.000000000001,586682.0,1054756.0,2764.600000000001,204559677.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2013,12580,5985,17.520000000000003,%,2729110.0,619623.0000513681,388822.05099149205,594394.1359860607,350506.74399225466,201679.81699530786,0.0,496488.0,107554.0,221525.00000000003,1858.0,517613.00000000006,1008466.0,2721.2,168806696.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884
2019,12940,2300,24.410000000000004,%,856685.0,201737.9999906286,118677.21166762077,219174.56100300877,122483.1032104316,77939.38600108697,172761.0,140507.0,19402.0,83140.0,2217.0,527871.0,329555.0,4806.5,57007427.0,7001.38863,0.391811024,0.0,0.0,0.0
2016,12940,1240,19.760000000000005,%,848512.0,202380.99999436783,132359.14600101276,219025.89800181027,123797.79300111868,68147.80500065781,166595.0,137342.0,25015.0,86276.0,803.0,492995.0,318381.0,4174.71149215,53131672.0,7001.38863,0.391811024,0.0,0.0,0.0
2020,12940,2190,20.88,%,853610.0,199991.00013067998,125849.30495204097,218040.72595785712,140171.2349445811,77645.77798560557,179723.0,140467.0,18886.0,82214.0,2269.0,538805.0,330974.0,5651.099999999999,52815978.0,7001.38863,0.391811024,0.0,0.0,0.0
2011,12940,2090,17.18,%,809821.0,201821.70099999997,128460.337762775,185585.31988199995,97469.96082026922,64835.680494999986,0.0,114890.0,24946.0,77104.0,189.0,448106.00000000006,297991.0,3906.6000000000004,50582174.0,7001.38863,0.391811024,0.0,0.0,0.0
2014,12940,1640,17.459999999999997,%,838324.0,202339.0000270679,118060.43974584293,215668.7409908503,102879.17336077975,73993.03799681833,161888.0,133541.0,25316.0,83485.0,0.0,462341.0,315804.0,4440.9,57839564.0,7001.38863,0.391811024,0.0,0.0,0.0
2021,12940,2340,26.27,%,854884.0,199907.9999943229,138987.17934919652,229901.2430019813,128224.00959714166,81350.04900074385,172573.0,141465.0,18961.0,67766.0,2328.0,582256.0,333574.0,6457.000000000001,57933871.0,7001.38863,0.391811024,0.0,0.0,0.0
2022,12940,2200,25.3,%,858571.0,199745.00000470132,134511.7799988885,241550.88999833705,154614.99522290597,74210.13299966881,0.0,144511.0,31785.0,68254.0,2578.0,560363.0,330452.0,6174.7,64680975.0,7001.38863,0.391811024,0.0,0.0,0.0
2015,12940,1270,16.379999999999995,%,843346.0,202194.0000128141,119150.73990507504,219404.44499567617,103808.39078270206,74809.9379985547,160759.0,136332.0,23708.0,84764.0,755.0,475799.0,316081.0,3936.0000000000005,57118943.0,7001.38863,0.391811024,0.0,0.0,0.0
2017,12940,1740,19.430000000000003,%,853322.0,202890.99997968643,113155.49236254593,220361.18700663166,117640.7937667585,78323.14500232037,168775.0,138465.0,23538.0,85722.0,1242.0,508911.0,323023.0,4271.2,52326374.0,7001.38863,0.391811024,0.0,0.0,0.0
2018,12940,2290,22.6,%,857870.0,202853.9999977992,118679.32718397472,218149.30700063836,122476.9568013629,78581.71700022792,178987.0,138616.0,22652.0,84878.0,1704.0000000000002,505656.0,327043.0,4892.5,58248715.0,7001.38863,0.391811024,0.0,0.0,0.0
2012,12940,2720,18.78,%,809821.0,201821.70099999997,119101.46388072,195270.02904999998,93812.20710101233,66084.21953,0.0,127009.0,29361.0,81706.0,189.0,456008.00000000006,305181.0,4510.8,52457695.0,7001.38863,0.391811024,0.0,0.0,0.0
2013,12940,1570,15.76,%,831395.0,202003.0000145339,119363.93017066234,202079.3229954332,93512.45444269526,68320.89299837727,0.0,130095.0,29026.0,80832.0,195.0,453415.99999999994,310329.0,3526.2,52320956.0,7001.38863,0.391811024,0.0,0.0,0.0
2012,13740,528,22.48,%,163339.0,38435.606,22942.285976000003,34622.16946800001,20750.351710000003,9940.781992,0.0,27229.999999999996,5059.0,10443.0,20.0,142145.0,65309.0,465.1,8898218.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2016,13740,381,23.339999999999996,%,175323.0,40593.0000045739,24688.199999166754,33127.67399887856,28157.239999048128,11106.203999619973,30098.0,28246.0,3403.0,11634.0,405.99999999999994,159985.0,67862.0,620.269561842,9127387.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2017,13740,369,19.87,%,176942.0,40765.9999996422,21713.219119121844,33841.15600009673,29920.936473558082,11445.312000028496,28062.999999999996,28374.0,3051.0,11352.0,440.0,166767.0,68497.0,764.7,10233636.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2013,13740,567,23.19,%,169228.0,39274.000007313596,23018.37899869191,36022.00399796933,21433.79899881375,10342.726999416423,0.0,27468.0,4744.0,11273.999999999998,45.0,139754.0,66807.0,518.8,9040950.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2019,13740,714,31.039999999999996,%,179095.0,41514.000006973096,22105.176240620065,36957.33599810841,30073.68124386259,11789.12899939263,27170.0,29364.0,3243.9999999999995,10736.0,516.0,173897.0,70491.0,734.9000000000001,10643870.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2022,13740,642,28.15,%,183799.0,41717.9999964519,24778.861000622677,45176.9630011355,34157.567805191706,10547.352000268296,0.0,31528.0,5131.0,8439.0,626.0,193883.0,73029.0,868.2000000000002,13756233.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2014,13740,516,23.120000000000005,%,171204.0,39525.999999803505,22184.618000037677,35408.01800005291,21641.70300001139,11137.095000015323,30608.999999999996,27759.0,4116.0,11749.0,0.0,148040.0,67843.0,625.2,9578917.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2011,13740,843,24.88,%,163339.0,38435.606,23301.854612,32101.449764000005,21475.463628,9954.153226000002,0.0,26242.0,4161.0,10051.0,20.0,151632.0,63365.0,621.0999999999999,8492009.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2020,13740,591,24.71,%,180385.0,41573.999950977995,22110.08628283415,37136.47701317606,32032.945347988985,11364.013004088069,29345.0,30153.0,3076.0,11068.0,555.0,179862.0,72089.0,982.6000000000001,10227593.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
2018,13740,420,24.8,%,178303.0,41079.999996833096,22050.26035474144,34995.591000818225,29998.071494042462,11243.544000263219,28471.0,28733.000000000004,3356.0,11053.0,480.0,171050.0,69490.0,724.7,10991271.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574
