Year,cbsacode,Sample_Size,Data_value,Data_value_unit,population_raw,under_18_pct,excessive_drinking,no_leisure_time_activity,some_college,unemployment,children_single_parent,mental_health_providers,median_household_income,driving_alone_to_work,sti,gdp,Park_Area_Acres,Weighted_RESP,noise70n,noise80n,noise90n,smo_obe_dia,smo_obe,smo_dia,obe_dia
2011,17140,5115,15.96,%,2171896.0,532776.1780000001,302123.5347351046,0.0,366239.0,105843.0,167383.0,949.0,780505.0,834977.0,3711.999999999999,110522924.0,56549.75605,0.267904588,16858.19932453354,2580.0126572547233,236.22800621497916,0.26845931674446655,0.28298347193457973,0.2929185676783267,0.08268666582911703
2011,17820,576,20.73,%,626227.0,161756.45500000002,75386.13399,0.0,117869.0,25799.0,42390.0,259.0,117518.0,231062.00000000003,603.0,28716313.0,2660735.546,0.127455439,4424.128707262707,356.72436313335436,14.173028741603009,-0.9703688539859766,-0.7777586228419497,-0.7605952447469163,-0.8381929510298756
2011,18140,2680,19.42,%,1866119.0,458551.616,255335.32031229208,0.0,370947.0,85525.0,140464.0,815.0,546978.0,732849.0,1749.8000000000002,95551418.0,41096.83534,0.216857361,17952.316001686275,3764.190707377416,145.36377482730208,0.04941169736972201,0.08063961857385071,0.07034790151523077,-0.02947635514468663
2011,19100,1573,16.5832930705658,%,6442205.0,1805319.061,721424.5298471748,0.0,1134510.0,247932.0,502736.0,1792.0,677329.0,2358925.0,2929.1,363599468.0,216176.8657,0.304956771,77936.53684014286,17825.883476514304,507.9370240746878,2.506180989730938,2.2353560807108708,2.0385994399726135,1.8657834130738438
2011,19740,10120,16.76,%,2552195.0,640952.364,367904.5857983207,0.0,513294.0,109439.0,168631.0,1616.0,667221.0000000001,946865.0,2479.8,147002657.0,107047.352,0.237676869,20875.52766453985,3416.445719278385,105.23922730058966,-0.03894516490238187,0.10467117203846293,0.050209841758594644,-0.24884166065762406
2011,19780,1116,15.12,%,599163.0,152028.77500000002,86920.258699,0.0,121688.0,18982.0,38227.0,38.0,337486.0,248702.0,1098.1,35558978.0,25576.16004,0.201039671,5683.107365557927,1036.0705503956249,16.81298438851916,-0.9140153310354459,-0.7412776452239858,-0.7349964157761947,-0.7624716106321494
2011,19820,356,18.98,%,4403437.0,1067263.458,614602.375134,0.0,776808.0,316520.0,375128.0,1549.0,343557.0,1608196.0,1888.7,204431264.0,65953.89217,0.202550223,31571.294386929138,5638.368273110151,73.23409170186135,1.899385830688408,1.686402146224566,1.6070377047811042,1.3602860130235652
2011,20260,351,18.68,%,276368.0,55953.33,46424.897001000005,0.0,41286.0,13373.0,16882.0,180.0,139020.0,101735.0,786.0,13004297.0,20984.49201,0.188326647,639.4525247049228,72.92158476282837,12.805626629303504,-1.0963052465022405,-0.9024330006329598,-0.8793438706503941,-0.9035060966724858
2011,22020,424,20.62,%,200102.0,43989.764,36052.687313999995,0.0,39394.0,5241.0,10960.0,123.0,95930.0,89074.0,546.0999999999999,10795919.0,2628.993647,0.238122784,1909.38813948352,65.31266515509242,6.5908699333866245,-1.1674001909713412,-0.9687283253238606,-0.9438672574845757,-0.9469348598675812
2011,22220,435,19.29,%,441560.0,116939.91499999998,47306.438673,0.0,71546.0,12571.0,29132.999999999996,28.0,127309.0,156143.0,751.8,17775309.0,43792.65155,0.304020173,2078.5823091647253,239.7263486256273,6.866960889696797,-1.0144496107842946,-0.8320445176081698,-0.8144898631703075,-0.8382444949333268
2011,24340,1065,21.949999999999996,%,1054013.0,268486.749,141467.992415,0.0,188268.0,61903.0,70796.0,322.0,251190.0,406030.0,1260.6,46006711.0,25100.90362,0.202114018,5775.094485936182,906.5660234503688,15.403630842511337,-0.6091596133987351,-0.47395134320340754,-0.4874974715555562,-0.5304766667221371
2011,24860,880,17.43,%,824518.0,196674.028,79467.38870200001,0.0,121136.0,44001.0,59953.0,70.0,174903.0,293194.0,1559.0,32961568.0,5125.857784,0.386921867,3282.6302764345846,346.59018785931465,22.770882420805364,-0.7143653022821812,-0.5873498155728184,-0.5450144015569833,-0.6171346155822175
2011,25180,366,16.25,%,266149.0,62664.731,28001.782804,0.0,37854.0,11086.0,18342.0,47.0,147595.0,99547.0,540.2,8920268.0,24358.1052,0.262258834,1999.7535819567772,409.9676322749078,10.174771158183404,-1.0764728241334687,-0.8925132328826052,-0.8556185028529534,-0.8885329661611203
2011,26420,4160,14.41,%,5867489.0,1675130.7599999995,696972.7499436524,0.0,923355.0,216816.00000000003,489285.0,1748.0,579456.0,2015046.0,2578.1,386133020.0,286789.9252,0.324010138,73658.85616334112,11886.437924874706,398.0223038469288,2.042974283696693,1.7729750526253145,1.6615985172980992,1.5701383561678381
2011,26580,1264,19.74,%,384641.0,84153.96900000001,28694.919296,0.0,55118.00000000001,14664.999999999998,24302.999999999996,112.0,301658.0,128858.0,1396.6999999999998,14055337.0,245845.4937,0.346864531,2388.4769130147074,194.06322841127175,49.13502238324663,-0.9456730106607573,-0.790019335465882,-0.739647279852383,-0.7865408821935272
2011,26900,4455,20.670000000000005,%,1854130.0,479872.5699999999,226491.257019,0.0,335204.0,81008.0,152149.0,646.0,654200.0,722278.0,2545.6,112321887.0,17966.87954,0.231203821,16111.69226389572,2482.956131857959,174.75579372424323,0.03823065036403559,0.10783189223195824,0.09072741412035294,-0.10398277957203762
2011,28140,14770,16.759999999999998,%,2041144.0,515323.23,255402.21930140193,0.0,379034.0,88707.0,152743.0,251.0,741938.0,815155.0,4047.9,104216859.0,70292.21528,0.244235328,20267.76612853364,2021.9512728896373,207.6093126289083,0.06617309618071768,0.14841621755309928,0.07264533449218785,-0.05833170994048465
2011,28940,1044,19.08,%,835320.0,182852.642,59897.103028000005,0.0,118834.0,38535.0,52327.0,78.0,361494.0,310521.0,1671.5000000000002,34086323.0,10960.03263,0.350272368,4445.879967084325,737.9485642352337,20.70093071198481,-0.633868395598434,-0.5316090747085837,-0.4774359075359277,-0.5433093120631673
2011,30700,1120,17.87,%,298012.0,68294.191,44398.824177,0.0,56241.0,7230.0,15314.0,157.0,108812.0,127777.0,440.5,14562888.0,7997.452731,0.217807697,2278.61465073877,294.7300966621643,21.713721528219097,-1.1064150269735575,-0.9154521429988359,-0.8903752933311849,-0.90426868969105
2011,30780,1308,23.52,%,685488.0,170354.918,72619.472788,0.0,115487.0,21315.0,56821.0,135.0,270902.0,259698.0,1978.331056170624,31507228.0,20981.54628,0.371822899,5364.612006013692,1262.9218971183936,66.19082910585648,-0.8110801894452722,-0.6666343122470939,-0.6397104900569196,-0.6802040549322375
2011,31080,358,11.35,%,12874797.0,3258091.294,1539870.3070480002,0.0,2239966.0,710678.0,1025570.0,7125.000000000001,130314.0,4273588.0,758.2,740339476.0,893320.7682,0.268954342,425757.3466247712,121632.82974787086,689.3523092153807,5.034554647721207,4.251840946914069,4.280859733676712,3.8016877033545913
2011,31140,5964,17.939999999999994,%,1249619.0,297754.57300000003,127996.09947779382,0.0,213405.0,63632.00000000001,102164.0,511.0,636333.0,476107.0,2668.1,57589386.0,23793.51305,0.30098235,12613.291687940811,1884.0738143356348,76.94538566365607,-0.2738751644546426,-0.190552925607093,-0.16423689255788168,-0.3153515146945911
2011,32820,1827,15.16,%,1312907.0,357289.13699999993,108644.154588,0.0,212511.99999999997,61511.0,165311.0,123.0,376233.0,473630.99999999994,9963.530712997655,61404033.0,16314.86293,0.314621837,8023.142779756055,949.7727136366856,47.307616579116925,-0.2922024710755167,-0.23742951874328422,-0.21889397223167092,-0.25923642094822463
2011,33340,980,13.76,%,1559667.0,381710.348,271022.136665,0.0,279122.0,69128.0,138851.0,264.0,256957.0,602168.0,270.5,84942358.0,35935.96516,0.200898212,14522.78767582529,1459.7841894478995,85.6511506197011,-0.24869777201754423,-0.14505055511424622,-0.18663791239695035,-0.27705618413641914
2011,33460,24195,15.030000000000005,%,3324256.0,819980.1039999999,492970.0011339999,0.0,723293.0,147624.0,204033.0,2875.0,1004989.0,1343096.0,2787.7,203208911.0,171280.409,0.206950754,32775.59749857301,2619.825822375301,292.0408802017629,0.5692030040005378,0.6531022562703619,0.4541344286068589,0.28785526201219813
2011,34980,2030,19.629999999999995,%,1666566.0,406845.116,135993.94259955522,0.0,295643.0,79264.0,118989.0,239.0,703644.0,635460.0,3398.8999999999996,88960143.0,103299.2285,0.323058007,12150.012158714351,2472.119660204425,51.21903004001888,-0.0884544243800409,-0.026088133738597797,-0.039662004568029825,-0.1503883701445672
2011,35380,2926,19.870000000000005,%,979540.0,227400.773,128092.32745599998,0.0,143569.0,30519.0,101488.0,410.0,325880.0,320680.0,2863.2000000000003,60771203.0,6657.175793,0.313934237,0.0,0.0,0.0,-0.5283050555587032,-0.4508382678723322,-0.39400803720480143,-0.44898364356610065
2011,35620,2616,11.098363914373092,%,19009267.0,4410805.098,2280746.297942,0.0,3538069.0,831425.0,1417579.0,12175.0,1621738.0,4376459.0,6558.1,1312062449.0,486663.459,0.236718548,264388.38958731573,54067.27211568133,2735.2685226192193,9.58948755724144,8.138735875712214,8.138828218597208,7.216223641543975
2011,36260,1506,23.17,%,541569.0,172566.615,32985.264633,0.0,97869.0,17495.0,28568.0,122.0,186185.0,190098.0,580.7,18963675.0,2627.90863,0.204865459,7342.878578779911,1599.4223551901928,104.3689053033116,-1.0676287968271954,-0.8924233413908773,-0.881542651148361,-0.8413780337240867
2011,36420,4354,19.6,%,1227278.0,305843.745,140535.37111200002,0.0,203051.0,34047.0,94859.0,172.0,344225.00000000006,463855.0,2164.2,58595935.0,24847.84233,0.298579618,8456.005287674601,1059.1982933509253,70.14575671674895,-0.3929485631342286,-0.29036551195190596,-0.2754614502173024,-0.3961266492569898
2011,36540,9616,16.91,%,849517.0,222422.098,126793.304706,0.0,167751.0,22139.0,60955.00000000001,306.0,452119.99999999994,349405.0,1551.1,50227641.0,17485.45813,0.23260694,6602.551028932999,1250.2119531031667,99.08150390170692,-0.7468180341060636,-0.5788942524555519,-0.5932174636243913,-0.6569084704185959
2011,37980,2893,15.492748012443831,%,5968252.0,1399945.816,835020.4983620001,0.0,1024891.0,249121.0,474594.0,4396.0,736274.0,2017647.0,3784.6,352201950.0,317246.9417,0.275661828,52097.55636802441,6373.783461232231,1051.209842560948,2.7594604269045515,2.479116802248306,2.40613558649439,1.8765667677860247
2011,38060,758,16.97,%,4364094.0,1188669.966,558205.2766499999,0.0,737267.0,178060.0,355696.0,1177.0,106719.0,1416193.0,616.1,186346485.0,3837435.036,0.240054196,41185.99899483001,8107.482099798343,47.17327434851273,1.097554610630834,1.0575190436386512,0.9591970172810551,0.6731200455182098
2011,38300,3840,19.15,%,2445117.0,495396.257,364898.158974,0.0,404366.0,94942.0,148392.0,1217.0000000000002,366053.0,872915.0,1557.4,124716212.0,264164.2449,0.232810019,19426.565909894063,1804.9540651592663,254.9687339820408,0.5018893835584369,0.4787571618858016,0.4819955789232149,0.26963306912986806
2011,38860,2943,22.96,%,516826.0,107939.951,76929.23362600002,0.0,89091.0,20060.0,30884.0,426.0,161821.0,208848.0,590.3,25316697.0,8747.842498,0.200776762,2213.2650311045813,130.44536623556144,15.828257724961256,-0.9877534491738265,-0.818882910616707,-0.7838976507965632,-0.8165673236157067
2011,38900,5684,22.76,%,2241841.0,533458.0630000001,285110.53813600005,0.0,450465.0,125167.0,140121.0,1191.0,405770.99999999994,750857.0,1654.0,115381532.0,2421076.865,0.332476381,19548.34705536791,2467.498602040655,170.79120513258692,-0.022057165451722458,0.051586555966463686,-0.013271710803666946,-0.09195578120644304
2011,39300,11946,21.01,%,1600642.0,349310.18899999995,242838.98525399997,0.0,259343.0,96137.0,118893.0,903.0,370884.0,623804.0,1258.4,71180467.0,66760.55537,0.205755533,12096.900223916096,741.5088997960281,61.76222413066057,-0.24216118528100616,-0.16444100856204077,-0.14623645438253471,-0.28185281470260476
2011,39340,732,22.06,%,555551.0,192929.857,15135.429415,0.0,91389.0,14172.0,18835.0,264.0,109175.0,160701.0,157.7,16954435.0,3638.097149,0.176129694,5645.312937202721,1893.0059526124428,40.67347820960544,-1.1053847123307168,-0.9266653252186963,-0.9232741265570846,-0.8580054951262838
2011,39660,633,18.77,%,132690.0,32303.168,17194.629616,0.0,22040.0,3376.0,10338.0,39.0,135740.0,51637.0,876.8,5249637.0,8174.957238,0.183430033,1061.3481791727952,14.77015126935959,2.2123093915235827,-1.2031464222688764,-1.0037703633306132,-0.9664788145371841,-0.9768093991994005
2011,39900,918,18.27,%,471902.0,115338.725,75869.132061,0.0,72415.0,30023.0,34586.0,192.0,169246.0,171977.0,588.0,22073323.0,26858.31301,0.202329148,4545.690602049323,511.4444799424036,1.3454144750971204,-1.0117405482572581,-0.8239868354577585,-0.7984701541443944,-0.8555290718027768
2011,40060,2261,12.34,%,1167482.0,276614.443,149478.30684374372,0.0,204056.0,46385.0,91126.0,703.0,959402.0,450935.0,8743.8,59435276.0,12123.10408,0.349918945,6679.998300533234,595.5319031916907,43.52786937058743,-0.4909614129732701,-0.4021672213852092,-0.37094626105555395,-0.4292224840772195
2011,41180,7845,18.679999999999996,%,2804590.0,669882.4649999999,430563.6685683161,0.0,504690.00000000006,141117.0,227333.0,421.0,783693.9999999999,1089755.0,4468.296312899369,143436430.0,78780.67265,0.264890306,20154.2488024052,3468.876828158172,248.6262044459522,0.6952897064227078,0.698991075540425,0.6145066666563757,0.3906934743752928
2011,41620,2366,22.69,%,1093324.0,321657.384,97495.009521,0.0,214838.0,37142.0,64846.0,724.0,121035.0,394651.0,479.9,66039322.0,10869.05833,0.278816014,9708.835653884851,1956.774813185786,52.39034274911184,-0.7914478325381826,-0.6511845868994484,-0.6584226322569201,-0.6291774406536165
2011,41700,1792,16.74,%,2072128.0,570619.917,296077.15330459055,0.0,317958.0,64985.00000000001,185297.0,766.0,429837.0,691010.0,1817.0,89404113.0,80175.81478,0.202910436,26187.4777514678,5340.4308176224395,193.42429761107087,-0.09980657563020039,-0.03484094620382388,-0.06190180850635885,-0.14732055270489858
2011,42660,1033,19.377095837366895,%,3407848.0,776579.462,454366.434149,0.0,734710.0,163563.0,203069.0,1786.0000000000002,194930.0,1170315.0,1051.7,250181331.0,2146386.193,0.332795041,33882.172635586205,4767.8639416461465,131.11515077980914,0.6003176582169163,0.5900287744318709,0.4653586506707578,0.41535079299214245
2011,43580,699,19.75,%,138071.0,38040.167,19592.597223,0.0,19292.0,4009.0,11633.0,9.0,148704.0,53158.0,725.0,7105171.0,2414.367421,0.2,1029.2512097548745,60.01351933836434,5.348891961764176,-1.1901725367139842,-0.9918957593291872,-0.9556429625733548,-0.9677318124285994
2011,43620,1180,19.829999999999995,%,247605.0,61939.963,35701.564560000006,0.0,45785.0,6393.0,15576.0,105.0,268255.0,108767.0,649.8000000000001,16077490.0,3789.371501,0.197259029,1742.2192597583676,174.311839753475,6.1595827484470576,-1.1417691008037294,-0.9458976004680721,-0.9227572873920105,-0.9280812516707927
2011,44060,518,19.69,%,511018.0,119064.184,66896.08452,0.0,89254.0,23449.0,33536.0,188.0,92782.0,172606.0,553.7,19913229.0,116702.0952,0.304483591,2463.4773024464284,298.41554659196447,29.52659979911632,-0.9545943881013872,-0.777114381433999,-0.7607499451921618,-0.8002244228550286
2011,44140,527,18.95,%,471081.0,111175.116,67302.400308,0.0,64621.0,21947.0,46495.0,164.0,48482.0,170534.0,523.4,19111716.0,18073.28292,0.21451354,4959.500775227836,673.21517532674,21.692408038547665,-0.9672612623539046,-0.8062025586371123,-0.7671672379767702,-0.7958026354933551
2011,45780,417,15.769999999999998,%,631275.0,147406.867,85721.1478258597,0.0,97622.0,37434.0,55208.0,277.0,147894.0,242650.0,896.0999999999998,29379042.0,7075.15429,0.201065168,5464.017438980761,748.7981549755327,109.41496289523796,-0.8204130057571843,-0.6782623487775719,-0.6487261240566315,-0.682453818470107
2011,45820,1890,19.91,%,230824.0,56669.285,23723.878369,0.0,35425.0,8167.0,19300.0,33.0,257742.00000000003,91362.0,1005.2,9728178.0,2688.897811,0.266274621,1540.3611694225865,109.30309571905516,9.307087753565796,-1.1301352909807023,-0.9438943950155897,-0.9110992446837897,-0.913262573464745
2011,46140,4228,23.07,%,929015.0,238560.899,96576.285937,0.0,144399.0,30453.000000000004,72095.0,83.0,320552.0,346779.0,1866.5,42008713.0,15836.64048,0.301937759,7864.949017098272,620.7036817777807,47.29240214936061,-0.6030413306059209,-0.4731855030641708,-0.44751373221753216,-0.5559358917718719
2011,47260,3348,14.43,%,1695996.0,410643.5990000001,215321.87562378004,0.0,306184.0,57280.0,146004.0,708.0,1035430.0,672652.0,9248.7,77074251.0,182047.3748,0.280687567,1070.215713815252,107.33196216849892,17.09457290306282,-0.12318815576408378,-0.08899359632210452,-0.06813523759306206,-0.14426155460406412
2011,48620,3116,17.78,%,612683.0,164516.99800000002,58488.32793199999,0.0,101241.0,25797.0,47785.99999999999,62.0,204081.0,241289.0,973.9,28202474.0,10427.74664,0.313955823,5302.334212028514,361.13127286698654,60.846898254142886,-0.8873694454431231,-0.7292121688878672,-0.7097297640328998,-0.734550135214404
2011,49340,468,17.6,%,803701.0,189673.436,122191.485236,0.0,139705.0,37408.0,51124.99999999999,447.0,66389.0,318623.0,206.2,36014006.0,52331.85294,0.206128427,6650.566989683311,1171.7164800987373,28.39998045257172,-0.7888778969542348,-0.6372703602523262,-0.6111309505778166,-0.6836106705224112
2012,10740,2876,21.22,%,857903.0,211769.371,81545.547623,0.0,143247.0,35751.0,78236.0,174.0,177323.0,313236.0,1435.4,37226565.0,36984.81568,0.14547557,5540.745134383463,1224.879162880463,17.445337427316524,-0.8294433141664607,-0.6549978835077604,-0.6463297073757155,-0.729992320254174
2012,11260,578,17.96,%,374553.0,98423.291,50842.944726,0.0,71105.0,14516.0,27897.999999999996,147.0,139194.0,136230.0,1136.8000000000002,23400011.0,926977.9378,0.22558668,0.0,0.0,0.0,-1.0706983240044736,-0.8738200935924451,-0.8627716681695365,-0.8859693339669307
2012,12060,11107,14.509999999999993,%,5503952.0,1483402.583,596260.760279099,0.0,1038206.0,273675.0,448021.0,1928.0,1487208.0,1892149.0,8338.900000000001,294208439.0,139783.192,0.407442606,38628.9326167619,8411.143736143504,261.18120652955855,1.9015709127492764,1.6064664593257871,1.5539552390858713,1.497743609724102
2012,12260,1414,19.09,%,547067.0,138751.524,56291.22403599999,0.0,81650.00000000001,23852.0,59405.0,156.0,289446.0,192584.0,3249.1000000000004,22623211.0,3976.123756,0.400426965,1531.9767615940325,40.12234238527965,4.028891232288886,-0.8893037498498365,-0.7448460168388501,-0.7086350439781098,-0.7247937398398799
2012,12420,1105,15.570000000000002,%,1705075.0,429922.777,253339.91224617048,0.0,365346.0,64792.0,118235.0,911.0,266669.0,618506.0,2225.0,100761664.0,110240.4282,0.20639744,22763.419503266327,4618.3383784551115,191.1061681479295,-0.3587914452952878,-0.2421002082499263,-0.31311532970509237,-0.32357769667323055
2012,12580,5698,16.319999999999997,%,2690886.0,622167.9260000001,332268.52681199997,0.0,493661.0,109951.0,220637.0,1840.0,513028.0,1004703.0,2477.2,162981268.0,80226.52268,0.295856965,19938.785830424873,2685.184036326515,66.89503699754884,0.5218435636300935,0.4808926648453726,0.4571571601200663,0.34076210853284306
2012,12940,2720,18.78,%,809821.0,201821.70099999997,93812.20710101232,0.0,127009.0,29361.0,81706.0,189.0,456008.00000000006,305181.0,4510.8,52457695.0,7001.38863,0.391811024,0.0,0.0,0.0,-0.7074101880930848,-0.5894526403306575,-0.5684505319018596,-0.5748676948352136
2012,13740,528,22.48,%,163339.0,38435.606,20750.351710000003,0.0,27229.999999999996,5059.0,10443.0,20.0,142145.0,65309.0,465.1,8898218.0,1664.692233,0.19761568,544.6174327085017,50.77201594253511,5.931671171913574,-1.1863437300459465,-0.9911894553567985,-0.9564454298084943,-0.9583054149839326
2012,13820,2954,20.429999999999996,%,1131070.0,273088.49,110897.761041,0.0,190855.0,46411.0,93345.0,391.0,310146.0,417400.0,2076.9,54756047.0,16320.91819,0.463629043,9073.89795499133,1727.1996321612723,106.99731581387152,-0.3990803401170273,-0.3302256244589764,-0.2880237522354212,-0.3589663563396832
2012,13900,357,15.38,%,107929.0,24338.265,16120.97815,0.0,21162.0,2468.0,5466.0,35.0,161105.0,47575.0,631.9000000000001,6525529.0,1736.474756,0.198427523,642.4773467098723,45.36378883629449,11.469352533860206,-1.2240783708081178,-1.0251168908694543,-0.9874168555208038,-0.9858542398944978
2012,14260,1500,20.0,%,606376.0,167263.87399999998,67676.431162,0.0,110590.0,28355.0,39729.0,31.0,216979.0,215243.0,1331.1,24392424.0,620433.4304,0.208713041,2206.515713154024,296.2913042890497,8.04377646326392,-0.9612956019531971,-0.789789963366784,-0.7762960625828783,-0.7885463730267027
2012,14460,6799,17.25392851889984,%,4588680.0,994384.2340000002,679006.178181,0.0,913414.0,190033.0,262916.0,5259.0,463935.0,1570359.0,1972.4,356528299.0,219190.7325,0.202725966,52465.22711054922,9029.077343771218,640.160290558974,1.2657389352891613,1.0958028975772114,1.0731968664863443,0.9320969772522707
2012,15540,939,20.329999999999995,%,208055.0,43749.157,32794.249869,0.0,39372.0,6538.0,12988.0,300.0,162219.0,81303.0,581.0999999999999,11964916.0,6455.318154,0.201765352,567.9783589495797,17.998255637169226,1.3720435753676412,-1.1832361369894786,-0.9856691078942712,-0.9552391856657498,-0.9574175783786396
2012,16620,492,20.52,%,226394.0,48695.505,19677.934722,0.0,30573.0,8145.0,15045.999999999998,119.0,112468.0,78637.0,622.0,12084518.0,1281.325352,0.321453418,1763.3109332249928,155.48862658104713,7.625331590277481,-1.0919312915564499,-0.9201731582409871,-0.8686539924095985,-0.8857811476362873
2012,16700,888,17.27,%,659191.0,153644.768,96424.08774000002,0.0,116629.0,30166.0,56027.0,181.0,146603.0,249437.0,1806.7,32747044.0,8568.514124,0.509772154,5244.440427058826,352.14635824121626,53.84094877403405,-0.804881796258642,-0.6680191871422552,-0.637854273593597,-0.6655540586533583
2012,16740,4576,14.64,%,2230695.0,577749.517,226786.699801,0.0,413553.0,131314.0,175389.0,428.0,493992.99999999994,816841.0,5096.400000000001,130751112.0,34197.42238,0.378159463,14189.522760150245,1801.2119537347046,36.493393795781785,0.14160920748055236,0.17501864671725756,0.14303186480195687,0.02936825505956367
