adult_smoking,adult_obesity,sti,excessive_drinking,population,under_18_pct,diabetes_prevalence,no_time_activity,edu_college,unemployment,children_single_parent,mental_health_providers,median_household_income,driving_alone_to_work,life_expectancy,65older,fipscode,diabetes_pop,obesity_pop,smoking_pop,drinking_pop,physical_inactivity,life_total
0.251,0.371,114.3,0.2104393109,20923,0.1830999379,0.107,0.308,2464,881.0,783.0,16,46144.0,6128.0,74.941068757,5628,26129,2238.761,7762.433,5251.673,4403.0217019607,6444.284,1567991.981602711
0.232,0.364,157.3,0.2159442695,5656,0.1207567185,0.098,0.281,397,212.0,99.0,1,43309.0,1558.0,77.150276274,2165,26131,554.288,2058.784,1312.192,1221.380788292,1589.3360000000002,436361.962605744
0.243,0.371,311.2,0.2065241525,23466,0.2226199608,0.102,0.295,2662,965.0,894.0,36,51474.0,7233.0,77.975705489,5111,26133,2393.5319999999997,8705.886,5702.238,4846.295762565,6922.469999999999,1829777.905004874
0.25,0.389,157.7,0.2192017357,8368,0.1971797323,0.103,0.293,760,347.0,220.0,5,43683.0,2070.0,75.656028622,2390,26135,861.904,3255.152,2092.0,1834.2801243376,2451.824,633089.647508896
0.207,0.374,174.3,0.2079897974,24765,0.2071875631,0.094,0.252,3561,1196.0,1451.0,63,61330.0,8519.0,77.206518817,5500,26137,2327.91,9262.11,5126.355,5150.867332611,6240.78,1912019.438503005
0.162,0.319,273.4,0.2219253945,294635,0.2345444363,0.087,0.22,49964,10859.0,10830.0,595,77465.0,120063.0,81.268304728,47097,26139,25633.245,93988.565,47730.87,65386.988608507505,64819.7,23944486.96353428
0.223,0.382,150.9,0.2157446902,12665,0.1515199368,0.095,0.271,1358,549.0,352.0,5,49713.0,3575.0,78.146874165,4214,26141,1203.175,4838.03,2824.295,2732.406501383,3432.215,989730.161299725
0.229,0.36,187.4,0.2092249047,23986,0.1437922121,0.102,0.289,2379,950.0,1030.0,20,43551.0,5645.0,75.491977206,8152,26143,2446.5719999999997,8634.96,5492.794,5018.468564134199,6931.954,1810750.565263116
0.213,0.417,673.9,0.1862670228,189868,0.2131059473,0.111,0.271,29021,8410.0,13334.0,578,51893.0,66497.0,76.110409501,38240,26145,21075.348,79174.95599999999,40441.884,35366.1470849904,51454.228,14450931.23113587
0.214,0.365,287.2,0.2284549344,159293,0.2043843735,0.095,0.251,22567,8855.0,7625.0,414,59138.0,59194.0,76.302637534,31676,26147,15132.835000000001,58141.945,34088.702,36391.2718653792,39982.543,12154476.040703462
0.218,0.373,328.1,0.2012327992,60848,0.2428346043,0.105,0.285,7135,2634.0,2471.0,111,54896.0,20533.0,76.109670342,11429,26149,6389.04,22696.304,13264.864,12244.6133657216,17341.68,4631121.220970016
0.225,0.395,174.9,0.2068087372,40747,0.2092423982,0.102,0.291,4886,1900.0,1619.0,74,51171.0,13702.0,77.531329932,9306,26151,4156.1939999999995,16095.065,9168.075,8426.8356146884,11857.376999999999,3159169.1007392043
0.249,0.391,173.0,0.2090283238,8104,0.1734945706,0.104,0.281,789,314.0,268.0,20,49684.0,2425.0,77.585563292,2274,26153,842.8159999999999,3168.664,2017.896,1693.9655360752,2277.224,628753.404918368
0.202,0.375,356.7,0.2174244077,67738,0.2066786737,0.089,0.255,10154,3020.0,2944.0,116,59733.0,25819.0,77.277853984,13188,26155,6028.682,25401.75,13683.076000000001,14727.894528782599,17273.19,5234647.273168192
0.236,0.403,231.6,0.2268318662,52289,0.2018397751,0.099,0.277,6626,2395.0,1595.0,158,51940.0,18290.0,75.963527953,11250,26157,5176.611,21072.467,12340.204,11860.8114517318,14484.053000000002,3972056.913134417
0.217,0.365,359.4,0.208900189,75474,0.2289000185,0.106,0.282,9685,2903.0,4329.0,100,56526.0,26825.0,77.528380051,14529,26159,8000.244,27548.01,16377.858,15766.532864585999,21283.667999999998,5851376.955969174
0.14,0.294,489.7,0.1994074355,366473,0.1839262374,0.084,0.195,81618,12365.0,14446.0,2259,77019.0,128343.0,80.890780657,55087,26161,30783.732000000004,107743.06199999999,51306.22000000001,73077.4411099915,71462.235,29644287.05971276
0.22,0.401,879.2,0.187741383,1740623,0.2349836811,0.118,0.286,284336,110086.0,159581.0,5660,51777.0,573920.0,74.342406553,282744,26163,205393.514,697989.8230000001,382937.06,326786.96930160903,497818.17799999996,129402102.72150253
0.234,0.391,297.3,0.2073121444,33743,0.2297958095,0.1,0.279,4475,1516.0,1651.0,85,56550.0,11022.0,76.939922872,6800,26165,3374.3,13193.513,7895.862,6995.3336884892005,9414.297,2596183.817469896
0.1495352817,0.3,433.9,0.2344871105,5657342,0.2300053629,0.078,0.197,1110469,191143.0,259037.0,16482,75489.0,2205517.0,80.396039208,948841,27000,441272.676,1697202.5999999999,845972.2296432414,1326573.778690291,1114496.374,454827889.24506515
0.206,0.335,170.0,0.2269440782,15848,0.1627334679,0.087,0.231,1632,603.0,697.0,13,49822.0,4968.0,78.780242016,5418,27001,1378.7759999999998,5309.08,3264.6879999999996,3596.6097513136,3660.8880000000004,1248509.275469568
0.166,0.35,355.0,0.2212199679,359921,0.2367686242,0.085,0.21,68506,12590.0,15178.0,672,84779.0,151039.0,80.954668342,53744,27003,30593.285000000003,125972.34999999999,59746.886000000006,79621.7120665359,75583.41,29137285.184320983
0.196,0.341,278.9,0.242076408,34456,0.2389714418,0.086,0.235,5257,1173.0,1448.0,77,60159.0,12632.0,77.732413493,7542,27005,2963.216,11749.496000000001,6753.376,8340.984714048,8097.16,2678348.039314808
0.215,0.353,557.3,0.2188771212,47442,0.2507482821,0.096,0.231,7360,1559.0,3775.0,175,58138.0,15796.0,76.483558804,7987,27007,4554.432,16747.025999999998,10200.03,10383.9683839704,10959.102,3628532.996779368
0.189,0.365,381.5,0.2448904174,40958,0.2555300552,0.083,0.23,8274,1465.0,1893.0,7,70143.0,17733.0,77.97455451,5904,27009,3399.514,14949.67,7741.062,10030.2217158692,9420.34,3193681.80362058
0.21,0.346,180.3,0.2420450823,4923,0.2189721714,0.084,0.242,648,119.0,152.0,3,54796.0,1699.0,80.311786576,1335,27011,413.53200000000004,1703.358,1033.83,1191.5879401629,1191.366,395374.925313648
0.177,0.338,771.6,0.2489364457,68241,0.197564514,0.085,0.226,12449,2181.0,2938.0,265,67193.0,29136.0,80.420217252,10057,27013,5800.485000000001,23065.458000000002,12078.657,16987.6719910137,15422.466,5487956.045493732
0.185,0.348,243.9,0.262149012,24846,0.2193109555,0.08,0.218,3880,731.0,871.0,52,61978.0,10626.0,80.029379746,5455,27015,1987.68,8646.408,4596.51,6513.3543521520005,5416.428,1988409.969169116
0.204,0.31,409.8,0.2559745722,35769,0.2220637983,0.085,0.22,6390,1280.0,1676.0,59,67695.0,13327.0,78.437222647,6489,27017,3040.3650000000002,11088.39,7296.875999999999,9155.954473021799,7869.18,2805621.016860543
0.129,0.287,200.8,0.2506914875,106565,0.259728804,0.07,0.179,22388,3047.0,3229.0,221,107932.0,44703.0,83.165032336,14232,27019,7459.550000000001,30584.155,13746.885,26714.938365437498,19075.135,8862481.67088584
0.221,0.337,413.0,0.2363463925,29928,0.2058607324,0.091,0.236,3683,1301.0,1460.0,26,52271.0,9336.0,77.461816409,8015,27021,2723.448,10085.736,6614.088,7073.37483474,7063.008,2318277.2414885517
0.195,0.324,254.2,0.244652216,11758,0.2462153427,0.089,0.232,1714,344.0,509.0,8,63406.0,4454.0,77.892047883,2546,27023,1046.462,3809.592,2292.81,2876.620755728,2727.856,915854.699008314
0.191,0.33,194.4,0.2798781243,56794,0.2244427228,0.079,0.213,9242,1980.0,1751.0,84,85178.0,23348.0,80.104651391,9297,27025,4486.726,18742.02,10847.654,15895.398191494198,12097.122,4549463.571100454
0.164,0.348,400.2,0.2462443199,64690,0.2482145618,0.079,0.214,13249,1561.0,2649.0,170,74266.0,26257.0,79.963648643,8975,27027,5110.51,22512.12,10609.16,15929.545054331,13843.66,5172848.43071567
0.232,0.35,260.8,0.2363117063,9017,0.2501940779,0.094,0.268,1042,423.0,428.0,2,51147.0,2917.0,77.72820937,1875,27029,847.598,3155.95,2091.944,2130.8226557071002,2416.556,700875.26388929
0.162,0.313,256.3,0.2378918762,5417,0.1504522799,0.081,0.2,874,249.0,148.0,5,58561.0,1802.0,82.510190152,1617,27031,438.777,1695.521,877.554,1288.6602933754,1083.4,446957.70005338406
0.193,0.318,205.4,0.2198565833,11242,0.2488880982,0.092,0.252,1445,291.0,561.0,15,53525.0,4124.0,79.264434795,2635,27033,1034.264,3574.956,2169.706,2471.6277094586,2832.984,891090.77596539
0.207,0.315,216.7,0.2523485487,65644,0.2103924197,0.081,0.225,10143,2337.0,2828.0,213,58213.0,24412.0,79.513821794,15508,27035,5317.164,20677.86,13588.307999999999,16565.1681308628,14769.9,5219605.317845335
0.141,0.306,366.2,0.2257026611,431807,0.2413346704,0.077,0.184,88470,15019.0,21288.0,865,90562.0,179519.0,81.791944214,65605,27037,33249.139,132132.942,60884.787,97459.9889816077,79452.488,35318334.055214696
0.17,0.324,224.5,0.2343945068,20987,0.254204984,0.075,0.205,3733,647.0,979.0,8,77340.0,8650.0,80.590677436,3270,27039,1574.0249999999999,6799.7880000000005,3567.7900000000004,4919.237514211601,4302.335,1691356.547349332
0.184,0.313,262.2,0.260072677,38328,0.2158213317,0.077,0.211,6566,1019.0,1294.0,92,69848.0,15872.0,79.775715175,9038,27041,2951.256,11996.664,7052.352,9968.065564056,8087.208,3057643.6112274
0.195,0.369,263.7,0.2538992866,13601,0.2207925888,0.086,0.24,1965,436.0,496.0,6,55599.0,5458.0,78.311579197,3294,27043,1169.686,5018.769,2652.195,3453.2841970465997,3264.24,1065115.788658397
0.194,0.363,185.1,0.2431547674,21135,0.2461320085,0.085,0.23,3206,585.0,633.0,5,66204.0,7741.0,80.438379043,4582,27045,1796.4750000000001,7672.005,4100.1900000000005,5139.076008999,4861.05,1700065.141073805
0.192,0.346,323.6,0.23159527,30364,0.2186141483,0.092,0.267,4172,914.0,1580.0,43,62233.0,11867.0,80.115354787,7030,27047,2793.488,10505.944,5829.888,7032.15877828,8107.188,2432622.632752468
0.185,0.333,282.7,0.2513479795,46318,0.2194395267,0.078,0.206,7625,1560.0,1754.0,49,73474.0,19289.0,78.977437249,9631,27049,3612.804,15423.894,8568.83,11641.935714481,9541.508,3658076.938499182
0.199,0.338,234.4,0.2506218305,6026,0.2295054763,0.084,0.223,891,176.0,217.0,1,66740.0,2137.0,79.604882062,1451,27051,506.184,2036.7880000000002,1199.174,1510.2471505929998,1343.798,479699.019305612
0.127,0.252,662.1,0.235273252,1268408,0.2167945961,0.075,0.164,314636,46532.0,66176.0,5902,81772.0,477552.0,80.586346628,189574,27053,95130.59999999999,319638.816,161087.816,298422.475022816,208018.912,102216366.75372823
0.181,0.327,198.9,0.2650017581,18632,0.2191927866,0.076,0.206,2923,442.0,752.0,5,61117.0,8082.0,81.493552213,4258,27055,1416.032,6092.664000000001,3372.392,4937.5127569192,3838.192,1518387.864832616
0.19,0.345,265.2,0.2421067581,21783,0.2114492953,0.081,0.236,2703,700.0,715.0,28,62750.0,7238.0,79.698556373,5692,27057,1764.423,7515.134999999999,4138.77,5273.8115116923,5140.788,1736073.653473059
0.191,0.331,202.0,0.252548502,41429,0.2354630814,0.081,0.222,6341,1454.0,1788.0,70,73401.0,16966.0,79.564193289,6923,27059,3355.7490000000003,13712.999,7912.939,10462.831889358,9197.238,3296264.963769981
0.208,0.326,341.2,0.2529003623,45268,0.2051117787,0.085,0.214,6674,1860.0,1622.0,135,59365.0,15236.0,78.758863992,11347,27061,3847.78,14757.368,9415.743999999999,11448.2936005964,9687.351999999999,3565256.255189856
0.186,0.323,213.3,0.2516582529,9768,0.2145782146,0.081,0.224,1533,279.0,251.0,9,62766.0,3998.0,81.496716005,2249,27063,791.208,3155.0640000000003,1816.848,2458.1978143272,2188.032,796059.9219368399
0.216,0.369,159.1,0.2434662844,16416,0.2113182261,0.087,0.241,2080,729.0,347.0,24,62422.0,5864.0,79.394001755,3584,27065,1428.192,6057.504,3545.8559999999998,3996.7425247104,3956.256,1303331.93281008
0.179,0.34,398.2,0.2223552728,43130,0.244331092,0.088,0.225,6579,1184.0,2592.0,182,65344.0,17500.0,80.455783181,8519,27067,3795.4399999999996,14664.2,7720.2699999999995,9590.182915864,9704.25,3470057.92859653
0.186,0.332,,0.2511555327,4214,0.219269103,0.082,0.225,532,111.0,192.0,0,51016.0,1569.0,77.437691327,1078,27069,345.548,1399.048,783.804,1058.3694147978001,948.15,326322.431251978
0.204,0.348,90.0,0.2410005641,12059,0.1744754955,0.089,0.239,1639,429.0,524.0,20,56870.0,4249.0,78.718425563,3338,27071,1073.251,4196.532,2460.036,2906.2258024819002,2882.1009999999997,949265.493864217
0.192,0.345,166.1,0.2397796246,6527,0.2046882182,0.08,0.233,848,166.0,228.0,1,65446.0,2374.0,81.201918681,1856,27073,522.16,2251.8149999999996,1253.184,1565.0416097641998,1520.7910000000002,530004.9232308869
0.181,0.323,234.9,0.2412629675,10639,0.1906194191,0.077,0.207,1618,384.0,355.0,12,63741.0,3487.0,80.332519193,2913,27075,819.203,3436.397,1925.6589999999999,2566.7967112325,2202.2729999999997,854657.6716943269
0.202,0.319,,0.2474709497,3754,0.1888652104,0.086,0.234,516,150.0,233.0,1,57302.0,1421.0,78.964588978,986,27077,322.844,1197.526,758.308,929.0059451738,878.436,296433.067023412
0.173,0.318,231.9,0.2446625198,28741,0.2338471174,0.078,0.225,4393,1094.0,1117.0,12,78559.0,12378.0,80.89705516,5295,27079,2241.798,9139.638,4972.192999999999,7031.8454815718005,6466.725,2325062.26235356
0.199,0.326,124.1,0.2417854473,5568,0.2358117816,0.083,0.229,778,139.0,169.0,1,57252.0,1809.0,79.164673776,1403,27081,462.144,1815.1680000000001,1108.0320000000002,1346.2613705664,1275.0720000000001,440788.903584768
0.191,0.349,302.3,0.2269442704,25271,0.2572513949,0.091,0.231,4604,645.0,1378.0,50,63255.0,10001.0,80.30995357,4326,27083,2299.661,8819.579,4826.761,5735.108657278401,5837.601000000001,2029512.8366674702
0.185,0.356,309.3,0.2270864438,35710,0.2255390647,0.083,0.223,6085,1091.0,1055.0,82,76095.0,15947.0,80.627463227,6934,27085,2963.9300000000003,12712.76,6606.35,8109.256908098,7963.33,2879206.7118361704
0.298,0.4,579.0,0.2167351497,5473,0.31061575,0.129,0.301,626,286.0,602.0,0,48951.0,1512.0,70.959234423,979,27087,706.017,2189.2000000000003,1630.954,1186.1914743081,1647.373,388359.889997079
0.188,0.322,117.8,0.2419448515,9321,0.2314129385,0.081,0.225,1255,353.0,384.0,0,62240.0,3508.0,81.929809182,2129,27089,755.001,3001.362,1752.348,2255.1679608315,2097.225,763667.751385422
0.204,0.352,213.4,0.2225539251,19484,0.2216690618,0.085,0.227,2883,520.0,796.0,21,58578.0,7751.0,80.881858228,4752,27091,1656.14,6858.3679999999995,3974.736,4336.2406766484,4422.868,1575902.125714352
0.188,0.35,223.9,0.2507368828,23341,0.242020479,0.081,0.222,3176,684.0,719.0,14,66861.0,9292.0,80.698383842,4890,27093,1890.621,8169.349999999999,4388.108,5852.4495814348,5181.702,1883580.977256122
0.219,0.334,277.8,0.2197209252,26146,0.2341467146,0.089,0.234,3458,1090.0,1353.0,64,55547.0,9362.0,75.597480439,4955,27095,2326.9939999999997,8732.764000000001,5725.974,5744.8233102792,6118.164000000001,1976571.723558094
0.194,0.355,185.7,0.2626019476,33187,0.2317775032,0.083,0.231,4763,1212.0,1508.0,38,62618.0,12667.0,79.279702576,6815,27097,2754.521,11781.385,6438.278,8714.9708350012,7666.197,2631055.489389712
0.19,0.35,421.8,0.2228724051,40150,0.2525031133,0.094,0.257,5947,1040.0,2426.0,47,61565.0,14715.0,79.937668162,7459,27099,3774.1,14052.5,7628.5,8948.327064765,10318.550000000001,3209497.3767043
0.188,0.342,170.9,0.241293968,8155,0.2141017781,0.081,0.236,1118,245.0,282.0,5,63414.0,3190.0,83.742711862,2183,27101,660.5550000000001,2789.01,1533.14,1967.75230904,1924.58,682921.81523461
0.171,0.29,329.7,0.2420059594,34482,0.2190418189,0.08,0.198,6690,997.0,1726.0,92,75827.0,13961.0,81.458212577,5775,27103,2758.56,9999.779999999999,5896.4220000000005,8344.8494920308,6827.436000000001,2808842.086080114
0.18,0.392,559.4,0.2047989134,21400,0.2805607477,0.107,0.3,2361,488.0,1781.0,29,63011.0,7564.0,79.590701841,3678,27105,2289.8,8388.800000000001,3852.0,4382.69674676,6420.0,1703241.0193973999
0.199,0.345,188.2,0.2442846998,6338,0.2361943831,0.086,0.234,892,208.0,236.0,0,50573.0,2289.0,77.613423688,1394,27107,545.068,2186.6099999999997,1261.2620000000002,1548.2764273324,1483.092,491913.879334544
0.137,0.298,375.3,0.2162586041,159298,0.2430790092,0.078,0.182,35118,4937.0,7204.0,723,82683.0,59026.0,82.095896259,25798,27109,12425.244,47470.804,21823.826,34449.5631159218,28992.236,13077712.082266182
0.167,0.354,216.2,0.2607049235,58741,0.2169353603,0.081,0.221,8642,1698.0,2328.0,83,67329.0,21691.0,80.013902564,14714,27111,4758.021,20794.314,9809.747000000001,15314.067911313501,12981.761,4700096.650511924
0.188,0.338,325.8,0.2542905112,13874,0.2263226178,0.082,0.233,2360,533.0,736.0,40,64240.0,6201.0,80.176666447,2694,27113,1137.6680000000001,4689.412,2608.312,3528.0265523888,3232.6420000000003,1112371.0702856781
0.228,0.327,263.7,0.2384181944,29359,0.1917980858,0.092,0.265,3942,1255.0,923.0,53,58733.0,9692.0,78.967897991,6482,27115,2701.028,9600.393,6693.852,6999.7197693896005,7780.135,2318418.517117769
0.195,0.342,164.4,0.2270666548,9121,0.2623615832,0.088,0.24,1151,189.0,331.0,12,58662.0,3310.0,80.071208673,1953,27117,802.6479999999999,3119.382,1778.595,2071.0749584308,2189.04,730329.494306433
0.194,0.34,210.4,0.2619393965,30900,0.2453074434,0.086,0.213,5155,918.0,1682.0,80,60068.0,11794.0,78.147006253,5886,27119,2657.3999999999996,10506.0,5994.6,8093.9273518499995,6581.7,2414742.4932177
0.181,0.343,97.8,0.2568137293,11277,0.2143300523,0.08,0.208,1769,290.0,283.0,13,64306.0,4599.0,80.017709157,2793,27121,902.16,3868.0110000000004,2041.137,2896.0884253161003,2345.616,902359.706163489
0.153,0.309,631.8,0.1957710911,547903,0.2319936193,0.093,0.191,116958,20064.0,30808.0,2537,66123.0,194525.0,79.291630978,83399,27123,50954.979,169302.027,83829.159,107263.56812696329,104649.473,43444122.48773913
0.201,0.331,221.9,0.236586379,4046,0.2390014829,0.086,0.235,657,143.0,197.0,0,68683.0,1480.0,83.117353043,901,27125,347.95599999999996,1339.226,813.2460000000001,957.228489434,950.81,336292.810411978
0.198,0.316,158.2,0.2449472415,15079,0.2488228662,0.086,0.236,2078,430.0,652.0,8,61316.0,5692.0,80.116507189,3284,27127,1296.7939999999999,4764.964,2985.6420000000003,3693.5594545784998,3558.644,1208076.811902931
0.193,0.337,247.5,0.2393600132,14403,0.2323127126,0.087,0.238,1866,476.0,534.0,3,56296.0,5677.0,79.418899364,3134,27129,1253.061,4853.811000000001,2779.779,3447.5022701196,3427.9139999999998,1143870.407539692
0.173,0.325,301.6,0.2361347002,67084,0.2152674259,0.084,0.214,9326,1951.0,2631.0,123,74301.0,23401.0,80.596433026,10994,27131,5635.0560000000005,21802.3,11605.532,15840.8602282168,14355.976,5406731.113116184
0.186,0.328,193.2,0.242628035,9301,0.2480378454,0.079,0.208,1646,176.0,296.0,18,64588.0,4001.0,77.705421764,1936,27133,734.779,3050.728,1729.9859999999999,2256.683353535,1934.608,722738.1278269639
0.195,0.341,112.1,0.2726258637,15117,0.2368194748,0.08,0.23,2083,455.0,788.0,6,61775.0,5836.0,78.34719241,2847,27135,1209.3600000000001,5154.897,2947.815,4121.2851815529,3476.9100000000003,1184374.50766197
0.195,0.343,392.3,0.2393749398,198538,0.1879438697,0.084,0.211,35046,7286.0,8112.0,596,57972.0,76679.0,78.377059138,41131,27137,16677.192000000003,68098.534,38714.91,47525.0217980124,41891.518,15560824.567140246
0.137,0.292,302.0,0.2438020181,150689,0.2655004679,0.075,0.187,30886,4957.0,5497.0,165,99924.0,65099.0,82.409888791,17784,27139,11301.675,44001.187999999995,20644.393,36738.2823054709,28178.843,12418263.732027
0.163,0.345,272.5,0.2401672217,98811,0.2596168443,0.078,0.216,18835,3187.0,4536.0,193,92673.0,41664.0,80.230289384,12070,27141,7707.258,34089.795,16106.193000000001,23731.163343398697,21343.176,7927635.124322425
0.189,0.343,161.5,0.2507959653,14715,0.2267074414,0.085,0.233,2209,461.0,318.0,6,61225.0,6473.0,81.575178183,2832,27143,1250.775,5047.245000000001,2781.135,3690.4626293895,3428.5950000000003,1200378.746962845
0.178,0.343,468.1,0.275315031,162038,0.2327910737,0.086,0.235,27187,5213.0,7151.0,574,66317.0,65790.0,81.122464786,25798,27145,13935.267999999998,55579.03400000001,28842.764,44611.496993178,38078.93,13144921.948993867
0.179,0.371,349.3,0.251032955,36596,0.2450814297,0.083,0.215,5831,1112.0,1059.0,93,70532.0,15495.0,81.441560548,6870,27147,3037.4680000000003,13577.116,6550.683999999999,9186.80202118,7868.14,2980435.3498146078
0.173,0.38,163.2,0.2402401201,9765,0.2166922683,0.084,0.221,1742,177.0,192.0,17,68234.0,3842.0,81.458771165,1729,27149,820.2600000000001,3710.7,1689.3449999999998,2345.9447727765,2158.065,795444.900426225
0.207,0.36,313.0,0.245332872,9176,0.2292938099,0.091,0.239,1402,282.0,511.0,8,59165.0,3590.0,78.236850388,2089,27151,835.016,3303.3599999999997,1899.432,2251.174433472,2193.064,717901.339160288
0.204,0.362,312.2,0.2360850402,24732,0.2387190684,0.089,0.26,2809,729.0,878.0,11,52842.0,8292.0,81.759044415,5637,27153,2201.1479999999997,8952.984,5045.3279999999995,5838.855214226401,6430.320000000001,2022064.68647178
0.197,0.313,460.3,0.2373492457,3218,0.2113113735,0.084,0.217,492,77.0,151.0,0,56085.0,1192.0,77.233437105,840,27155,270.312,1007.234,633.946,763.7898726625999,698.306,248537.20060388997
0.185,0.337,194.2,0.2667297699,21642,0.2183716847,0.079,0.223,3350,659.0,790.0,6,74348.0,8557.0,82.015948434,4943,27157,1709.718,7293.354,4003.77,5772.5656801758005,4826.166,1774989.156008628
0.225,0.375,402.0,0.2362519832,13807,0.2605924531,0.092,0.242,2035,460.0,795.0,48,46968.0,4489.0,77.299466943,2957,27159,1270.244,5177.625,3106.5750000000003,3261.9311320424,3341.294,1067273.740082001
0.194,0.39,300.9,0.2472088208,18550,0.2314824798,0.087,0.23,3067,566.0,765.0,7,66523.0,7544.0,80.294210877,3469,27161,1613.85,7234.5,3598.7000000000003,4585.72362584,4266.5,1489457.61176835
0.13,0.288,290.0,0.2546076634,265476,0.2414982899,0.07,0.16,51959,8074.0,10127.0,768,101409.0,107023.0,81.929042505,42477,27163,18583.320000000003,76457.08799999999,34511.880000000005,67592.2240487784,42476.16,21750194.48805738
0.194,0.348,385.4,0.2117544573,10792,0.2442550037,0.102,0.272,1329,308.0,590.0,7,60656.0,4132.0,79.088968876,2285,27165,1100.7839999999999,3755.6159999999995,2093.648,2285.2541031816,2935.4240000000004,853528.152109792
0.18,0.319,257.8,0.2528136105,6161,0.2212303198,0.078,0.21,1015,142.0,331.0,15,65769.0,2527.0,77.766865976,1240,27167,480.558,1965.359,1108.98,1557.5846542905,1293.81,479121.661278136
0.182,0.34,400.1,0.2463422211,50485,0.1773001882,0.083,0.209,8257,1393.0,1326.0,108,65302.0,21214.0,80.907459196,9218,27169,4190.255,17164.9,9188.27,12436.587032233501,10551.365,4084613.0775100603
0.156,0.295,222.6,0.2362411244,140249,0.274989483,0.072,0.198,26531,4198.0,4249.0,172,85855.0,60849.0,81.027149732,18740,27171,10097.928,41373.454999999994,21878.844,33132.5814559756,27769.302,11363976.722763268
0.202,0.355,216.3,0.2391214038,9580,0.2279749478,0.087,0.237,1281,245.0,527.0,7,62290.0,3817.0,82.114662129,2101,27173,833.4599999999999,3400.8999999999996,1935.16,2290.783048404,2270.46,786658.46319582
0.2112115212,0.412,850.2,0.1587757288,2966786,0.2336309393,0.133,0.369,460374,101808.0,258937.0,5466,47368.0,1041248.0,73.888293832,499955,28000,394582.538,1222315.832,626619.3841348632,471053.6093436368,1094744.034,219210755.70466396
0.226,0.429,886.2,0.1309998699,30275,0.1992733278,0.163,0.467,3249,1168.0,3461.0,34,36519.0,8827.0,72.476550282,6110,28001,4934.825,12987.975,6842.150000000001,3966.0210612225005,14138.425000000001,2194227.55978755
0.22,0.404,395.1,0.1525956365,36889,0.2242673968,0.113,0.4,4865,961.0,2544.0,104,46368.0,12659.0,73.462643494,7043,28003,4168.457,14903.156,8115.58,5629.100434848499,14755.6,2709963.4558501663
0.231,0.416,496.1,0.1419203358,12205,0.2001638673,0.138,0.424,1032,376.0,931.0,2,42649.0,3102.0,75.871747131,3082,28005,1684.2900000000002,5077.28,2819.355,1732.137698439,5174.92,926014.6737338551
0.234,0.45,715.3,0.1330196958,18004,0.2493334814,0.144,0.455,2209,580.0,2127.0,7,40985.0,5864.0,73.724446268,3558,28007,2592.576,8101.8,4212.936000000001,2394.8866031832,8191.820000000001,1327334.9306090719
0.237,0.408,460.1,0.1479547543,8351,0.2119506646,0.131,0.42,1010,250.0,532.0,5,38972.0,2949.0,73.432990989,1623,28009,1093.981,3407.2079999999996,1979.187,1235.5701531593,3507.42,613238.907749139
0.224,0.461,1230.9,0.1230137193,30142,0.2459027271,0.173,0.457,4945,1006.0,3611.0,24,36034.0,8835.0,69.727389829,5138,28011,5214.566,13895.462000000001,6751.808,3707.8795271406,13774.894,2101722.9842257183
0.226,0.411,724.2,0.1477504248,14241,0.2267396952,0.13,0.429,1664,452.0,1117.0,1,42107.0,4944.0,73.090117854,2853,28013,1851.3300000000002,5853.0509999999995,3218.466,2104.1137995768,6109.389,1040876.368358814
0.229,0.41,542.9,0.1473005638,9732,0.1815659679,0.128,0.404,1522,267.0,628.0,0,46814.0,3088.0,74.950356534,2434,28015,1245.696,3990.12,2228.628,1433.5290869016,3931.728,729416.8697888879
0.24,0.443,900.4,0.1332896168,16951,0.2478909799,0.147,0.441,2184,757.0,1506.0,4,40471.0,5299.0,72.966738919,3094,28017,2491.797,7509.293,4068.24,2259.3922943768002,7475.391,1236859.1914159688
0.219,0.399,426.3,0.1516862751,8063,0.212451941,0.123,0.398,1039,231.0,432.0,10,43449.0,2649.0,73.612786706,1857,28019,991.749,3217.137,1765.797,1223.0464361313,3209.074,593539.899210478
0.238,0.501,0.0,0.107918223,8911,0.2083941196,0.196,0.483,885,448.0,826.0,4,34551.0,2157.0,70.950386817,1525,28021,1746.556,4464.411,2120.8179999999998,961.6592851529999,4304.013,632238.896926287
0.222,0.399,720.7,0.15316211,15299,0.2177266488,0.124,0.381,1856,491.0,1305.0,6,38314.0,4949.0,73.102453708,3279,28023,1897.076,6104.301,3396.378,2343.2271208899997,5828.919,1118394.439278692
0.216,0.447,1030.2,0.1248968763,19352,0.2240595287,0.151,0.441,2782,925.0,2217.0,35,36536.0,6182.0,75.678226259,3723,28025,2922.152,8650.344000000001,4180.032,2417.0043501576,8534.232,1464525.034564168
0.24,0.489,1604.6,0.1144300037,21564,0.2680856984,0.186,0.474,3317,1048.0,3789.0,115,30047.0,5932.0,68.584172831,3507,28027,4010.904,10544.796,5175.36,2467.5685997868,10221.336,1478949.102927684
0.218,0.419,1339.7,0.1336993763,27933,0.2252890846,0.142,0.412,3739,888.0,2807.0,17,41476.0,9183.0,73.99703109,5209,28029,3966.4859999999994,11703.927,6089.394,3734.6246781879004,11508.395999999999,2066959.0694369697
