adult_smoking,adult_obesity,sti,excessive_drinking,population,under_18_pct,diabetes_prevalence,no_time_activity,edu_college,unemployment,children_single_parent,mental_health_providers,median_household_income,driving_alone_to_work,life_expectancy,65older,fipscode,diabetes_pop,obesity_pop,smoking_pop,drinking_pop,physical_inactivity,life_total
0.182,0.297,249.0,0.2009578547,27113,0.199793457,0.09,0.263,3671,584.0,1315.0,30,75081.0,10027.0,77.429529807,5601,13085,2440.17,8052.561,4934.566,5448.5703144811,7130.719,2099346.841657191
0.223,0.387,1068.0,0.1576190366,26457,0.2431492611,0.146,0.369,3330,541.0,2932.0,19,42996.0,8353.0,73.012302527,4565,13087,3862.7219999999998,10238.859,5899.911,4170.1268513262,9762.633,1931686.4879568391
0.147,0.327,742.5,0.1823276733,762009,0.2273398346,0.123,0.266,169925,31474.0,62778.0,2545,69545.0,260858.0,79.854318414,101784,13089,93727.107,249176.943,112015.32299999999,138935.3280036597,202694.394,60849709.32033373
0.248,0.374,548.4,0.1741749605,20452,0.190739292,0.138,0.357,2636,415.0,1535.0,7,42683.0,6645.0,74.975058619,3939,13091,2822.376,7649.048,5072.096,3562.226292146,7301.364,1533389.8988757879
0.242,0.418,470.5,0.1608984503,13174,0.1619857295,0.152,0.384,1504,378.0,737.0,0,45112.0,3966.0,76.733628879,2910,13093,2002.4479999999999,5506.732,3188.1079999999997,2119.6761842522,5058.816,1010888.826851946
0.233,0.385,1352.9,0.1497690389,86477,0.2331949536,0.162,0.372,13158,3243.0,11132.0,126,40793.0,27473.0,72.842046811,14727,13095,14009.274000000001,33293.645000000004,20149.141,12951.577176955301,32169.444,6299161.682074848
0.185,0.344,481.7,0.1651103731,147988,0.2535340703,0.125,0.306,24047,5367.0,12094.0,193,65269.0,56277.0,77.103686759,18142,13097,18498.5,50907.871999999996,27377.78,24434.3538943228,45284.328,11410420.396090891
0.258,0.425,1020.6,0.1528800963,10037,0.2454916808,0.159,0.388,1091,256.0,1285.0,7,39697.0,3113.0,71.827799011,1956,13099,1595.883,4265.724999999999,2589.5460000000003,1534.4575265631,3894.356,720935.618673407
0.22,0.363,174.7,0.1658214599,4002,0.2693653173,0.139,0.382,364,74.0,118.0,0,45378.0,1376.0,79.931439909,548,13101,556.278,1452.7259999999999,880.44,663.6174825198,1528.7640000000001,319885.62251581805
0.199,0.312,405.9,0.2054018468,65765,0.2636812894,0.102,0.28,10711,1573.0,3186.0,28,77690.0,25584.0,76.688270813,8054,13103,6708.03,20518.68,13087.235,13508.252454802001,18414.2,5043404.130016945
0.245,0.37,427.2,0.1654219327,19335,0.2185673649,0.136,0.374,1899,551.0,1329.0,7,43553.0,6177.0,73.718083673,4156,13105,2629.5600000000004,7153.95,4737.075,3198.4330687545,7231.29,1425339.147817455
0.248,0.39,746.3,0.163151029,22507,0.2489003421,0.141,0.357,2389,603.0,2228.0,23,36243.0,6056.0,72.757379159,3766,13107,3173.4869999999996,8777.73,5581.736,3672.040209703,8034.999,1637550.332731613
0.246,0.387,1135.7,0.1515981606,10638,0.2633953751,0.149,0.402,1230,257.0,1073.0,1,51018.0,3442.0,73.989206212,1762,13109,1585.062,4116.906,2616.948,1612.7012324628001,4276.476000000001,787097.175683256
0.211,0.296,106.9,0.1957879011,26521,0.1592323065,0.101,0.312,2649,524.0,1259.0,20,44730.0,7440.0,76.818607222,8178,13111,2678.621,7850.215999999999,5595.931,5192.4909250731,8274.552,2037306.282134662
0.138,0.311,337.4,0.1864353225,115821,0.2275666762,0.094,0.23,17963,3055.0,5644.0,256,98623.0,40738.0,80.704094837,22518,13113,10887.174,36020.331,15983.298,21593.1254872725,26638.83,9347228.968116177
0.22,0.331,501.5,0.1672546957,98604,0.2277493814,0.119,0.324,12179,2712.0,7487.0,142,47423.0,33402.0,74.236344032,17052,13115,11733.876,32637.924000000003,21692.88,16491.9820148028,31947.696,7320000.466931328
0.126,0.265,144.9,0.2046046793,250847,0.2652852137,0.086,0.224,50398,5533.0,7017.0,169,116690.0,86873.0,82.259084472,31413,13117,21572.841999999997,66474.455,31606.722,51324.469988367106,56189.728,20634444.562547784
0.229,0.341,342.6,0.1785442054,23504,0.2178352621,0.117,0.332,2839,584.0,1616.0,17,47706.0,7688.0,73.33132223,4595,13119,2749.9680000000003,8014.8640000000005,5382.416,4196.5030037216,7803.328,1723579.39769392
0.139,0.294,757.3,0.1718086842,1077402,0.2100283831,0.11,0.238,261068,44639.0,82593.0,2906,71504.0,364427.0,79.034859281,132710,13121,118514.22,316756.18799999997,149758.87800000003,185107.0199744484,256421.67599999998,85152315.45906796
0.212,0.323,188.1,0.1809091577,31978,0.1852836325,0.113,0.3,3249,562.0,1732.0,25,66066.0,9289.0,76.592981728,8499,13123,3613.514,10328.894,6779.336,5785.113044930599,9593.4,2449290.369697984
0.247,0.349,168.3,0.1812492784,2984,0.2094504021,0.117,0.337,413,51.0,329.0,0,50800.0,1250.0,73.973107316,557,13125,349.12800000000004,1041.416,737.048,540.8478467456,1005.6080000000001,220735.752230944
0.2,0.322,800.8,0.1718613954,85568,0.2114575542,0.114,0.318,11499,2605.0,6242.0,121,59286.0,30530.0,76.663969481,18310,13127,9754.752,27552.896,17113.600000000002,14705.8358815872,27210.624,6559982.540550208
0.219,0.374,388.2,0.1692496522,58780,0.2357774753,0.124,0.349,7132,1531.0,3327.0,36,54915.0,20744.0,74.943933346,9178,13129,7288.72,21983.72,12872.82,9948.494556316,20514.219999999998,4405204.40207788
0.225,0.392,519.6,0.160497834,24491,0.2464987138,0.139,0.357,3047,462.0,1801.0,7,54601.0,8117.0,75.979570533,4695,13131,3404.2490000000003,9600.472,5510.475,3930.752452494,8743.287,1860815.661923703
0.207,0.365,513.0,0.1715354578,18837,0.182194617,0.128,0.332,1564,417.0,1485.0,9,61857.0,5428.0,78.334360239,5646,13133,2411.136,6875.505,3899.259,3231.2134185786003,6253.884,1475584.3438220432
0.149,0.32,440.3,0.1814098262,942627,0.2639951964,0.118,0.294,167859,30544.0,53904.0,1175,73460.0,344496.0,80.598396887,102525,13135,111229.98599999999,301640.64,140451.42299999998,171001.8002414274,277132.338,75974225.06240216
0.205,0.324,302.2,0.1890311417,46047,0.2218168393,0.111,0.34,4636,1016.0,1649.0,20,61071.0,15386.0,76.832194631,8675,13137,5111.217,14919.228000000001,9439.635,8704.3169818599,15655.980000000001,3537892.066173657
0.18,0.338,374.7,0.1696330936,206591,0.2438295957,0.119,0.319,25247,4816.0,12154.0,195,67735.0,74735.0,78.776942759,33031,13139,24584.328999999998,69827.758,37186.38,35044.6704399176,65902.529,16274607.381524568
0.272,0.429,697.6,0.1462694107,8494,0.1496350365,0.176,0.421,662,223.0,695.0,4,36424.0,1985.0,72.316931506,2050,13141,1494.944,3643.926,2310.3680000000004,1242.4123744858,3575.9739999999997,614260.0162119641
0.23,0.34,278.6,0.184817058,30383,0.2404305039,0.108,0.327,3999,720.0,1631.0,18,51431.0,10693.0,73.008593475,5006,13143,3281.364,10330.220000000001,6988.09,5615.296673214,9935.241,2218220.095550925
0.173,0.324,363.3,0.206452831,36080,0.2151330377,0.097,0.255,5377,764.0,1169.0,8,81151.0,13489.0,79.234425709,6945,13145,3499.76,11689.92,6241.839999999999,7448.8181424800005,9200.4,2858778.07958072
0.237,0.347,324.4,0.1796158605,26406,0.2042717564,0.124,0.334,3241,616.0,851.0,8,52401.0,8356.0,77.270205883,6062,13147,3274.344,9162.882,6258.222,4742.936412363,8819.604000000001,2040397.056546498
0.242,0.347,251.6,0.1843999009,11973,0.2245051366,0.114,0.334,1197,334.0,696.0,3,51532.0,3987.0,74.298139535,2101,13149,1364.922,4154.630999999999,2897.466,2207.8200134757,3998.9820000000004,889571.6246525551
0.167,0.364,677.9,0.1575398113,239139,0.2513349976,0.122,0.294,37795,8521.0,16808.0,384,69620.0,89402.0,76.885243827,29384,13151,29174.958,87046.59599999999,39936.213,37673.912934470696,70306.866,18386260.323544953
0.179,0.349,637.3,0.1758953122,160110,0.2548685279,0.121,0.31,30755,3649.0,10327.0,263,69442.0,63144.0,76.541559972,21389,13153,19373.309999999998,55878.39,28659.69,28162.598436342,49634.1,12255069.16711692
0.249,0.372,541.6,0.1695206958,9387,0.205177373,0.138,0.363,1187,191.0,608.0,2,47492.0,3256.0,73.001364128,1735,13155,1295.4060000000002,3491.964,2337.363,1591.2907714746,3407.4809999999998,685263.8050695361
0.203,0.322,296.0,0.19518717,76199,0.2511712752,0.105,0.287,10991,1738.0,3143.0,38,70960.0,27112.0,76.63125835,11185,13157,8000.8949999999995,24536.078,15468.397,14873.06716683,21869.112999999998,5839225.25501165
0.233,0.351,316.5,0.1787977357,14483,0.2310294828,0.125,0.333,1489,334.0,921.0,6,57796.0,4800.0,75.740775338,2622,13159,1810.375,5083.532999999999,3374.539,2589.5276061431,4822.839,1096953.649220254
0.268,0.392,542.5,0.1591496293,15213,0.2584631565,0.147,0.392,1723,314.0,1246.0,1,44417.0,4865.0,73.598257861,2485,13161,2236.3109999999997,5963.496,4077.0840000000003,2421.1433105409,5963.496,1119650.296839393
0.257,0.422,742.1,0.1481029172,15267,0.2331171808,0.16,0.402,1426,449.0,1682.0,0,40333.0,5063.0,71.873275017,2895,13163,2442.7200000000003,6442.674,3923.619,2261.0872368923997,6137.334000000001,1097289.289684539
0.276,0.429,368.8,0.1484822662,8746,0.2011205122,0.167,0.425,865,200.0,998.0,1,38306.0,2308.0,74.10188257,1514,13165,1460.582,3752.034,2413.896,1298.6259001852,3717.0499999999997,648095.06495722
0.27,0.386,725.9,0.1728786965,9667,0.1866142547,0.142,0.385,743,198.0,730.0,1,36358.0,2528.0,74.141630932,1919,13167,1372.714,3731.462,2610.09,1671.2183590655002,3721.795,716727.146219644
0.213,0.355,327.1,0.178367208,28787,0.2272206204,0.117,0.316,4446,609.0,1728.0,10,64812.0,10543.0,77.885537906,5275,13169,3368.079,10219.385,6131.630999999999,5134.656816696,9096.692000000001,2242090.979700022
0.22,0.357,403.6,0.1758201509,19261,0.2078292924,0.12,0.321,2023,504.0,1016.0,14,55024.0,6167.0,73.752116423,3367,13171,2311.3199999999997,6876.177,4237.42,3386.4719264849,6182.781,1420539.5144234032
0.236,0.371,335.8,0.1708789594,10737,0.2399180404,0.133,0.359,1861,194.0,510.0,1,35215.0,3057.0,75.398207776,1588,13173,1428.0210000000002,3983.427,2533.932,1834.7273870778001,3854.5829999999996,809550.5568909121
0.239,0.404,820.3,0.1436915609,47512,0.2453064489,0.138,0.372,6183,1292.0,4706.0,107,46690.0,15180.0,73.147001957,8736,13175,6556.656000000001,19194.848,11355.368,6827.073441480799,17674.464,3475360.356980984
0.187,0.331,376.8,0.1942183483,30234,0.2612621552,0.106,0.281,5725,682.0,1764.0,8,74640.0,11315.0,75.437992943,4066,13177,3204.804,10007.454,5653.758,5871.9975425022,8495.754,2280792.278638662
0.216,0.374,1209.4,0.1664507528,63004,0.2786331027,0.144,0.346,13166,1601.0,5828.0,264,49788.0,23131.0,75.376358738,6296,13179,9072.576,23563.496,13608.864,10487.0632294112,21799.384,4749012.105928952
0.232,0.382,303.0,0.1709879895,8031,0.1850329971,0.128,0.345,785,190.0,581.0,3,47883.0,2734.0,77.898424137,2026,13181,1027.968,3067.842,1863.192,1373.2045436745,2770.6949999999997,625602.2442442471
0.22,0.37,250.5,0.1771029683,20171,0.2689504735,0.134,0.347,2928,357.0,1808.0,5,53841.0,5856.0,80.735867014,2120,13183,2702.914,7463.2699999999995,4437.62,3572.3439735793,6999.3369999999995,1628523.1735393938
0.203,0.365,934.4,0.1720795786,118268,0.2414516184,0.135,0.327,18506,3115.0,9989.0,215,48864.0,42689.0,75.28808111,15400,13185,15966.18,43167.82,24008.404000000002,20351.5076018648,38673.636,8904170.776717478
0.208,0.324,223.1,0.1896921366,34186,0.1705668987,0.104,0.305,3863,792.0,1139.0,31,63822.0,13054.0,77.464693783,6307,13187,3555.344,11076.264000000001,7110.688,6484.8153818076,10426.73,2648208.021665638
0.247,0.382,835.2,0.1651189576,21162,0.2474718836,0.14,0.361,2219,679.0,2883.0,14,48392.0,7669.0,73.063116625,3959,13189,2962.6800000000003,8083.884,5227.014,3494.2473807312,7639.482,1546161.67401825
0.219,0.365,452.1,0.171338439,14387,0.1536108987,0.125,0.334,1230,340.0,454.0,22,48097.0,5202.0,80.662134782,4166,13191,1798.375,5251.255,3150.753,2465.046121893,4805.258000000001,1160486.133108634
0.26,0.423,517.5,0.1500459443,12712,0.1827407174,0.174,0.415,1269,311.0,1485.0,2,35997.0,3445.0,73.192876452,2373,13193,2211.888,5377.1759999999995,3305.12,1907.3840439416,5275.48,930427.845457824
0.218,0.358,307.9,0.1854294896,30457,0.2304232196,0.114,0.324,3899,670.0,2366.0,6,50619.0,10897.0,75.630558671,5436,13195,3472.098,10903.606,6639.626,5647.6259647472,9868.068000000001,2303479.925442647
0.234,0.367,478.5,0.1679471657,8516,0.2016204791,0.139,0.357,1026,163.0,496.0,0,46792.0,2573.0,76.314289991,1792,13197,1183.7240000000002,3125.372,1992.7440000000001,1430.2380631012002,3040.212,649892.493563356
0.25,0.393,557.5,0.1652285913,21164,0.207994708,0.143,0.375,2231,755.0,1973.0,19,45095.0,6910.0,73.253697145,4462,13199,3026.4519999999998,8317.452000000001,5291.0,3496.8979062732,7936.5,1550341.24637678
0.237,0.379,559.6,0.169365961,5622,0.2271433654,0.13,0.349,877,112.0,372.0,2,51855.0,1958.0,69.453945131,1254,13201,730.86,2130.738,1332.414,952.175432742,1962.078,390470.079526482
0.254,0.432,722.7,0.1519391588,21602,0.2192852514,0.156,0.405,2619,538.0,2410.0,98,38256.0,6472.0,72.746363911,3769,13205,3369.912,9332.064,5486.908,3282.1897083976,8748.810000000001,1571466.953205422
0.204,0.317,282.8,0.1789836084,28042,0.2049069253,0.108,0.291,3416,650.0,1215.0,11,65599.0,10295.0,76.554208557,5555,13207,3028.536,8889.314,5720.567999999999,5019.0583467527995,8160.222,2146733.116355394
0.232,0.369,512.4,0.1724176329,9012,0.1967376831,0.129,0.345,1079,210.0,461.0,6,47074.0,2780.0,74.893894476,1629,13209,1162.548,3325.428,2090.784,1553.8277076948,3109.14,674943.777017712
0.196,0.333,394.3,0.1951695418,19636,0.2226013445,0.104,0.29,2334,497.0,852.0,4,68343.0,6810.0,77.105779492,4110,13211,2042.144,6538.7880000000005,3848.656,3832.3491227848003,5694.44,1514049.086104912
0.233,0.365,396.5,0.1689847276,40032,0.2409322542,0.122,0.351,4643,1159.0,2338.0,5,58761.0,15295.0,75.048279978,6217,13213,4883.9039999999995,14611.68,9327.456,6764.7966152832,14051.232,3004332.744079296
0.207,0.378,944.5,0.1639257174,196442,0.2465358732,0.137,0.333,37284,6049.0,20100.0,646,44959.0,66585.0,73.543413469,27773,13215,26912.554000000004,74255.076,40663.494,32201.8957774908,65415.186,14447015.228677299
0.205,0.373,798.3,0.1743213217,113295,0.2559336246,0.131,0.34,15799,3699.0,7929.0,114,62183.0,39490.0,75.679657231,15389,13217,14841.645,42259.034999999996,23225.475,19749.7341420015,38520.3,8574126.765986145
0.136,0.28,124.1,0.202001463,41124,0.262109717,0.084,0.218,7477,721.0,1695.0,100,104519.0,15011.0,80.554969414,6687,13219,3454.416,11514.720000000001,5592.8640000000005,8307.108164412,8965.032,3312742.562181336
0.225,0.36,255.6,0.1776034673,15383,0.2044464669,0.119,0.338,1429,327.0,1002.0,2,55678.0,6044.0,78.152577378,3022,13221,1830.577,5537.88,3461.175,2732.0741374759,5199.454000000001,1202221.097805774
0.184,0.339,332.6,0.1845703295,173359,0.2561966786,0.106,0.294,30016,4595.0,7724.0,104,77755.0,65058.0,78.454263093,19661,13223,18376.054,58768.701,31898.056,31996.9277517905,50967.545999999995,13600752.595539385
0.215,0.373,1023.7,0.1651283647,27950,0.2070125224,0.138,0.352,3848,730.0,1931.0,30,51531.0,8778.0,73.268606835,4678,13225,3857.1000000000004,10425.35,6009.25,4615.337793365,9838.4,2047857.56103825
0.2,0.307,211.7,0.2048307486,33127,0.192471398,0.096,0.278,3527,717.0,936.0,25,69781.0,10866.0,77.706817801,7557,13227,3180.192,10169.989,6625.400000000001,6785.4282088722,9209.306,2574193.753293727
0.241,0.372,405.9,0.1737246262,19522,0.2444421678,0.123,0.345,2304,385.0,1488.0,4,51696.0,6789.0,73.274556165,3445,13229,2401.206,7262.184,4704.802,3391.4521526764,6735.089999999999,1430465.8854531301
0.206,0.322,269.0,0.2014965767,19121,0.2311594582,0.099,0.283,2597,432.0,568.0,9,64986.0,6749.0,75.148428886,3150,13231,1892.979,6156.962,3938.926,3852.8160430807,5411.2429999999995,1436913.108729206
0.234,0.349,624.2,0.1752341521,42840,0.2525676937,0.127,0.356,4921,1092.0,3291.0,29,51040.0,15133.0,73.321200698,6828,13233,5440.68,14951.16,10024.560000000001,7507.031075964001,15251.039999999999,3141080.23790232
0.227,0.36,772.2,0.1608302858,11191,0.1790724689,0.129,0.341,1435,179.0,913.0,2,44019.0,3534.0,78.969613313,2601,13235,1443.6390000000001,4028.7599999999998,2540.357,1799.8517283878,3816.1310000000003,883748.942585783
0.208,0.344,569.6,0.1711557316,22520,0.1947602131,0.119,0.326,2274,539.0,1470.0,8,56104.0,6698.0,77.638127869,5662,13237,2679.8799999999997,7746.879999999999,4684.16,3854.427075632,7341.52,1748410.63960988
0.266,0.394,869.9,0.1498943326,2271,0.1822985469,0.153,0.402,185,52.0,142.0,0,37735.0,601.0,70.574157782,729,13239,347.46299999999997,894.774,604.086,340.41002933460004,912.942,160273.912322922
0.215,0.35,122.5,0.179274524,17273,0.1623342789,0.113,0.325,1868,384.0,590.0,24,53038.0,4693.0,77.517447777,4951,13241,1951.8490000000002,6045.549999999999,3713.695,3096.6088530519996,5613.725,1338958.875452121
0.28,0.442,663.9,0.1364240052,6682,0.2012870398,0.183,0.425,832,147.0,1197.0,7,36064.0,1570.0,74.683370151,1749,13243,1222.806,2953.444,1870.9600000000003,911.5852027464,2839.85,499034.27934898203
0.215,0.39,1301.6,0.1796776121,202079,0.2250901875,0.15,0.362,33445,6463.0,23689.0,654,43942.0,68044.0,73.188272427,30123,13245,30311.85,78810.81,43446.985,36309.0721755559,73152.598,14789812.903775733
0.183,0.384,789.9,0.1581100533,90939,0.2408537591,0.134,0.313,12594,3332.0,9146.0,149,61332.0,32233.0,76.653508273,13897,13247,12185.826000000001,34920.576,16641.837,14378.3701370487,28463.907,6970793.388838347
0.218,0.347,228.3,0.1762802728,5196,0.2355658199,0.122,0.328,787,93.0,265.0,0,53163.0,1828.0,80.285100524,932,13249,633.912,1803.012,1132.728,915.9522974688,1704.288,417161.382322704
0.248,0.385,529.9,0.1674650224,14012,0.20746503,0.139,0.361,1601,412.0,1248.0,5,44061.0,4626.0,73.98585425,2833,13251,1947.6680000000001,5394.62,3474.976,2346.5198938688,5058.331999999999,1036689.789751
0.234,0.371,704.6,0.1633155521,8060,0.2016129032,0.133,0.348,1001,155.0,835.0,2,41778.0,2370.0,73.454122062,1944,13253,1071.98,2990.2599999999998,1886.0400000000002,1316.323349926,2804.8799999999997,592040.22381972
0.223,0.39,622.2,0.1668077691,67414,0.2334084908,0.13,0.357,7119,2149.0,6063.0,104,51019.0,23229.0,74.140973756,12729,13255,8763.82,26291.46,15033.322,11245.1789461074,24066.798,4998139.604786984
0.215,0.349,370.3,0.1873460657,26107,0.2248822155,0.11,0.31,2515,669.0,1291.0,23,46626.0,8898.0,72.748527187,5281,13257,2871.77,9111.342999999999,5613.005,4891.0437372299,8093.17,1899245.799271009
0.244,0.411,483.3,0.1546039561,6689,0.1025564359,0.187,0.433,780,142.0,399.0,1,40205.0,1366.0,73.813574299,996,13259,1250.843,2749.1789999999996,1632.116,1034.1458623529,2896.337,493738.998486011
0.233,0.416,907.7,0.1519793242,29282,0.2252578376,0.153,0.379,3754,924.0,3084.0,64,42653.0,9772.0,73.515723031,5159,13261,4480.146,12181.312,6822.706,4450.2585712244,11097.878,2152687.4017937416
0.249,0.409,258.3,0.1519049954,6143,0.1621357643,0.156,0.38,572,189.0,644.0,2,44458.0,2214.0,74.261294941,1627,13263,958.308,2512.4869999999996,1529.607,933.1523867422,2334.34,456187.13482256304
0.257,0.395,,0.1548089031,1562,0.1709346991,0.156,0.398,101,38.0,77.0,0,28004.0,503.0,,452,13265,243.672,616.99,401.434,241.81150664220002,621.676,
0.247,0.375,609.0,0.1672286899,25365,0.2030751035,0.146,0.378,2831,414.0,2052.0,4,45191.0,5966.0,75.865401269,3880,13267,3703.29,9511.875,6265.155,4241.7557193135,9587.97,1924325.903188185
0.271,0.399,548.6,0.1548859375,8074,0.2018825861,0.154,0.39,911,183.0,591.0,2,38783.0,2531.0,75.641493289,1766,13269,1243.396,3221.5260000000003,2188.054,1250.5490593749998,3148.86,610729.4168153859
0.251,0.41,504.4,0.1618550808,15781,0.156707433,0.167,0.421,932,374.0,983.0,1,38161.0,4496.0,76.946769958,3054,13271,2635.427,6470.21,3961.031,2554.2350301048,6643.8009999999995,1214296.976707198
0.26,0.424,2039.6,0.1507314075,8523,0.2276193828,0.165,0.402,954,262.0,772.0,0,39433.0,2602.0,72.644942787,1748,13273,1406.295,3613.752,2215.98,1284.6837861225,3426.246,619152.847373601
0.214,0.373,704.1,0.1621085673,44372,0.2360272244,0.13,0.339,6682,1056.0,4032.0,110,57969.0,15584.0,74.722076533,8481,13275,5768.360000000001,16550.756,9495.608,7193.081348235601,15042.108,3315567.9799222765
0.228,0.365,762.7,0.1638730185,40719,0.2464205899,0.137,0.359,5384,1037.0,3702.0,33,45093.0,15306.0,73.744816931,6379,13277,5578.503000000001,14862.435,9283.932,6672.7454403015,14618.121,3002815.2006133893
0.232,0.382,775.3,0.1632847859,26973,0.2615949283,0.14,0.369,2936,794.0,2065.0,15,42165.0,8551.0,73.288344229,4646,13279,3776.2200000000003,10303.686,6257.736,4404.2805300807,9953.037,1976806.5088888172
0.199,0.317,124.6,0.1949119889,12247,0.1271331755,0.099,0.284,951,256.0,455.0,4,43640.0,3538.0,78.977729792,4329,13281,1212.453,3882.299,2437.1530000000002,2387.0871280583,3478.1479999999997,967240.256762624
0.266,0.39,333.3,0.1644881338,6822,0.2280856054,0.143,0.389,580,163.0,560.0,1,40834.0,2037.0,74.862846122,1260,13283,975.5459999999999,2660.58,1814.652,1122.1380487836,2653.7580000000003,510714.33624428394
0.227,0.364,755.1,0.1764324832,70214,0.2420742302,0.134,0.355,9513,2721.0,6299.0,102,51799.0,25126.0,74.444050138,10971,13285,9408.676000000001,25557.896,15938.578000000001,12388.0303754048,24925.969999999998,5227014.536389532
0.254,0.414,1127.1,0.1575171273,7882,0.2491753362,0.152,0.384,947,236.0,894.0,1,46042.0,2362.0,72.443823733,1508,13287,1198.064,3263.1479999999997,2002.028,1241.5499973786,3026.688,571002.218663506
0.249,0.373,357.1,0.1662418846,8103,0.1901764778,0.141,0.375,1107,207.0,547.0,0,46444.0,2557.0,71.353294622,1918,13289,1142.523,3022.419,2017.647,1347.0579909138,3038.625,578175.746322066
0.205,0.313,77.5,0.1927492554,25358,0.1508399716,0.097,0.302,1879,458.0,711.0,21,50653.0,6545.0,78.937435847,8765,13291,2459.726,7937.054,5198.389999999999,4887.7356184332,7658.116,2001695.4982082262
0.244,0.373,607.9,0.169542205,26527,0.223696611,0.132,0.356,3469,750.0,1821.0,8,48233.0,9599.0,71.192081666,5028,13293,3501.5640000000003,9894.571,6472.588,4497.446072035,9443.612,1888512.3503539823
0.234,0.322,311.1,0.1841166566,70116,0.2129613783,0.108,0.333,9469,1495.0,4281.0,44,49388.0,24201.0,74.8459737,13552,13295,7572.528,22577.352,16407.144,12909.5234941656,23348.628,5247900.2919492
0.206,0.341,301.3,0.1876255196,96875,0.2402374194,0.11,0.314,13528,2441.0,6312.0,81,71390.0,34800.0,76.190901551,15704,13297,10656.25,33034.375,19956.25,18176.222211250002,30418.75,7380993.587753125
0.248,0.385,853.5,0.1570387297,35826,0.245827053,0.14,0.375,4168,852.0,3268.0,58,39994.0,11348.0,72.393440639,6387,13299,5015.64,13793.01,8884.848,5626.069530232199,13434.75,2593567.4043328143
0.26,0.418,704.2,0.1482614291,5232,0.1997324159,0.165,0.397,546,179.0,603.0,1,40422.0,1883.0,73.10657629,1208,13301,863.2800000000001,2186.976,1360.32,775.7037970512,2077.1040000000003,382493.60714928
0.246,0.408,932.6,0.1632896868,20150,0.2153349876,0.151,0.377,2511,445.0,2160.0,6,43309.0,5946.0,74.516736518,3664,13303,3042.65,8221.199999999999,4956.9,3290.28718902,7596.55,1501512.2408377
0.242,0.354,621.5,0.1743476545,30023,0.2377510575,0.13,0.358,3347,646.0,2009.0,8,48885.0,9047.0,73.30603154,4959,13305,3902.9900000000002,10628.142,7265.566,5234.4396310535,10748.234,2200866.98492542
0.228,0.38,537.0,0.1661308236,2595,0.1838150289,0.139,0.354,282,57.0,158.0,0,45381.0,845.0,79.08002727,630,13307,360.70500000000004,986.1,591.66,431.109487242,918.63,205212.67076565
0.26,0.408,420.1,0.169623666,7751,0.1619145917,0.153,0.398,820,116.0,565.0,0,36671.0,2539.0,78.261218801,1208,13309,1185.903,3162.408,2015.26,1314.753035166,3084.898,606602.706926551
0.2,0.303,162.3,0.2030998307,31094,0.1955682768,0.096,0.276,3063,706.0,1395.0,24,58831.0,11055.0,78.124217174,7254,13311,2985.024,9421.482,6218.8,6315.186135785801,8581.944000000001,2429194.4088083557
0.206,0.342,445.4,0.1540228688,103837,0.2549669193,0.131,0.347,11665,3138.0,7439.0,126,56249.0,39691.0,77.172716746,15271,13313,13602.647,35512.254,21390.422,15993.272627585598,36031.439,8013383.388754402
0.251,0.407,509.6,0.1729328718,8502,0.1865443425,0.147,0.382,937,156.0,751.0,3,40856.0,2288.0,75.170122608,1605,13315,1249.7939999999999,3460.314,2134.002,1470.2752760436,3247.764,639096.382413216
0.24,0.383,511.4,0.1555693551,9694,0.2044563648,0.146,0.375,748,248.0,731.0,2,42071.0,3121.0,75.214370312,2344,13317,1415.3239999999998,3712.802,2326.56,1508.0893283394,3635.25,729128.105804528
0.244,0.385,871.1,0.1620796983,8812,0.2195869269,0.142,0.371,946,203.0,759.0,4,44068.0,2835.0,73.225832417,1837,13319,1251.3039999999999,3392.62,2150.128,1428.2463014195998,3269.252,645266.0352586041
0.236,0.37,503.8,0.1682868121,19972,0.2189565392,0.127,0.356,2185,475.0,1963.0,2,47907.0,7443.0,74.163735334,4005,13321,2536.444,7389.64,4713.392,3361.0242112612,7110.031999999999,1481198.122090648
0.1290663099,0.255,571.6,0.2068262387,1407006,0.2102464382,0.093,0.239,264204,75395.0,67613.0,3915,86878.0,472098.0,82.258267591,275080,15000,130851.558,358786.53,181597.0724271594,291005.7588083322,336274.434,115737876.05014256
0.176,0.252,373.7,0.2252018353,203340,0.2117340415,0.095,0.249,28783,10133.0,11050.0,653,70313.0,61657.0,80.969820676,45787,15001,19317.3,51241.68,35787.84,45792.541189902,50631.659999999996,16464403.33625784
0.136,0.254,656.6,0.2078210633,963826,0.2088509752,0.097,0.251,198630,44779.0,44406.0,2769,89584.0,322111.0,82.377941948,181138,15003,93491.122,244811.804,131080.336,200303.3441561858,241920.326,79398002.27597305
0.149,0.267,0.0,0.1762154912,87,0.0,0.102,0.198,163,,,0,,,,44,15005,8.873999999999999,23.229000000000003,12.963,15.3307477344,17.226,
0.147,0.249,336.1,0.2281592775,71851,0.2153623471,0.097,0.251,10925,5719.0,3544.0,150,80517.0,26888.0,82.347674913,15308,15007,6969.5470000000005,17890.899,10562.097,16393.472247652502,18034.601,5916762.790173964
0.155,0.239,415.7,0.2340701357,167902,0.2143750521,0.093,0.242,25703,14764.0,8613.0,340,80763.0,61047.0,82.895809887,32803,15009,15614.886,40128.578,26024.81,39300.8439243014,40632.284,13918372.271647073
