Year,cbsacode,v051_rawvalue,v052_rawvalue,v009_rawvalue,v011_rawvalue,v049_rawvalue,v060_rawvalue,v070_numerator,v069_numerator,v023_numerator,v082_numerator,v062_numerator,v063_rawvalue,v067_numerator,v045_rawvalue,Data_value,Sample_Size,gdp,Park_Area_Acres,Weighted_RESP,noise70n,noise80n,noise90n
2012,24860.0,451428.0,111051.288,67054.212264,95645.856072,45950.85612,33697.294488,0.0,75173.0,21088.0,34874.0,50.0,45666.0,167105.0,460.1,17.81,178.0,34193111.0,5125.857784,0.386921867,3282.6302764345846,346.59018785931465,22.770882420805364
2012,25720.0,21600.0,7084.8,1320.8831999999998,3440.1024,1306.368,943.488,0.0,4108.0,924.0,913.0,7.0,61593.0,7975.999999999999,185.1,20.41,86.0,2869261.0,2139606.469,0.12222419,265.662094814596,5.202806930275014,0.0704782235012208
2011,25720.0,21600.0,7084.8,1277.3375999999996,3251.4048,1291.8528,812.8512,0.0,3694.0,757.0,700.0,7.0,64238.0,7569.0,137.7,17.1,87.0,2729234.0,2139606.469,0.12222419,265.662094814596,5.202806930275014,0.0704782235012208
2012,25900.0,177835.0,41079.885,26940.757655,32547.71737,28308.308804999997,10666.89897,0.0,24778.0,8125.0,14694.0,25.0,46444.0,56625.0,344.7,14.21,207.0,6555911.0,8546.007292,0.14020134,0.0,0.0,0.0
2011,25900.0,177835.0,41079.885,26393.737195000005,30359.635530000003,27898.043460000004,9846.36828,0.0,24476.0,8159.000000000001,14425.0,25.0,51402.0,55001.0,339.1,16.06,243.0,6215025.0,8546.007292,0.14020134,0.0,0.0,0.0
2011,25940.0,155215.0,33836.87,22819.08844,24397.00413,24639.760390000003,9953.00666,0.0,20527.0,5703.999999999999,10000.0,16.0,55896.99999999999,49397.0,406.8999999999999,12.62,102.0,6875771.0,16254.17802,0.376757331,612.6020555134097,37.002990675051386,0.8522212511820811
2012,25940.0,155215.0,33836.87,22819.08844,25489.4073,24032.86974,10317.14105,0.0,22471.0,5635.0,10246.0,16.0,55266.0,52302.0,613.5999999999999,12.04,93.0,7048948.0,16254.17802,0.376757331,612.6020555134097,37.002990675051386,0.8522212511820811
2012,26420.0,4070989.0,1176515.821,483377.02089300007,833608.275552,494954.9136090001,240241.27385700005,0.0,648004.0,170211.0,374466.0,1338.0,50437.0,1430396.0,420.4,17.17,138.0,409434500.0,286789.9252,0.324010138,73658.85616334112,11886.437924874706,398.0223038469288
2011,26420.0,4627859.0,1339121.861,541612.686348,872967.3846330001,559498.802424,287043.28447199997,0.0,733075.0,170053.00000000003,403808.0,1470.0,136359.0,1590975.9999999998,659.0,12.224655172413794,348.0,386133020.0,286789.9252,0.324010138,73658.85616334112,11886.437924874706,398.0223038469288
2011,26900.0,890879.0,228065.024,172994.447736,200169.820752,109364.30604,66281.39760000001,0.0,159448.0,41351.0,96915.0,350.0,43823.0,339670.0,860.1,20.22,260.0,112321887.0,17966.87954,0.231203821,16111.69226389572,2482.956131857959,174.75579372424323
2012,26900.0,890879.0,228065.024,171006.00580800002,200832.634728,106713.050136,68932.653504,0.0,154033.0,45298.0,99764.0,350.0,39393.0,344710.0,753.1,17.61,248.0,114563986.0,17966.87954,0.231203821,16111.69226389572,2482.956131857959,174.75579372424323
2012,28060.0,89624.0,21151.264,12667.45616,14927.056448,12256.619744,4382.255104,0.0,12961.999999999998,5180.0,5687.0,10.0,42278.0,31517.0,201.2,19.53,105.0,3169867.0,2414727.757,0.314818717,214.52892347507822,16.767281148599412,3.1229652739660945
2011,28060.0,89624.0,21151.264,12530.510687999998,14995.529184000005,12256.619744,4313.782368,0.0,12850.000000000002,4743.0,5004.0,10.0,44013.0,31175.999999999996,223.8,18.99,133.0,3083553.0,2414727.757,0.314818717,214.52892347507822,16.767281148599412,3.1229652739660945
2012,28140.0,1403530.0,354883.166,206102.971834,313014.40034,173401.367368,88978.995106,0.0,263167.0,63795.99999999999,116216.0,227.99999999999997,153814.0,553335.0,1829.8,15.611397670549088,601.0,110470305.0,70292.21528,0.244235328,20267.76612853364,2021.9512728896373,207.6093126289083
2011,28140.0,1403530.0,354883.16599999997,216046.695004,300733.446852,177242.67488399998,87441.940474,0.0,268645.0,60877.0,113545.0,227.99999999999997,162742.0,559099.0,1784.6999999999998,14.417739463601531,783.0,104216859.0,70292.21528,0.244235328,20267.76612853364,2021.9512728896373,207.6093126289083
2012,28180.0,64529.0,14648.083,8280.232222,10824.158989,10824.158989,4289.758862,0.0,9557.0,2781.0,4337.0,6.0,52714.0,25128.0,233.9,11.300000000000002,101.0,3023776.0,1792.679985,0.090493435,0.0,0.0,0.0
2011,28180.0,64529.0,14648.083,8330.113139000001,10225.587985,9976.183400000002,4140.116111,0.0,9091.0,2982.0,4581.0,6.0,62501.0,24560.0,180.6,12.54,82.0,2830133.0,1792.679985,0.090493435,0.0,0.0,0.0
2011,28300.0,77045.0,15100.82,12264.947640000002,17344.370400000003,10096.90134,5017.47858,0.0,11094.0,2451.0,3858.0,52.0,53210.0,30846.0,190.5,20.72,103.0,3047955.0,4030.66921,0.2,29.799706878329285,0.8227940195208805,0.0
2012,28300.0,77045.0,15100.82,11397.729120000002,17406.314580000002,10034.95716,5451.087839999999,0.0,10397.0,2425.0,4166.0,52.0,49126.0,30548.0,173.6,15.09,100.0,3185028.0,4030.66921,0.2,29.799706878329285,0.8227940195208805,0.0
2011,29820.0,1902834.0,500445.342,323951.779998,364621.05108,262246.679046,120605.424588,0.0,296017.0,117413.0,158843.0,276.0,56691.0,679243.0,415.5,14.45,380.0,89714650.0,51449.41515,0.218764017,19596.925052870785,5293.971418087917,8.428312740515118
2012,29820.0,1902834.0,500445.342,315537.44805,367425.828396,262246.679046,122007.81324600002,0.0,308328.0,147501.0,164312.0,276.0,51427.0,699568.0,438.3,15.44,341.0,90817158.0,51449.41515,0.218764017,19596.925052870785,5293.971418087917,8.428312740515118
2011,30150.0,142843.0,26934.923,21140.850926,26932.343182,20988.461814,8717.852028,0.0,20934.0,4551.0,7781.0,161.0,105483.0,53844.0,271.9,22.889254901960783,255.0,9711583.0,11029.82735,0.192456708,468.76487678262833,8.378497254011025,3.194038646294535
2012,30150.0,142843.0,26934.923,21036.677631,27768.445974,21108.281485,9297.392413,0.0,21275.0,4364.0,7503.0,161.0,99638.0,55117.0,317.5,21.9015,240.0,10086573.0,11029.82735,0.192456708,468.76487678262833,8.378497254011025,3.194038646294535
2012,30340.0,106539.0,23438.58,16370.782740000002,26758.33524,13960.87056,7977.64032,0.0,15440.0,4703.0,8470.0,38.0,41831.0,41003.0,321.9,28.35,191.0,4049604.0,529.5946207,0.2,91.31355421280729,5.190424806839802,3.226901448430986
2011,30340.0,106539.0,23438.58,17866.590300000003,25345.6281,15373.577700000002,7562.13822,0.0,15118.0,4903.0,8217.0,38.0,44484.0,39844.0,306.9,25.660000000000004,203.0,3837354.0,529.5946207,0.2,91.31355421280729,5.190424806839802,3.226901448430986
2012,30700.0,281531.0,64470.599,40807.355388,59691.61027500001,43846.20100200001,15411.288471,0.0,57488.0,6685.0,16036.0,155.0,50197.0,121602.0,406.5,18.74,285.0,15076441.0,7997.452731,0.217807697,2278.61465073877,294.7300966621643,21.713721528219097
2011,30700.0,281531.0,64470.599,41892.65739300001,56869.825062,41892.65739300001,15628.348872,0.0,53738.0,6859.0,14898.0,155.0,52228.0,120995.0,357.0,17.97,502.0,14562888.0,7997.452731,0.217807697,2278.61465073877,294.7300966621643,21.713721528219097
2011,30780.0,381904.0,95094.096,55641.12137600001,81167.202832,44742.345024,28680.9904,0.0,69133.0,11834.0,37766.0,123.0,45215.0,148116.0,786.1,25.14,152.0,31507228.0,20981.54628,0.371822899,5364.612006013692,1262.9218971183936,66.19082910585648
2012,30780.0,381904.0,95094.096,55927.93128,92065.979184,44168.725216,30115.03992,0.0,69240.0,13262.0,39097.0,123.0,44733.0,149539.0,796.2000000000002,22.67,172.0,32454572.0,20981.54628,0.371822899,5364.612006013692,1262.9218971183936,66.19082910585648
2012,31080.0,12874797.0,3258091.294,1298666.91934,2047160.92129,1529056.207254,714442.65945,0.0,2215486.0,768384.0,1012433.0,7125.000000000001,123322.0,4270982.0,739.2,10.30126838235294,544.0,770420955.0,893320.7682,0.268954342,425757.3466247712,121632.82974787086,689.3523092153807
2011,31080.0,12874797.0,3258091.294,1376797.959076,1962219.613054,1539870.3070480002,731942.329068,0.0,2239966.0,710678.0,1025570.0,7125.000000000001,130314.0,4273588.0,758.2,10.844676409185803,479.0,740339476.0,893320.7682,0.268954342,425757.3466247712,121632.82974787086,689.3523092153807
2011,31140.0,721594.0,169574.59,136348.79427,175542.17238,73970.60094,65690.30979,0.0,132572.0,37330.0,65634.0,426.0,46745.0,271460.0,540.4,18.38,383.0,57589386.0,23793.51305,0.30098235,12613.291687940813,1884.0738143356348,76.94538566365607
2012,31140.0,721594.0,169574.59,131932.63899,186030.54117,76178.67858,61826.17392,0.0,132333.0,38833.0,69311.0,426.0,42535.0,276718.0,567.7,23.76,316.0,61673961.0,23793.51305,0.30098235,12613.291687940813,1884.0738143356348,76.94538566365607
2011,31700.0,405906.0,95793.816,57680.866224000005,81869.616576,56130.305303999994,23878.638168,0.0,77792.0,15034.0,24905.0,141.0,68613.0,175937.0,191.5,19.85,302.0,21651163.0,5620.123098,0.211720659,2320.594583187042,33.47758904358404,1.162590498225194
2012,31700.0,405906.0,95793.816,55820.19312,83420.177496,54269.63219999999,25739.311272000003,0.0,74289.0,14441.999999999998,25558.000000000004,141.0,67650.0,172836.0,191.3,18.97,362.0,21954520.0,5620.123098,0.211720659,2320.594583187042,33.47758904358404,1.162590498225194
2012,33100.0,4267101.0,983199.706,465628.4566,805228.709926,445015.224056,299402.07896,0.0,710348.0,257216.0,350399.0,1876.0,88062.0,1514086.0,743.6,13.187971014492753,207.0,263637229.0,174375.1324,0.251442568,79165.8186666813,13742.947817459923,287.1206059768797
2011,33100.0,2500625.0,575143.75,286896.70625,431307.8,258014.4875,175218.79374999998,0.0,399443.0,133020.0,218430.0,1141.0,43921.0,840895.9999999999,315.4,16.67,105.0,256728680.0,174375.1324,0.251442568,79165.8186666813,13742.947817459923,287.1206059768797
2011,33340.0,959521.0,240839.771,168171.40758600002,217041.731158,170327.451273,68274.716755,0.0,171449.0,43364.0,112834.0,162.0,45902.0,335924.0,97.4,16.77,223.0,84942358.0,35935.96516,0.200898212,14522.78767582529,1459.7841894478997,85.6511506197011
2012,33340.0,959521.0,240839.771,160265.914067,232134.036967,163859.32021200002,71868.1229,0.0,160102.0,44618.0,113940.0,162.0,40582.0,330907.0,1040.3,18.83,188.0,87612749.0,35935.96516,0.200898212,14522.78767582529,1459.7841894478997,85.6511506197011
2011,33460.0,2622530.0,626737.952,355123.95335200004,494752.397936,379271.502014,132282.84960800002,0.0,578674.0,113491.0,169526.00000000003,2708.0,336676.0,1053160.0,1483.7,15.819235010337694,1451.0,203208911.0,171280.409,0.206950754,32775.59749857301,2619.825822375301,292.0408802017629
2012,33460.0,2390572.0,565501.04,307038.10607,436599.44526,339471.90075800003,119201.110488,0.0,514312.0,96251.0,166955.0,2579.9999999999995,244896.00000000003,944767.0,1340.4,17.82733959311424,1278.0,211374239.0,171280.409,0.206950754,32775.59749857301,2619.825822375301,292.0408802017629
2011,33540.0,108623.0,21181.485,15302.265124999996,17138.53694,19237.1333,4372.07575,0.0,19813.0,3324.0,6242.0,13.0,43260.0,38963.0,261.8,18.89,162.0,4353799.0,1743.311682,0.225564805,625.3072210849323,38.56697778814832,6.150462945251984
2012,33540.0,108623.0,21181.485,15477.148154999992,17925.510574999997,18974.808755,4459.517265,0.0,21284.0,4246.0,5908.0,13.0,44084.0,39507.0,398.8,23.87,183.0,4431203.0,1743.311682,0.225564805,625.3072210849323,38.56697778814832,6.150462945251984
2011,33660.0,411721.0,106635.739,75966.229989,92440.834083,43322.107062,37220.401842,0.0,58276.0,18774.0,44248.0,92.0,40951.0,143182.0,682.7,20.1,117.0,17513026.0,2038.121597,0.354336339,2539.8470710523693,270.61005433725506,17.39452872575897
2012,33660.0,411721.0,106635.739,73525.547901,96712.027737,43322.107062,37525.487103,0.0,57274.0,19066.0,42762.0,92.0,39753.0,141831.0,858.0,21.26,175.0,17729526.0,2038.121597,0.354336339,2539.8470710523693,270.61005433725506,17.39452872575897
2012,34820.0,263868.0,54356.808,54472.909920000006,60129.712104,35197.880256000004,24512.809464,0.0,36171.0,15764.0,20653.0,14.0,40697.0,97833.0,488.4,15.929999999999998,140.0,9406723.0,11624.81445,0.29904492,1594.8482502902593,12.418328977520645,0.5698388861995349
2011,34820.0,263868.0,54356.808,57196.55541600001,58034.600184,35197.880256000004,22208.186352,0.0,35508.0,15954.0,20707.0,14.0,42515.0,94025.0,484.5,20.17,147.0,9258039.0,11624.81445,0.29904492,1594.8482502902593,12.418328977520645,0.5698388861995349
2011,35620.0,12888946.0,2889274.7780000004,1618162.520544,2253975.990456,1574644.392082,851999.2462979999,0.0,2546171.0,590191.0,929800.0,6131.0,1081926.0,2719193.0,4270.400000000001,12.103774540848637,1579.0,1312062449.0,486663.459,0.236718548,264388.38958731573,54067.27211568133,2735.2685226192193
2012,35620.0,8953180.0,2136618.824,1065031.063705,1622942.3214629998,986840.430618,593947.515055,0.0,1615362.0,417201.0,643274.0,3632.0,921559.0,2320680.0,3410.5,12.382395909422936,1369.0,1398872478.0,486663.459,0.236718548,264388.38958731573,54067.27211568133,2735.2685226192193
2011,35820.0,35670.0,8953.17,5183.06502,8282.2173,4728.878909999999,2324.3642099999997,0.0,6176.0,881.0,2347.0,7.0,48080.0,14279.0,267.0,21.93,123.0,1978985.0,521.1004389,0.2,368.1811782606826,64.21475074199532,7.760741317240296
2012,35820.0,35670.0,8953.17,5156.34819,8495.95194,4675.44525,2457.94836,0.0,6223.0,851.0,2366.0,7.0,46616.0,14586.0,123.7,19.76,106.0,2175727.0,521.1004389,0.2,368.1811782606826,64.21475074199532,7.760741317240296
2012,36260.0,532661.0,169537.895,34875.982485,93783.277035,32906.496702000004,25132.429374,0.0,96682.0,20192.0,29995.0,119.0,118452.0,187998.0,544.4,21.75693548387097,496.0,19482042.0,2627.90863,0.204865459,7342.878578779911,1599.4223551901928,104.3689053033116
2011,36260.0,532661.0,169537.895,36001.125297000006,90315.720789,32379.698792999996,23679.936953999997,0.0,96527.0,17261.0,28243.0,119.0,118417.0,186841.0,476.9,23.276782077393076,491.0,18963675.0,2627.90863,0.204865459,7342.878578779911,1599.4223551901928,104.3689053033116
2012,36420.0,716704.0,184192.928,129932.701568,158155.78838399998,84136.74937599999,54316.12934399999,0.0,116006.0,22498.0,64936.0,108.0,42758.0,272455.0,598.8,20.53,257.0,61820962.0,24847.84233,0.298579618,8456.005287674601,1059.1982933509253,70.14575671674895
2011,36420.0,961293.0,238247.097,171811.270967,208466.848316,115267.181397,71845.33379599999,0.0,163942.0,26494.0,78635.0,171.0,98094.0,365998.0,882.7,20.01550632911392,474.0,58595935.0,24847.84233,0.298579618,8456.005287674601,1059.1982933509253,70.14575671674895
2012,36500.0,250979.0,56972.233,36861.28573,55485.935362,31623.103021,16878.588729,0.0,45046.0,10793.0,17910.0,118.0,60672.0,88593.0,293.7,23.92,130.0,10326666.0,8409.030847,0.379615337,1286.5482279608148,152.65221579820624,6.3954861976375135
2011,36500.0,250979.0,56972.233,37831.319565000005,53545.867692,32981.15039000001,15714.548127,0.0,44969.0,9885.0,16855.0,118.0,62146.0,88307.0,305.1,22.0,100.0,9999510.0,8409.030847,0.379615337,1286.5482279608148,152.65221579820624,6.3954861976375135
2012,36540.0,663703.0,177163.45699999997,97353.55097799998,134814.707079,97639.47724,37928.45752,0.0,139683.0,17997.0,50278.0,296.0,119771.0,280999.0,809.4000000000001,17.72745882352941,850.0,52080332.0,17485.45813,0.23260694,6602.551028932999,1250.2119531031667,99.08150390170692
2011,36540.0,663703.0,177163.45699999997,101466.913082,135545.113571,97528.95436,37220.872217,0.0,138161.0,17418.0,50576.00000000001,296.0,117062.0,273332.0,796.2,16.632152023692004,1013.0,50227641.0,17485.45813,0.23260694,6602.551028932999,1250.2119531031667,99.08150390170692
2012,37980.0,4184519.0,980753.379,668445.1376090001,917655.213799,556835.458641,309956.640624,0.0,698547.0,193168.0,376934.0,2966.0,425926.0,1330497.0,3221.2,16.892904903417534,1346.0,368236418.0,317246.9417,0.275661828,52097.55636802441,6373.783461232231,1051.209842560948
2011,37980.0,3335838.0,787572.056,580191.3824150001,720091.8292660001,455755.690017,251431.668244,0.0,553126.0,148074.0,339616.0,1632.0,308279.0,988449.0,2488.3,16.841037296037296,858.0,352201950.0,317246.9417,0.275661828,52097.55636802441,6373.783461232231,1051.209842560948
2011,38060.0,4023132.0,1098315.036,526467.0535200001,675632.718684,511842.9686999999,216436.455336,0.0,690163.0,163898.0,332201.0,1159.0,56511.0,1332520.0,339.0,16.81,295.0,186346485.0,3837435.036,0.240054196,41185.99899483001,8107.482099798343,47.17327434851273
2012,38060.0,4023132.0,1098315.036,497218.88388,693181.620468,505993.334772,219361.2723,0.0,664959.0,180862.0,318559.0,1159.0,50424.0,1292907.0,370.8,18.03,383.0,197049992.0,3837435.036,0.240054196,41185.99899483001,8107.482099798343,47.17327434851273
2011,38300.0,1218494.0,242480.306,206914.903128,264499.711074,199106.793576,92721.30093,0.0,230314.0,44113.0,80715.0,971.0,48778.0,410840.0,428.2,20.02,269.0,124716212.0,264164.2449,0.232810019,19426.565909894063,1804.9540651592663,254.9687339820408
2012,38300.0,1218494.0,242480.306,198130.779882,279139.9164839999,190322.67033,93697.314624,0.0,224492.0,49013.0,79858.0,971.0,47490.0,413316.0,404.6,18.04,335.0,128941285.0,264164.2449,0.232810019,19426.565909894063,1804.9540651592663,254.9687339820408
2011,38860.0,480435.0,100334.232,66092.31084,84225.521712,72035.73585600001,29084.349072,0.0,83864.0,18725.0,28639.0,404.0,108679.0,193347.0,372.9,22.78989619377162,867.0,25316697.0,8747.842498,0.200776762,2213.2650311045813,130.44536623556144,15.828257724961256
2012,38860.0,480435.0,100334.232,64130.670311999995,89499.076416,70834.296864,29783.41392,0.0,82852.0,18422.0,28584.0,404.0,111500.0,193421.0,355.9,22.472162162162164,629.0,26056358.0,8747.842498,0.200776762,2213.2650311045813,130.44536623556144,15.828257724961256
2011,38900.0,2082318.0,494802.51100000006,263511.474538,392076.7146619999,266300.776128,116982.428329,0.0,428175.0,115799.0,130129.0,1150.0,242004.0,698268.0,1126.0,22.813117816091957,696.0,115381532.0,2421076.865,0.332476381,19548.34705536791,2467.498602040655,170.79120513258692
2012,38900.0,2082318.0,494802.511,249966.390053,406489.578792,266720.56230499997,117037.669059,0.0,424923.0,117256.0,130462.0,1150.0,221677.0,693148.0,1239.0,22.491498516320476,674.0,119353907.0,2421076.865,0.332476381,19548.34705536791,2467.498602040655,170.79120513258692
2011,39300.0,1470800.0,323502.38899999997,233548.953172,293570.928165,221789.473454,102706.918681,0.0,235624.0,89008.0,112822.0,824.0,237388.00000000003,570047.0,951.3,21.48461035422343,1835.0,71180467.0,66760.55537,0.205755533,12096.900223916095,741.5088997960281,61.76222413066057
2012,39300.0,1470800.0,323502.38899999997,224619.089707,313005.63330800005,220540.45772300003,107400.385009,0.0,232636.0,92305.0,114906.0,824.0,218793.0,564472.0,1015.8,20.814602307225258,1647.0,72945995.0,66760.55537,0.205755533,12096.900223916095,741.5088997960281,61.76222413066057
2012,39340.0,545307.0,189221.529,21009.042789,87597.025866,14243.41884,20652.957318000004,0.0,101446.0,17231.0,17587.0,264.0,54385.0,150156.0,116.8,19.1,329.0,17454087.0,3638.097149,0.176129694,5645.312937202721,1893.0059526124428,40.67347820960544
2011,39340.0,545307.0,189221.529,21365.12826,86172.683982,14599.504311,19940.786376,0.0,90085.0,13815.0,18154.0,264.0,59701.0,157906.0,97.6,22.02,353.0,16954435.0,3638.097149,0.176129694,5645.312937202721,1893.0059526124428,40.67347820960544
2012,39580.0,897214.0,236864.496,101033.474112,171690.87104,95750.67808,47545.164288,0.0,211103.0,38303.0,57859.0,443.0,61594.0,344958.0,394.4,14.099999999999998,99.0,58751683.0,43589.79804,0.342047978,7520.313037014395,667.36783254554,26.13386876751436
2011,39580.0,897214.0,236864.496,100373.124608,176313.31756800003,92448.93056,51507.261312,0.0,211059.0,37751.0,56476.0,443.0,65487.0,337086.0,364.8,16.44,90.0,56054386.0,43589.79804,0.342047978,7520.313037014395,667.36783254554,26.13386876751436
2012,39660.0,100850.0,25010.8,16457.1064,20021.5488,13271.86,6067.136,0.0,17213.0,2691.0,8897.0,37.0,45999.0,39895.0,452.6,17.46,113.0,5599343.0,8174.957238,0.183430033,1061.3481791727952,14.77015126935959,2.2123093915235827
2011,39660.0,100850.0,25010.8,16987.9808,19642.3528,13499.3776,5687.94,0.0,17317.0,2594.0,8458.0,37.0,46887.0,39192.0,431.3,19.52,124.0,5249637.0,8174.957238,0.183430033,1061.3481791727952,14.77015126935959,2.2123093915235827
2012,39900.0,414820.0,101216.08,62093.57616,71188.08984,66797.63496,21011.46264,0.0,66986.0,31188.999999999996,31419.000000000004,189.0,50839.0,156742.0,304.1,18.73,273.0,23134497.0,26858.31301,0.202329148,4545.690602049323,511.44447994240363,1.3454144750971204
2011,39900.0,414820.0,101216.08,63661.59576000001,67738.44671999999,66797.63496,21011.46264,0.0,66423.0,25979.0,31071.0,189.0,57354.99999999999,154435.0,328.4,18.28,299.0,22073323.0,26858.31301,0.202329148,4545.690602049323,511.44447994240363,1.3454144750971204
2012,40140.0,4143113.0,1217644.154,456955.642836,814511.4337260001,485813.140344,249313.44358799997,0.0,565078.0,256206.0,360497.0,869.0,106251.0,1250560.0,823.5999999999999,11.5188679245283,212.0,131454509.0,1878215.292,0.215335063,66786.96635946438,21548.263491425525,218.91494435617676
2011,40140.0,4143113.0,1217644.154,474601.111866,800466.592356,487414.858698,231297.350742,0.0,559512.0,236545.0,352744.0,869.0,112358.0,1239334.0,662.6,11.84914498141264,269.0,128242802.0,1878215.292,0.215335063,66786.96635946438,21548.263491425525,218.91494435617676
2012,40860.0,63014.0,11972.66,10208.268000000002,14189.492520000003,9136.39986,4236.43122,0.0,7455.0,2587.0,3997.999999999999,28.0,43600.0,24008.0,232.1,25.11,131.0,2499458.0,659.1791733,0.187537806,29.460724197459502,4.175547618680581,1.8846580840720435
2011,40860.0,63014.0,11972.66,10412.43336,12811.37634,9136.39986,4134.34854,0.0,7866.0,2970.0,3965.999999999999,28.0,47147.0,24588.0,217.9,21.72,153.0,2525939.0,659.1791733,0.187537806,29.460724197459502,4.175547618680581,1.8846580840720435
2012,40900.0,1400949.0,361444.842,154886.11954199997,294179.67671399994,174636.698544,87318.349272,0.0,254608.0,86257.0,122367.0,604.0,52655.0,456474.0,353.20000000000005,10.29,74.0,102808992.0,236683.3506,0.292572955,41395.73116788029,12214.78912551853,353.38946369718536
2011,40900.0,1400949.0,361444.842,165281.161122,277547.610186,175676.202702,87318.349272,0.0,256873.0,77964.0,119138.0,604.0,56882.0,456259.0,499.1,15.409999999999998,110.0,99558297.0,236683.3506,0.292572955,41395.73116788029,12214.78912551853,353.38946369718536
2011,41180.0,1348995.0,312734.781,214632.780555,308910.499266,206564.863857,99358.917888,0.0,251770.00000000003,65031.0,127881.0,331.0,91775.0,509618.0,1731.0000000000002,20.77,252.0,143436430.0,78780.67265,0.264890306,20154.2488024052,3468.876828158172,248.6262044459522
2012,41180.0,992408.0,233215.88,133617.81311999998,220165.7148,147283.27128000002,68327.29079999999,0.0,184751.0,48145.0,79098.0,236.0,55290.0,398748.0,530.7,14.75,155.0,148184150.0,78780.67265,0.264890306,20154.2488024052,3468.876828158172,248.6262044459522
2011,41620.0,1093324.0,321657.384,96050.776218,184725.62101100004,97495.009521,53547.87182400001,0.0,214838.0,37142.0,64846.0,724.0,121035.0,394651.0,479.9,23.081666666666663,1122.0,66039322.0,10869.05833,0.278816014,9708.835653884851,1956.7748131857861,52.39034274911184
2012,41620.0,1093324.0,321657.384,93039.828584,190951.29167000004,95724.519799,52420.99215700001,0.0,207150.0,43620.0,64819.0,724.0,117205.0,391687.0,510.7999999999999,22.436753371868974,1038.0,69432206.0,10869.05833,0.278816014,9708.835653884851,1956.7748131857861,52.39034274911184
2012,41700.0,1651448.0,462405.44000000006,203326.27776000003,336499.0444799999,234241.38432,101068.6176,0.0,278930.0,58145.0,161148.0,684.0,47724.0,587734.0,655.6,16.4,103.0,93583438.0,80175.81478,0.202910436,26187.4777514678,5340.4308176224395,193.42429761107087
2011,41700.0,1651448.0,462405.44000000006,209271.49056,304394.89536,236619.46944,96312.44736,0.0,262032.00000000003,52047.0,159725.0,684.0,45794.0,551957.0,552.3,17.21,195.0,89404113.0,80175.81478,0.202910436,26187.4777514678,5340.4308176224395,193.42429761107087
2012,41740.0,3053793.0,739017.906,310179.862596,532398.27162,402770.866356,168978.581862,0.0,587232.0,164320.0,205901.00000000003,2042.0,59759.0,1069849.0,472.1,11.49,148.0,178060071.0,548909.4649,0.275573475,78968.55788719754,23432.33122568927,186.50471153155033
2011,41740.0,3053793.0,739017.906,321753.73806600005,502306.1953979999,400456.091262,164349.031674,0.0,579978.0,151299.0,205676.99999999997,2042.0,62820.0,1059494.0,478.9,13.79,210.0,172673079.0,548909.4649,0.275573475,78968.55788719754,23432.33122568927,186.50471153155033
2012,41860.0,1491482.0,344532.342,136487.009302,232830.78057400003,215626.535704,82580.375376,0.0,312194.0,85521.0,99800.0,1372.0,66937.0,461339.0,459.7,12.66,98.0,364090399.0,239835.7473,0.226842395,123020.24713890543,36088.835813754136,593.7986492952874
2011,41860.0,2532756.0,603809.568,246905.14329599997,416026.389714,349608.439088,141907.948188,0.0,498207.00000000006,135559.0,163267.0,1979.0,148686.0,788043.0,848.9,12.772147239263802,163.0,329132010.0,239835.7473,0.226842395,123020.24713890543,36088.835813754136,593.7986492952874
2011,41940.0,1784642.0,435452.648,136268.12455200002,272536.24910400005,184838.941224,99840.012048,0.0,398084.0,96379.0,95287.0,1067.0,88525.0,628098.0,320.2,11.23,101.0,183106308.0,83045.57787,0.218702937,60631.568604436645,14926.894771871766,168.34710171017392
2012,41940.0,1784642.0,435452.648,130871.36714400002,287377.331976,179442.18381600003,98490.822696,0.0,397676.0,97428.0,93836.0,1067.0,84627.0,630618.0,305.6,11.57,83.0,193307579.0,83045.57787,0.218702937,60631.568604436645,14926.894771871766,168.34710171017392
2011,42140.0,147532.0,30539.124,20707.739052,15092.081004,16262.009764000002,4679.715040000001,0.0,20509.0,4823.0,10138.0,42.0,55000.0,52244.00000000001,293.9,16.1,145.0,6104558.0,1551489.678,0.11497716,496.8447803029695,21.62949071221731,3.1133878139765105
2012,42140.0,147532.0,30539.124,20122.774672,16379.002640000002,15443.059632,5030.693668,0.0,19844.0,5452.0,10546.0,42.0,48507.0,50207.0,223.7,19.42,142.0,6137016.0,1551489.678,0.11497716,496.8447803029695,21.62949071221731,3.1133878139765105
2011,42420.0,36865.0,9253.115,5549.988885000001,8587.296235,3037.30735,2788.8003850000005,0.0,4737.0,1017.0,3321.0,18.0,41774.0,13884.0,213.4,20.75,162.0,1481862.0,3562.314015,0.2,280.5278327118293,52.31665924761781,3.0847329050141306
2012,42420.0,36865.0,9253.115,5549.988885000001,8946.25074,3147.75489,2816.41227,0.0,4854.0,1028.0,3948.0,18.0,40088.0,14432.0,213.4,17.23,96.0,1563905.0,3562.314015,0.2,280.5278327118293,52.31665924761781,3.0847329050141306
2012,42580.0,192747.0,40091.376,33126.270408000004,44880.753456,26409.422952,18013.363632,0.0,20424.0,7583.999999999999,15033.0,34.0,48582.00000000001,67881.0,521.7,14.86,204.0,9323974.0,17878.81485,0.20471174,400.8024098752077,13.57644087760632,2.0018476829041942
