factor,cbsacode,adf_p_original,adf_p_final
children_single_parent,40060,0.8383577692323562,0.7680784096925425
children_single_parent,41180,0.8438427120905498,0.8675118479475344
children_single_parent,41620,0.9933581602812894,0.01527582133056252
children_single_parent,41700,1.2899586460885754e-05,0.0
children_single_parent,42660,0.5825505561028741,0.595259716970912
children_single_parent,43580,0.6130346808989654,0.23572661341562223
children_single_parent,43620,0.15938326053125162,0.037721846676603527
children_single_parent,44060,0.45052115985849134,0.4985015387602212
children_single_parent,44140,0.27747222362058754,0.8592368185963637
children_single_parent,45780,0.015184728722060664,4.771307787805631e-30
children_single_parent,45820,0.7966901187138318,0.903842535646696
children_single_parent,46140,0.9263195490387124,0.17624071582878947
children_single_parent,47260,1.0,0.9839740143640209
children_single_parent,48620,0.26335559075785214,0.0051912600908316
children_single_parent,49340,0.6233170180014614,0.6253980806144436
depressed,10740,0.17455130971533017,0.012450060940827644
depressed,11260,0.036532109641900276,1.5652971162413353e-25
depressed,12060,3.772754287276039e-09,3.772754287277458e-09
depressed,12260,0.665590226787375,0.0006755174705213529
depressed,12420,0.4105175781847389,0.029725511618509018
depressed,12580,0.6451628408050085,0.276253069288397
depressed,12940,0.6268435392642527,4.375905463230458e-13
depressed,13740,0.18305506019255813,0.01404751328461936
depressed,13820,0.9899419568928304,0.0012187517385194083
depressed,13900,0.5480318140527982,0.03058019904833404
depressed,14260,0.00016516649611491245,0.00016516649611490213
depressed,14460,0.05809924786640328,0.0580967908454836
depressed,15540,0.15251049558466023,0.0
depressed,16620,2.5198873877454465e-28,2.519887387744995e-28
depressed,16700,0.6479981042334344,2.052361192783088e-06
depressed,16740,0.0685771823369357,0.008954363379895908
depressed,16980,0.061369092023261594,7.350312024292204e-30
depressed,17140,0.47996786768997945,0.5815007951753528
depressed,17820,0.32690124587423564,0.43088620895813445
depressed,18140,1.0286580756004425e-05,8.050970026883578e-05
depressed,19100,0.08389496477444713,0.19842558583127462
depressed,19740,0.1196343208089472,0.008000742906887091
depressed,19780,2.044552310638489e-19,2.044552310637489e-19
depressed,19820,0.9744202691229733,0.6474761606643618
depressed,20260,5.67943687496979e-06,5.679436874962689e-06
depressed,22020,0.2965261878363312,0.1882942257682368
depressed,22220,1.3230699941750277e-23,0.00047559322311044083
depressed,24340,0.05354215308173569,0.00030097396728762793
depressed,24860,0.8560694255234069,0.011025064620957729
depressed,25180,0.1597664836063516,5.365432901008409e-05
depressed,26420,0.016239404237709972,0.0162394042377099
depressed,26580,0.00043854635240681337,0.00043854635240681044
depressed,26900,0.005366180197472296,0.0053661801974722615
depressed,28140,0.07717225002630322,0.030166851378891853
depressed,28940,0.9990085558747259,0.00012173686969816914
depressed,30700,0.9988357637976409,0.0
depressed,30780,0.9990075349473704,4.185478972923597e-05
depressed,31080,0.72420796514833,4.627851601845741e-11
depressed,31140,8.079772813017146e-07,9.564058501430122e-08
depressed,32820,0.0,0.0
depressed,33340,0.7091088484345429,0.6375601212641292
depressed,33460,0.16007373212389947,0.08715363475340099
depressed,34980,0.001752451262562358,0.020182440897350374
depressed,35380,1.0,0.0003970359264129524
depressed,35620,0.11088055490987525,0.00933774390612115
depressed,36260,0.18541798938177734,9.564885182197701e-05
depressed,36420,1.20858814724897e-19,1.6717488236855626e-10
depressed,36540,0.8509582767034751,0.02436114272553984
depressed,37980,0.5958702827696589,0.18874021876714925
depressed,38060,0.07303464556049913,0.005330819540287242
depressed,38300,2.984527798040835e-05,2.984527798040835e-05
depressed,38860,0.2825992898655427,0.009280626015432288
depressed,38900,0.9978353663575134,2.4751453181887662e-28
depressed,39300,0.1957726818661651,0.06480424708041908
depressed,39340,0.223579635754524,3.1498479052045678e-24
depressed,39660,3.0362847540125433e-07,3.0362847540125433e-07
depressed,39900,0.0009585720899379409,0.0009585720899379083
depressed,40060,0.8006693039198631,1.5970418685031403e-06
depressed,41180,0.7670897441607181,0.0
depressed,41620,0.046859935750199706,0.04685993575019795
depressed,41700,0.9952007585506999,0.2945149848588352
depressed,42660,0.9979375846745248,0.16924384935422615
depressed,43580,1.0,0.0001547247390449064
depressed,43620,1.0,0.8122383180404933
depressed,44060,1.2468049541230476e-19,1.2468049541232537e-19
depressed,44140,0.12727364418078124,0.14160201518298704
depressed,45780,0.2820226481972078,0.991907215019518
depressed,45820,0.16217812943833693,0.052236094679517654
depressed,46140,0.0,0.0
depressed,47260,0.010073039926750372,0.011081105569590573
depressed,48620,0.9865308482597277,0.9859472157009155
depressed,49340,0.9607395425001801,8.257781126492395e-05
driving_alone_to_work,10740,0.9584902778511227,0.0
driving_alone_to_work,11260,0.11937769228431738,0.7791736950402726
driving_alone_to_work,12060,0.02652455597920299,0.03528144476540151
driving_alone_to_work,12260,0.7941539768198967,0.9069711950701944
driving_alone_to_work,12420,0.2719985709865891,9.981336427632128e-16
driving_alone_to_work,12580,0.9769122955160876,0.9773152928933955
driving_alone_to_work,12940,0.6231354347853729,0.9990880798310859
driving_alone_to_work,13740,0.9260462921138444,5.0808242712670584e-08
driving_alone_to_work,13820,0.011919129874011584,0.13889310754368828
driving_alone_to_work,13900,5.107652129886494e-29,0.0
driving_alone_to_work,14260,0.3119954038985525,1.2196254240045125e-05
driving_alone_to_work,14460,0.4893912279082513,0.0008160870629340157
driving_alone_to_work,15540,0.07966416291207223,0.6151848392500733
driving_alone_to_work,16620,3.7834268580666185e-09,0.0
driving_alone_to_work,16700,0.7843694082616417,0.9431565568903661
driving_alone_to_work,16740,2.711879389192862e-13,6.534992671592463e-12
driving_alone_to_work,16980,0.35027303194942483,0.0
driving_alone_to_work,17140,0.9944770306223137,0.0
driving_alone_to_work,17820,0.5928319800589655,0.0
driving_alone_to_work,18140,0.24576054485178878,0.0
driving_alone_to_work,19100,0.5704859486997542,0.13606557180844547
driving_alone_to_work,19740,2.7060504830113426e-09,0.03820221900917938
driving_alone_to_work,19780,1.0,0.0009291834645601409
driving_alone_to_work,19820,0.547621943870904,0.0017121206139797916
driving_alone_to_work,20260,0.7497954818924675,0.926792668154685
driving_alone_to_work,22020,0.3441152660139283,0.0022980898927334216
driving_alone_to_work,22220,0.9949735652064656,0.9978321536608169
driving_alone_to_work,24340,5.152129996097031e-12,0.0
driving_alone_to_work,24860,0.8828613641218686,0.9226486446116053
driving_alone_to_work,25180,0.9800049713582113,0.9833953590657494
driving_alone_to_work,26420,0.5918431931510892,0.016573905773623575
driving_alone_to_work,26580,0.4764659282273948,0.0
driving_alone_to_work,26900,0.7342016555367248,0.0006940258203011064
driving_alone_to_work,28140,1.5001371196115805e-13,0.012445436089023041
driving_alone_to_work,28940,0.03855652032545722,0.021136248864136523
driving_alone_to_work,30700,0.6833888181723653,0.5864900319999385
driving_alone_to_work,30780,0.5320841552859077,2.6120560747651504e-12
driving_alone_to_work,31080,0.35520893817872023,3.484410675733109e-07
driving_alone_to_work,31140,0.4472678757042725,0.6978787944378654
driving_alone_to_work,32820,1.0,0.035517351704505484
driving_alone_to_work,33340,0.0,0.0
driving_alone_to_work,33460,0.0,0.0
driving_alone_to_work,34980,0.5776142975982527,0.0
driving_alone_to_work,35380,0.391264526088703,0.0
driving_alone_to_work,35620,0.0,0.0005649120433337527
driving_alone_to_work,36260,0.05178789163587968,5.299995319987771e-05
driving_alone_to_work,36420,0.9959602651883747,0.7560974849775342
driving_alone_to_work,36540,0.1677201787742459,0.0019309553028765882
driving_alone_to_work,37980,0.4118115849985523,1.1960079901768634e-07
driving_alone_to_work,38060,0.08367245483523661,0.8485303665767476
driving_alone_to_work,38300,0.03455659452025176,0.0
driving_alone_to_work,38860,0.9272583252989524,6.400413826644087e-13
driving_alone_to_work,38900,0.0001570229492161556,0.8868212156910286
driving_alone_to_work,39300,0.0,0.0
driving_alone_to_work,39340,0.6568476572113142,0.0
driving_alone_to_work,39660,0.08384318153332893,0.5529535392641158
driving_alone_to_work,39900,0.2040773806536868,0.3250397064276721
driving_alone_to_work,40060,0.999026913084793,1.0
driving_alone_to_work,41180,0.10411362015451198,1.6414103856504473e-10
driving_alone_to_work,41620,0.5957201157398717,6.332664078525372e-12
driving_alone_to_work,41700,0.039148333922322136,5.197499278692403e-19
driving_alone_to_work,42660,1.3486394733716855e-05,0.007267188840274904
driving_alone_to_work,43580,3.452719064667783e-30,0.00010262761295678687
driving_alone_to_work,43620,2.344956838326214e-16,2.34495683831394e-16
driving_alone_to_work,44060,0.0005637209980289959,0.10480760368612485
driving_alone_to_work,44140,0.8665989520590056,0.34164313122283285
driving_alone_to_work,45780,0.1956831445640677,5.494475543705565e-08
driving_alone_to_work,45820,0.005808132213990989,0.00017560752604677985
driving_alone_to_work,46140,0.1919488325911713,0.4406063107309211
driving_alone_to_work,47260,0.2646242535582084,0.0
driving_alone_to_work,48620,0.994506756891442,0.03711342394994376
driving_alone_to_work,49340,1.8469796632365335e-05,0.06344523494645639
excessive_drinking,10740,0.8087783256337486,0.002895672172453071
excessive_drinking,11260,0.018982622701035755,0.018982622701037604
excessive_drinking,12060,0.40002459975803595,0.07389643860745194
excessive_drinking,12260,0.2007850393493107,0.20485890351129965
excessive_drinking,12420,0.2945209622929368,7.219632254832091e-07
excessive_drinking,12580,0.9015682802557619,0.0
excessive_drinking,12940,0.9119754164475824,3.0764501414484935e-07
excessive_drinking,13740,0.8007381471787156,0.0
excessive_drinking,13820,0.4203005676017628,0.0005955061717023575
excessive_drinking,13900,0.5178274080523458,9.84446423679751e-20
excessive_drinking,14260,1.0,0.02386437662737196
excessive_drinking,14460,0.970083079556087,0.059669788844437945
excessive_drinking,15540,5.812606976282121e-09,5.8126069762880324e-09
excessive_drinking,16620,1.0,1.0
excessive_drinking,16700,0.42704703716155645,0.4195086374076584
excessive_drinking,16740,0.4610598580799241,5.652039208880511e-25
excessive_drinking,16980,0.8502702823500357,0.0016816797508259532
excessive_drinking,17140,0.22672941648060752,0.0
excessive_drinking,17820,0.9375424685442163,0.9054168925554967
excessive_drinking,18140,0.9887188164881558,0.6830271893805628
excessive_drinking,19100,0.060665566791024896,0.0036624315781577338
excessive_drinking,19740,0.19489483847531897,0.006230800015739909
excessive_drinking,19780,0.972258107494288,0.9236542833572735
excessive_drinking,19820,0.00047289467590976345,3.3446866146431194e-05
excessive_drinking,20260,0.984910392561327,0.8730212716177639
excessive_drinking,22020,0.35350069985616994,0.006051390308309498
excessive_drinking,22220,0.45847460845940335,1.4803780589642835e-19
excessive_drinking,24340,0.6524897218935959,5.981665468514906e-12
excessive_drinking,24860,0.9078378471940722,0.01571048036366339
excessive_drinking,25180,0.4956351325086788,9.230867107128164e-05
excessive_drinking,26420,9.393245644862168e-11,7.31803133524176e-17
excessive_drinking,26580,0.7992313769177146,0.14388439719113966
excessive_drinking,26900,0.14337276427656664,2.259889276997808e-09
excessive_drinking,28140,0.5480978131566029,3.1809416036886705e-26
excessive_drinking,28940,0.9325778049350781,0.016872530981333213
excessive_drinking,30700,0.5031896331667767,0.3274762589196808
excessive_drinking,30780,0.0606181065413033,1.6673199325863714e-05
excessive_drinking,31080,0.48075308208494333,0.007688754108301098
excessive_drinking,31140,0.1824560767276353,1.3902932673595371e-29
excessive_drinking,32820,0.9990794538218513,0.036305170440242104
excessive_drinking,33340,0.4393180206410516,3.480794052135166e-15
excessive_drinking,33460,0.31934386516087215,0.046581319574755864
excessive_drinking,34980,0.809975337782658,0.02363972745824799
excessive_drinking,35380,0.889185116716984,3.2710435973180235e-30
excessive_drinking,35620,4.565158921727578e-06,2.5536006165056273e-05
excessive_drinking,36260,2.54142450213073e-30,5.115029374438016e-13
excessive_drinking,36420,0.3000304002467093,0.41753968621814586
excessive_drinking,36540,1.9319591878431895e-23,0.0004687961294205944
excessive_drinking,37980,0.21428393300025617,0.09160858048324466
excessive_drinking,38060,0.5782549098353224,0.012058475048129591
excessive_drinking,38300,0.14891497919591568,0.0
excessive_drinking,38860,1.0,1.4361619106092032e-28
excessive_drinking,38900,0.0,0.021943756125627264
excessive_drinking,39300,0.13338753356493227,0.14079241153768507
excessive_drinking,39340,4.408780411308043e-18,4.248372278048812e-07
excessive_drinking,39660,1.0,0.9646340467316504
excessive_drinking,39900,0.9952013133327582,0.9990705463329594
excessive_drinking,40060,0.004195818617103989,9.8679417732367e-24
excessive_drinking,41180,1.1474993238668521e-12,1.1474993238669644e-12
excessive_drinking,41620,0.37770583382563006,4.565788967085533e-10
excessive_drinking,41700,0.26945753181158383,0.49352282600159575
excessive_drinking,42660,0.0,8.07041469144578e-06
excessive_drinking,43580,0.0,0.016343707432180502
excessive_drinking,43620,0.4277312941116811,0.009910758701419636
excessive_drinking,44060,0.07672075096617556,0.06642548604735228
excessive_drinking,44140,1.8062603850228262e-06,1.8062603850222841e-06
excessive_drinking,45780,0.6351648641998465,0.06274409939902098
excessive_drinking,45820,0.023335673206334676,0.023335673206334492
excessive_drinking,46140,0.1565524457460407,0.013871081597834675
excessive_drinking,47260,0.7894277616913375,2.6857695850290217e-25
excessive_drinking,48620,0.9667846638492114,0.021469323821896476
excessive_drinking,49340,0.07036483194184627,9.377699723382364e-05
gdp,10740,0.9985130681915176,0.961861055051394
gdp,11260,0.9982899675544822,0.0
gdp,12060,0.6799311792173419,0.0
gdp,12260,7.980031373914505e-23,0.029754235484840633
gdp,12420,0.9988827038608461,0.007818664338617626
gdp,12580,0.0067106848090161845,1.2651481064198077e-24
gdp,12940,0.006396843552208708,0.0
gdp,13740,1.0,0.30693097490870647
gdp,13820,0.9988759951701958,2.915849257395809e-12
gdp,13900,0.7708634078990155,4.294069373307501e-08
gdp,14260,0.19464864821992428,0.014111943899835978
gdp,14460,0.9985400382490695,1.6798320070834405e-16
gdp,15540,0.9979332335600875,0.5717726362899672
gdp,16620,0.4528730464009812,1.1732595239727328e-18
gdp,16700,1.0,1.0
gdp,16740,0.273668709715171,0.014872633596811386
gdp,16980,0.877713993407965,0.9218629884907342
gdp,17140,0.616693019078214,8.794044752903446e-09
gdp,17820,0.9990726525397948,0.049987889321091085
gdp,18140,0.6389713621317014,0.0
gdp,19100,0.9856698644673059,8.247148879093504e-15
gdp,19740,0.9990067197961263,6.863901712736957e-29
gdp,19780,0.9634819166101716,0.02903265450717836
gdp,19820,1.0,0.9949544057502276
gdp,20260,0.1795496050406215,0.0
gdp,22020,0.017974832416494023,0.017974832416494183
gdp,22220,0.6970163273149492,0.8011130951642067
gdp,24340,0.9890811158185074,0.1965550353520018
gdp,24860,0.9983228395829997,0.0034031272737153275
gdp,25180,0.6337203465273982,0.04507307561133297
gdp,26420,0.107981600239823,0.4438521853812338
gdp,26580,6.1705777800137e-06,2.558624611519623e-07
gdp,26900,0.9987116813195158,1.0
gdp,28140,7.322308041063392e-22,0.0
gdp,28940,1.0,0.9974316364160273
gdp,30700,0.9854376195173921,4.8182663487736295e-06
gdp,30780,0.8975173289290703,0.9264432519436517
gdp,31080,2.802519466109092e-09,0.9644779094806125
gdp,31140,0.9082347097758436,0.005543284945873062
gdp,32820,0.9129993184324496,0.8229214331408068
gdp,33340,0.994859495838086,0.004169547394674683
gdp,33460,0.999082398560957,0.0
gdp,34980,0.8606612499693447,0.03142927254446646
gdp,35380,0.022352950191191896,0.43705307342755073
gdp,35620,0.9978836654141323,0.003524817699665933
gdp,36260,0.014682081242258725,0.9958457081015836
gdp,36420,0.36613734746168547,0.00021054725586276107
gdp,36540,1.0,1.0
gdp,37980,0.84636136717156,0.8645065673575604
gdp,38060,0.872344146268164,0.9854160126331215
gdp,38300,2.3147727701700633e-30,0.11497536304329525
gdp,38860,0.012145243161651732,0.05391259695856617
gdp,38900,0.00012780567988831593,0.0
gdp,39300,1.0,0.0
gdp,39340,0.9599835329404428,4.121986633491208e-24
gdp,39660,1.0,0.0010420264854237255
gdp,39900,0.0554500176869235,0.0002066133417444985
gdp,40060,0.0028072788118173038,3.4163207467235515e-12
gdp,41180,0.0,0.0
gdp,41620,0.2997843544177381,0.010718400618808447
gdp,41700,0.9978007353736605,1.45618304792e-21
gdp,42660,0.30884616607232673,6.791836286297576e-10
gdp,43580,0.2654476440026792,0.010832467704330306
gdp,43620,0.0004552737563575299,2.4498710458374527e-17
gdp,44060,0.997776057997951,0.0017135350738247614
gdp,44140,0.9990379186425857,0.012288746727328395
gdp,45780,0.9977838327169056,0.0
gdp,45820,0.03994465576275297,0.03994465576275316
gdp,46140,0.00039373536871962047,4.133853149757498e-16
gdp,47260,0.9927920552724246,0.9973666936555182
