cbsacode,Year,factor,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_k,SSAMI,ln_pop_beta,ln_pop_p,ln_pop_CI_lower,ln_pop_CI_upper
14460.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.14176438641210076,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
15540.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-1.0826259813324466,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
16620.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-1.3315914326279863,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
16700.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-0.3448503999182311,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
16740.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.07804461816823327,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
16980.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.8191409023183631,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
17140.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.18095780367758785,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
17820.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-0.5434033342883318,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
18140.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.22581203718510068,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
19100.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.6941396673904432,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
19740.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.8031612658276721,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
19780.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-0.09981197517377893,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
19820.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.16246435436704054,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
20260.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,0.7013724611907719,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
22020.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-0.23398620268601178,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
22220.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-0.7211494522638748,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
24340.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-0.20641422926155784,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
24860.0,2011.0,excessive_drinking,0.08213124396267325,0.002,0.08213124396267325,0.001,0,-0.7248201519162052,0.8821181822704399,5.981609165239657e-202,0.8394160524167849,0.924820312124095
