,cbsacode,factor,SAMI,beta,p_value,CI_lower,CI_upper,logY0_hat,n_used,r2
13,10740.0,BINGE,-0.05314560662223755,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
14,10780.0,BINGE,0.02730453396017829,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
15,10820.0,BINGE,0.16495309169866346,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
16,10860.0,BINGE,-0.02465029524290152,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
17,10900.0,BINGE,0.03732300680925782,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
18,10940.0,BINGE,0.15433721201462625,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
19,10980.0,BINGE,-0.026956240873563075,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
20,11020.0,BINGE,0.022090496406104165,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
21,11060.0,BINGE,-0.15685581892009992,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
22,11100.0,BINGE,0.05864896648983198,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
23,11140.0,BINGE,-0.21039395749019896,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
24,11180.0,BINGE,0.32877277549396666,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
25,11200.0,BINGE,0.13837176345187707,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
26,11220.0,BINGE,0.1261739672641653,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
27,11360.0,BINGE,0.003004410813383984,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
28,11380.0,BINGE,0.1377334653395792,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
29,11420.0,BINGE,-0.060459788666426206,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
30,11460.0,BINGE,0.09238217641266289,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
31,11500.0,BINGE,-0.16087356899951644,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
32,11540.0,BINGE,0.24186070074823895,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
33,11580.0,BINGE,-0.0864622814035183,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
34,11620.0,BINGE,-0.19333306544228535,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
35,11680.0,BINGE,0.013284415455165899,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
36,11700.0,BINGE,-0.02741932261555924,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
37,11740.0,BINGE,-0.003439830042827552,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
38,11820.0,BINGE,0.06295433998165656,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
39,11860.0,BINGE,0.045503729202182264,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
40,11900.0,BINGE,0.13464000125853204,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
41,11940.0,BINGE,-0.1368965585384725,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
42,11980.0,BINGE,-0.058127091213776794,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
43,12020.0,BINGE,-0.053830551934220594,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
44,12060.0,BINGE,-0.11836921891456065,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
45,12100.0,BINGE,-0.10618027210484904,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
46,12140.0,BINGE,-0.02563250188996591,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
47,12180.0,BINGE,0.08384126308760642,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
48,12220.0,BINGE,-0.09247805981821244,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
49,12260.0,BINGE,-0.13847241666312016,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
50,12300.0,BINGE,-0.050221284472948824,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
51,12380.0,BINGE,0.19973203410549267,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
52,12420.0,BINGE,0.1737270979064931,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
53,12460.0,BINGE,-0.21676698005962258,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
54,12520.0,BINGE,0.021527549274533264,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
55,12540.0,BINGE,0.043797482850701286,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
56,12580.0,BINGE,-0.09648751013411072,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
57,12620.0,BINGE,-0.1300291457427889,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
58,12660.0,BINGE,0.2875242201296242,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
59,12700.0,BINGE,-0.026790221601281416,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
60,12740.0,BINGE,0.1999460701828859,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
61,12780.0,BINGE,-0.2696370665196639,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
62,12860.0,BINGE,0.11917941925880626,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
63,12940.0,BINGE,0.11005499396722485,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
64,12980.0,BINGE,0.026734298522107736,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
65,13020.0,BINGE,0.0580778071500081,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
66,13060.0,BINGE,-0.048260258357764485,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
67,13100.0,BINGE,0.04210692066172328,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
68,13140.0,BINGE,0.053661630327310306,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
69,13180.0,BINGE,0.2243200348595451,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
70,13220.0,BINGE,-0.219871630073051,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
71,13260.0,BINGE,-0.08933400513097567,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
72,13300.0,BINGE,0.14753114411854185,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
73,13340.0,BINGE,-0.0019862354638746638,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
74,13380.0,BINGE,0.11880660157911116,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
75,13420.0,BINGE,0.16303385179823238,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
76,13460.0,BINGE,0.07761395216538602,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
77,13540.0,BINGE,0.052919337727797,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
78,13660.0,BINGE,0.03473708523266339,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
79,13700.0,BINGE,0.1253989138704945,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
80,13740.0,BINGE,0.2539351938597161,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
81,13780.0,BINGE,-0.0017255966924629718,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
82,13820.0,BINGE,-0.17869543562570733,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
83,13860.0,BINGE,0.08342559908411751,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
84,13900.0,BINGE,0.27061384858181725,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
85,13940.0,BINGE,-0.07106407225135492,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
86,13980.0,BINGE,0.051161356546808534,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
87,14010.0,BINGE,0.18778698620345402,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
88,14020.0,BINGE,0.023008411613997026,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
89,14100.0,BINGE,0.05781289769545772,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
90,14140.0,BINGE,-0.14463189664189358,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
91,14180.0,BINGE,-0.13441585013982937,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
92,14220.0,BINGE,-0.0508170397246861,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
93,14260.0,BINGE,-0.022291617258733964,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
94,14300.0,BINGE,0.09200469095802077,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
95,14380.0,BINGE,0.16114048697154004,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
96,14420.0,BINGE,0.11532219912159647,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
97,14460.0,BINGE,0.04949796678429763,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
98,14500.0,BINGE,0.18996239750758193,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
99,14540.0,BINGE,-0.16219677660967413,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
100,14580.0,BINGE,0.41361512864865446,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
101,14620.0,BINGE,0.06907736519177021,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
102,14660.0,BINGE,0.1358264757020784,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
103,14700.0,BINGE,-0.0348262877452612,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
104,14710.0,BINGE,0.03336158198761652,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
105,14720.0,BINGE,0.2781164681340176,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
106,14740.0,BINGE,0.04094208918765396,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
107,14780.0,BINGE,-0.017308954157705614,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
108,14820.0,BINGE,-0.10560299392613537,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
109,14940.0,BINGE,-0.2806290427122544,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
110,15020.0,BINGE,-0.21142814066451265,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
111,15060.0,BINGE,-0.18496720182250748,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
112,15100.0,BINGE,0.38430159694628685,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
113,15180.0,BINGE,-0.14857637281135005,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
114,15220.0,BINGE,0.04118998834575116,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
115,15260.0,BINGE,-0.1773090655913112,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
116,15340.0,BINGE,-0.0007871279968387768,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
117,15380.0,BINGE,0.11927801679324723,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
118,15420.0,BINGE,-0.07766176973392724,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
119,15460.0,BINGE,0.11515954313120069,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
120,15500.0,BINGE,-0.005672560279995409,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
121,15540.0,BINGE,0.16274787024178217,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
122,15580.0,BINGE,0.2989542741205131,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
123,15620.0,BINGE,0.028925783320532972,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
124,15660.0,BINGE,-0.05394624649511215,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
125,15700.0,BINGE,-0.320226723810773,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
126,15740.0,BINGE,0.023881744291525564,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
127,15820.0,BINGE,-0.24336321578442544,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
128,15900.0,BINGE,0.08788523614997423,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
129,15940.0,BINGE,-0.022288182745031193,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
130,15980.0,BINGE,-0.0908525181983908,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
131,16020.0,BINGE,0.047026320629131035,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
132,16060.0,BINGE,0.06585556325412334,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
133,16100.0,BINGE,0.024362712209669013,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
134,16140.0,BINGE,0.24123324554466308,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
135,16220.0,BINGE,0.13115896286831763,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
136,16260.0,BINGE,-0.2952016129369266,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
137,16300.0,BINGE,0.22859767202669268,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
138,16340.0,BINGE,-0.10874156669886226,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
139,16380.0,BINGE,0.12801445124147648,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
140,16460.0,BINGE,0.05306870371074446,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
141,16500.0,BINGE,-0.02120322646922368,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
142,16540.0,BINGE,0.06979216506866415,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
143,16580.0,BINGE,0.0705173248180202,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
144,16620.0,BINGE,-0.08133344691996847,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
145,16660.0,BINGE,0.1163880155779573,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
146,16700.0,BINGE,0.14605194252500198,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
147,16740.0,BINGE,0.0424518213265479,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
148,16820.0,BINGE,0.0007064824941522829,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
149,16860.0,BINGE,-0.049006508250489134,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
150,16940.0,BINGE,-0.04147232953686775,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
151,16980.0,BINGE,0.07941648922666822,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
152,17020.0,BINGE,0.12004692022968122,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
153,17060.0,BINGE,-0.05698696992853591,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
154,17140.0,BINGE,0.086108876614583,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
155,17220.0,BINGE,-0.17297575916403574,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
156,17260.0,BINGE,-0.43758529814510183,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
157,17300.0,BINGE,-0.04077488467658341,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
158,17340.0,BINGE,-0.012552475377997752,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
159,17380.0,BINGE,-0.3107401270228376,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
160,17410.0,BINGE,0.034627622883240505,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
161,17420.0,BINGE,-0.13075127396124486,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
162,17500.0,BINGE,-0.07252959792277736,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
163,17540.0,BINGE,0.2270510781348598,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
164,17580.0,BINGE,0.03404471625533567,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
165,17650.0,BINGE,-0.0338019471375226,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
166,17660.0,BINGE,-0.006138702711087518,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
167,17740.0,BINGE,0.022070393686075107,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
168,17780.0,BINGE,0.08376095921010851,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
169,17820.0,BINGE,-0.03886635696238905,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
170,17860.0,BINGE,0.20440319076158353,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
171,17900.0,BINGE,0.01731604018167232,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
172,17980.0,BINGE,-0.18312281141800923,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
173,18020.0,BINGE,-0.09645921154440096,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
174,18060.0,BINGE,-0.2073760549780168,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
175,18100.0,BINGE,0.15231623031453445,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
176,18140.0,BINGE,0.0703710485302409,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
177,18180.0,BINGE,0.030636896744040243,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
178,18220.0,BINGE,-0.08165981477764994,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
179,18260.0,BINGE,-0.10627350097064969,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
180,18300.0,BINGE,-0.05507788861273255,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
181,18340.0,BINGE,-0.2787574844364702,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
182,18380.0,BINGE,-0.25031718716188855,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
183,18420.0,BINGE,-0.11931781677834863,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
184,18460.0,BINGE,-0.12990378619861076,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
185,18500.0,BINGE,0.0868433993268738,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
186,18580.0,BINGE,0.11818450497370137,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
187,18620.0,BINGE,0.007931333013688757,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
188,18660.0,BINGE,0.21753636627984818,1.0116094514974312,0.0,1.0040518428510288,1.0191670601438336,-1.9124289983511233,875,0.9875090027885478
