Year,cbsacode,population,adult_smoking,adult_obesity,excessive_drinking,diabetes_prevalence,some_college,unemployment,children_single_parent,mental_health_providers,median_household_income,driving_alone_to_work,sti,Sample_Size,gdp,Park_Area_Acres,Weighted_RESP,noise70n,noise80n,noise90n,smo_obe_dia,smo_obe,smo_dia,obe_dia,depressed,no_time_activity
2011,25720.0,21600.0,1277.3375999999996,3251.4048,1291.8528,812.8512,3694.0,757.0,700.0,7.0,64238.0,7569.0,137.7,87.0,2729234.0,2139606.469,0.12222419,265.662094814596,5.202806930275014,0.0704782235012208,-1.0752261607680798,-0.8954290447182872,-0.872976773623423,-0.8653772321233031,3693.6000000000004,5197.0
2011,25900.0,177835.0,26393.737195000005,30359.635530000003,27898.043460000004,9846.36828,24476.0,8159.000000000001,14425.0,25.0,51402.0,55001.0,339.1,243.0,6215025.0,8546.007292,0.14020134,0.0,0.0,0.0,-0.9169339190876944,-0.7570168912920334,-0.7378347128832295,-0.7511544300367721,28560.300999999996,26097.0
2011,25940.0,155215.0,22819.08844,24397.00413,24639.760390000003,9953.00666,20527.0,5703.999999999999,10000.0,16.0,55896.99999999999,49397.0,406.8999999999999,102.0,6875771.0,16254.17802,0.376757331,612.6020555134097,37.002990675051386,0.8522212511820811,-0.9362055210237136,-0.7812768397174021,-0.7485181143753896,-0.7634212083513691,19588.132999999998,25678.0
2011,26420.0,4627859.0,541612.686348,872967.3846330001,559498.802424,287043.28447199997,733075.0,170053.00000000003,403808.0,1470.0,136359.0,1590975.9999999998,659.0,348.0,386133020.0,286789.9252,0.324010138,73658.85616334112,11886.437924874706,398.0223038469288,3.2983801294651904,2.703207030085838,2.5986808188355033,2.777180155221213,565739.8046155173,940010.0
2011,26900.0,890879.0,172994.447736,200169.820752,109364.30604,66281.39760000001,159448.0,41351.0,96915.0,350.0,43823.0,339670.0,860.1,260.0,112321887.0,17966.87954,0.231203821,16111.69226389572,2482.956131857959,174.75579372424323,0.04610110189950869,0.07597696371232349,0.0737392836888802,-0.036580470859856384,180135.7338,354210.0
2011,28060.0,89624.0,12530.510687999998,14995.529184000005,12256.619744,4313.782368,12850.000000000002,4743.0,5004.0,10.0,44013.0,31175.999999999996,223.8,133.0,3083553.0,2414727.757,0.314818717,214.52892347507824,16.767281148599412,3.1229652739660945,-1.007756437295007,-0.8342847750173913,-0.8157834729453216,-0.8184266434535666,17019.597599999997,13639.0
2011,28140.0,1403530.0,216046.695004,300733.446852,177242.67488399998,87441.940474,268645.0,60877.0,113545.0,227.99999999999997,162742.0,559099.0,1784.6999999999998,783.0,104216859.0,70292.21528,0.244235328,20267.76612853364,2021.9512728896373,207.6093126289083,0.44168664511792044,0.4304648477489072,0.3402454586385363,0.3113021764179273,202357.29869348658,356331.0
2011,28180.0,64529.0,8330.113139000001,10225.587985,9976.183400000002,4140.116111,9091.0,2982.0,4581.0,6.0,62501.0,24560.0,180.6,82.0,2830133.0,1792.679985,0.090493435,0.0,0.0,0.0,-1.027941158565887,-0.8579448233235757,-0.8301730602138547,-0.8298301321453361,8091.936599999999,8597.0
2011,28300.0,77045.0,12264.947640000002,17344.370400000003,10096.90134,5017.47858,11094.0,2451.0,3858.0,52.0,53210.0,30846.0,190.5,103.0,3047955.0,4030.66921,0.2,29.799706878329285,0.8227940195208805,0.0,-1.0007551266128765,-0.8300369126785888,-0.8123042844494754,-0.8090149349404142,15963.723999999998,11762.0
2011,29820.0,1902834.0,323951.779998,364621.05108,262246.679046,120605.424588,296017.0,117413.0,158843.0,276.0,56691.0,679243.0,415.5,380.0,89714650.0,51449.41515,0.218764017,19596.925052870785,5293.971418087917,8.428312740515118,1.0003314528528995,0.9111759825766951,0.8861678529243597,0.653416035518008,274959.513,335020.0
2011,30150.0,142843.0,21140.850926,26932.343182,20988.461814,8717.852028,20934.0,4551.0,7781.0,161.0,105483.0,53844.0,271.9,255.0,9711583.0,11029.82735,0.192456708,468.76487678262833,8.378497254011025,3.194038646294535,-0.9422536347245112,-0.7811056223286932,-0.7614265422930679,-0.7655121496210956,32695.69837960784,35093.0
2011,30340.0,106539.0,17866.590300000003,25345.6281,15373.577700000002,7562.13822,15118.0,4903.0,8217.0,38.0,44484.0,39844.0,306.9,203.0,3837354.0,529.5946207,0.2,91.31355421280728,5.190424806839802,3.226901448430986,-0.9593313969516457,-0.7949297009997373,-0.7789094727354232,-0.77604816538073,27337.907400000004,20179.0
2011,30700.0,281531.0,41892.65739300001,56869.825062,41892.65739300001,15628.348872,53738.0,6859.0,14898.0,155.0,52228.0,120995.0,357.0,502.0,14562888.0,7997.452731,0.217807697,2278.61465073877,294.7300966621643,21.713721528219097,-0.8008928319994558,-0.6504060566510248,-0.6531661863788636,-0.6581958824108987,50591.12069999999,45176.0
2011,30780.0,381904.0,55641.12137600001,81167.202832,44742.345024,28680.9904,69133.0,11834.0,37766.0,123.0,45215.0,148116.0,786.1,152.0,31507228.0,20981.54628,0.371822899,5364.612006013692,1262.9218971183936,66.19082910585648,-0.6568318637013935,-0.5541428249985231,-0.5293995048551643,-0.5253823782608281,96010.66560000001,150422.0
2011,31080.0,12874797.0,1376797.959076,1962219.613054,1539870.3070480002,731942.329068,2239966.0,710678.0,1025570.0,7125.000000000001,130314.0,4273588.0,758.2,479.0,740339476.0,893320.7682,0.268954342,425757.3466247712,121632.82974787086,689.3523092153807,9.619405942844429,7.712824446520311,7.9799718752269015,7.869906922155095,1396230.0729895616,1637463.0
2011,31140.0,721594.0,136348.79427,175542.17238,73970.60094,65690.30979,132572.0,37330.0,65634.0,426.0,46745.0,271460.0,540.4,383.0,57589386.0,23793.51305,0.30098235,12613.291687940811,1884.0738143356348,76.94538566365607,-0.0952849378097607,-0.0936286818103076,-0.046125572941067707,-0.09358119997651843,132628.9772,275805.0
2011,31700.0,405906.0,57680.866224000005,81869.616576,56130.305303999994,23878.638168,77792.0,15034.0,24905.0,141.0,68613.0,175937.0,191.5,302.0,21651163.0,5620.123098,0.211720659,2320.594583187042,33.47758904358404,1.162590498225194,-0.6743974759844065,-0.5461508336541661,-0.5524217759994061,-0.5533522287059923,80572.341,67108.0
2011,33100.0,2500625.0,286896.70625,431307.8,258014.4875,175218.79374999998,399443.0,133020.0,218430.0,1141.0,43921.0,840895.9999999999,315.4,105.0,256728680.0,174375.1324,0.251442568,79165.8186666813,13742.947817459924,287.1206059768797,1.2964555884257376,0.9381598191907649,1.1040242700973182,1.1333233100642377,416854.18750000006,990463.0
2011,33340.0,959521.0,168171.40758600002,217041.731158,170327.451273,68274.716755,171449.0,43364.0,112834.0,162.0,45902.0,335924.0,97.4,223.0,84942358.0,35935.96516,0.200898212,14522.78767582529,1459.7841894478995,85.6511506197011,0.07349392126242371,0.0972421969150793,0.07068258474110115,0.012224080738729132,160911.6717,255752.0
2011,33460.0,2622530.0,355123.95335200004,494752.397936,379271.502014,132282.84960800002,578674.0,113491.0,169526.00000000003,2708.0,336676.0,1053160.0,1483.7,1451.0,203208911.0,171280.409,0.206950754,32775.59749857301,2619.825822375301,292.0408802017629,1.3699688094072933,1.2920583604534732,1.0567546662766691,1.0071376801966139,414864.18391660915,443997.0
2011,33540.0,108623.0,15302.265124999996,17138.53694,19237.1333,4372.07575,19813.0,3324.0,6242.0,13.0,43260.0,38963.0,261.8,162.0,4353799.0,1743.311682,0.225564805,625.3072210849323,38.56697778814832,6.150462945251984,-0.9964981032203108,-0.8208490297136362,-0.8066338660973426,-0.8134245259814519,20518.8847,15071.0
2011,33660.0,411721.0,75966.229989,92440.834083,43322.107062,37220.401842,58276.0,18774.0,44248.0,92.0,40951.0,143182.0,682.7,117.0,17513026.0,2038.121597,0.354336339,2539.8470710523693,270.61005433725506,17.39452872575897,-0.5414518158998358,-0.46524325401418587,-0.41248913507473145,-0.44850924007152104,82755.921,91316.0
2011,34820.0,263868.0,57196.55541600001,58034.600184,35197.880256000004,22208.186352,35508.0,15954.0,20707.0,14.0,42515.0,94025.0,484.5,147.0,9258039.0,11624.81445,0.29904492,1594.848250290259,12.418328977520645,0.5698388861995349,-0.7262319382586883,-0.59934004016422,-0.5642164689764991,-0.615263795925438,53222.1756,52359.0
2011,35620.0,12888946.0,1618162.520544,2253975.990456,1574644.392082,851999.2462979999,2546171.0,590191.0,929800.0,6131.0,1081926.0,2719193.0,4270.400000000001,1579.0,1312062449.0,486663.459,0.236718548,264388.38958731573,54067.27211568133,2735.2685226192193,11.362653439925177,9.110666475709893,9.482836313914506,9.239464139946218,1560048.9645317285,3452541.0
2011,35820.0,35670.0,5183.06502,8282.2173,4728.878909999999,2324.3642099999997,6176.0,881.0,2347.0,7.0,48080.0,14279.0,267.0,123.0,1978985.0,521.1004389,0.2,368.1811782606826,64.21475074199532,7.760741317240296,-1.0486317940736316,-0.8721383127140042,-0.8513058958292713,-0.845192464350894,7822.431,7289.0
2011,36260.0,532661.0,36001.125297000006,90315.720789,32379.698792999996,23679.936953999997,96527.0,17261.0,28243.0,119.0,118417.0,186841.0,476.9,491.0,18963675.0,2627.90863,0.204865459,7342.878578779911,1599.4223551901928,104.3689053033116,-0.7165320963996238,-0.5966123242135635,-0.6224071392186733,-0.5362688715019768,123986.34018126274,60278.0
2011,36420.0,961293.0,171811.270967,208466.848316,115267.181397,71845.33379599999,163942.0,26494.0,78635.0,171.0,98094.0,365998.0,882.7,474.0,58595935.0,24847.84233,0.298579618,8456.005287674601,1059.1982933509253,70.14575671674895,0.08563746265224574,0.09020464233582312,0.10415548475727265,0.015569151230817035,192407.66125632904,265665.0
