cbsacode,Year,factor,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_k,SSAMI,ln_pop_beta,ln_pop_p,ln_pop_CI_lower,ln_pop_CI_upper
10740,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.31529546158474275,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
11260,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.033881502203911396,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
12060,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.059586633472875405,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
12260,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.042123986915072464,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
12420,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.25515800429488245,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
12580,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.012789017482207399,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
12940,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.07590808976020291,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
13740,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.27860230615888426,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
13820,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.11746689557077872,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
13900,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.09670049502488354,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
14260,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.01357291734832522,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
14460,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.019177364783903528,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
15540,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.08194063567091803,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
16620,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.1864272347030198,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
16700,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.2695968453582793,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
16740,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.0988544186781386,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
16980,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.19111215220372912,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
17140,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.19100916890399944,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
17820,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.20190809269997878,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
18140,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.2594190976734705,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
19100,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.07651912134042504,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
19740,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.021210684676480795,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
19780,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.15136569535649258,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
19820,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.23188319074114183,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
20260,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.2815516708991641,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
22020,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.3075792034021809,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
22220,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.15808633287221951,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
24340,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.15175734478530778,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
24860,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.11007598008880848,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
25180,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.15118215010384617,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
26420,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.12247771761312265,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
26580,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.3607861596793711,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
26900,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.08676933253214791,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
28140,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.017028718942006194,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
28940,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.4514744354349691,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
30700,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.14510373912896668,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
30780,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.1832959209273728,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
31080,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.13453169857963587,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
31140,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.1030392776658271,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
32820,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.4535164936994711,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
33340,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.36267005736483604,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
33460,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.15970807329764547,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
34980,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.3448878794402699,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
35380,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.008442747499939784,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
35620,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.1606528944939445,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
36260,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.28766639647360925,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
36420,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.027960898597930495,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
36540,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.05258711510508185,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
37980,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.0654217986671064,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
38060,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.7859658720149394,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
38300,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.2550795896482789,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
38860,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.00419749493243593,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
38900,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.26607004371563114,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
39300,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,0.007246759602088204,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
39340,2011,excessive_drinking,0.3503942801399748,0.001,0.027884095872500507,0.114,132,-0.5665693341207305,1.0041843599263223,0.0,0.9899002499635474,1.0184684698890971
