cbsacode,Year,factor,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_k,SSAMI,ln_pop_beta,ln_pop_p,ln_pop_CI_lower,ln_pop_CI_upper,ln_area_beta,ln_area_p,ln_area_CI_lower,ln_area_CI_upper
38900,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.08127579761593573,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
39300,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.027708469674516678,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
39340,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.9082861984933484,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
39580,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.17573557315457933,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
39660,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.05469435644411824,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
39900,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.14584840886648287,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
40140,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.03609418436513856,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
40860,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.03508333990737711,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
40900,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.0947649936369821,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
41180,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.18127001569853007,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
41620,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.2204582375698969,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
41700,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.1417348670382701,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
41740,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.07439487699998892,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
