cbsacode,Year,factor,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_k,SSAMI,ln_density_beta,ln_density_p,ln_density_CI_lower,ln_density_CI_upper,detrended,adf_p_original,adf_p_final
48620,2021,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,2.846206455644511,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.43437998151377544,0.4402243048727069,6.948640036443935e-05
48620,2022,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,2.3430617893968835,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.31475953036251614,0.4402243048727069,6.948640036443935e-05
49340,2011,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-84.88753855093269,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,-0.49072897231737045,0.9207167197977808,0.18358245614427965
49340,2012,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-84.87878354086398,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,-0.14131858308475387,0.9207167197977808,0.18358245614427965
49340,2013,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-84.59184469077164,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.48627564617150654,0.9207167197977808,0.18358245614427965
49340,2014,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-85.15836772506668,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.26040799104036694,0.9207167197977808,0.18358245614427965
49340,2015,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-85.49195324904412,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.26747784622685344,0.9207167197977808,0.18358245614427965
49340,2016,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-85.98405773064614,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.11602874378873196,0.9207167197977808,0.18358245614427965
49340,2017,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-86.59776999726186,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,-0.15702814366306939,0.9207167197977808,0.18358245614427965
49340,2018,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-86.6658655614777,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.11553167128499808,0.9207167197977808,0.18358245614427965
49340,2019,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-87.40388655259456,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,-0.2818339406679371,0.9207167197977808,0.18358245614427965
49340,2020,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-87.93667190692356,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,-0.4739639158330391,0.9207167197977808,0.18358245614427965
49340,2021,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-87.90397728725866,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,-0.10061391700421041,0.9207167197977808,0.18358245614427965
49340,2022,obe_dia,-0.0155489774360656,0.158,-0.0155489774360656,0.167,0,-87.74425317536051,92.80861551415263,1.9109668298033683e-13,68.43653741469707,117.18069361360824,0.3997655740578381,0.9207167197977808,0.18358245614427965
10740,2011,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,52.64666052298497,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,53.291565900164514,0.9942697045302441,0.0
10740,2012,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,52.64870043891191,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.6469452931064765,0.9942697045302441,0.0
10740,2013,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,48.17103092519417,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-3.832764136538202,0.9942697045302441,0.0
10740,2014,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,47.83780449696916,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.31167894895453685,0.9942697045302441,0.0
10740,2015,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,47.72645818914821,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.5335590693585885,0.9942697045302441,0.0
10740,2016,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,47.56944671792797,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.4878939059592966,0.9942697045302441,0.0
10740,2017,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,47.24499243987552,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.3204510991270908,0.9942697045302441,0.0
10740,2018,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,46.959535446469005,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.359448383773028,0.9942697045302441,0.0
10740,2019,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,46.87512417993758,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.5604941106481149,0.9942697045302441,0.0
10740,2020,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,46.32756268407765,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.09734388131960969,0.9942697045302441,0.0
10740,2021,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,46.113406756468194,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.43074944957008654,0.9942697045302441,0.0
10740,2022,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,45.55270137401,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.0841999947213452,0.9942697045302441,0.0
11260,2011,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,233.91964884262072,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,1.886043187489662,1.5715826999145106e-10,0.7940083773175948
11260,2012,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,233.91557328011265,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,2.395803206778794,1.5715826999145106e-10,0.7940083773175948
11260,2013,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,230.62432297203833,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.3816115194983354,1.5715826999145106e-10,0.7940083773175948
11260,2014,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,229.3804458812992,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-1.1116530284402586,1.5715826999145106e-10,0.7940083773175948
11260,2015,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,228.49720870873463,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-1.4810546192076117,1.5715826999145106e-10,0.7940083773175948
11260,2016,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,227.82621006072264,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-1.6382176854224042,1.5715826999145106e-10,0.7940083773175948
11260,2017,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,227.60551860537657,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-1.3450735589712792,1.5715826999145106e-10,0.7940083773175948
11260,2018,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,226.93904983474175,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-1.4977067478089054,1.5715826999145106e-10,0.7940083773175948
11260,2019,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,227.3432654992099,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.5796555015435558,1.5715826999145106e-10,0.7940083773175948
11260,2020,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,227.76404218458663,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.35495676563036227,1.5715826999145106e-10,0.7940083773175948
11260,2021,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,228.46040681644664,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,1.5651569792875932,1.5715826999145106e-10,0.7940083773175948
11260,2022,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,228.21442677706884,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,1.8330125217069906,1.5715826999145106e-10,0.7940083773175948
12060,2011,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-128.78434888370143,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-1.0219515967006885,0.011829279941322891,0.646142021436097
12060,2012,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-129.4112034247652,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.956950415883199,0.011829279941322891,0.646142021436097
12060,2013,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-127.78134457318087,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,1.3647641575823712,0.011829279941322891,0.646142021436097
12060,2014,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-129.12021324344278,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.7177512092017366,0.011829279941322891,0.646142021436097
12060,2015,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-130.0605297361497,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.4692904383760492,0.011829279941322891,0.646142021436097
12060,2016,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-130.58103575467078,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.6406401417362417,0.011829279941322891,0.646142021436097
12060,2017,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-131.8769574443189,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.03657417396937035,0.011829279941322891,0.646142021436097
12060,2018,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-132.77127895013916,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.16589160996963415,0.011829279941322891,0.646142021436097
12060,2019,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-133.74862771814858,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.4513846560978152,0.011829279941322891,0.646142021436097
12060,2020,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-134.94715975496604,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.9580609710340013,0.011829279941322891,0.646142021436097
12060,2021,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-135.27277231378852,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.5918178079752181,0.011829279941322891,0.646142021436097
12060,2022,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-134.45577329090028,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.9170369367942612,0.011829279941322891,0.646142021436097
12260,2011,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,1.2442100882887908,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,2.2614744010274546,0.1845270073836609,0.012963582863364662
12260,2012,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,1.2391721855304378,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,1.0122264099803109,0.1845270073836609,0.012963582863364662
12260,2013,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-2.6803844631233056,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-2.90229233591508,0.1845270073836609,0.012963582863364662
12260,2014,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-3.7193794036969896,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.021730627835019778,0.1845270073836609,0.012963582863364662
12260,2015,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-4.448855006403779,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.2877887100318741,0.1845270073836609,0.012963582863364662
12260,2016,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-5.007610130895643,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.45850918824679976,0.1845270073836609,0.012963582863364662
12260,2017,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-6.07856101613871,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-0.053686572504402896,0.1845270073836609,0.012963582863364662
12260,2018,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-6.8486164374454175,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.24720889143195546,0.1845270073836609,0.012963582863364662
12260,2019,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-7.6985515822904995,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.16732916789358132,0.1845270073836609,0.012963582863364662
12260,2020,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-8.350698700205832,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.3651171948233305,0.1845270073836609,0.012963582863364662
12260,2021,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-9.10045254974316,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.26751046320133653,0.1845270073836609,0.012963582863364662
12260,2022,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-9.945697351836513,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,0.1720195106453115,0.1845270073836609,0.012963582863364662
12420,2011,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-89.78453258428755,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,-1.0655106649467712,0.21090078490002034,0.16284181936188669
12420,2012,smo_dia,-0.0200236892027969,0.13,-0.0200236892027969,0.128,0,-89.82238950188969,96.745850066547,2.5356747757571054e-16,74.02754210899687,119.46415802409716,1.5986547579267807,0.21090078490002034,0.16284181936188669
