cbsacode,Year,factor,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_k,SSAMI,ln_density_beta,ln_density_p,ln_density_CI_lower,ln_density_CI_upper
22020,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.595490915688158,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
22220,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.7343247552064209,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
24340,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.4491323961094018,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
24860,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.24319036262267701,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
25180,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.945044723284866,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26420,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.8728048421298045,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26580,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.47212358895694706,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26900,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.2985456999205578,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
28140,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.6962866232104439,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
28940,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.23762419313413297,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
30700,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.4975329644472453,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
30780,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.15639584128964756,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
31080,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.18236616630407632,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
31140,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3558672444099056,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
32820,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.0610243478567174,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
33340,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.2856010727677845,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
33460,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.4849424593545635,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
34980,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.04927906389242587,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
35380,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.5809679367880598,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
35620,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.8327519618717076,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
36260,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.01759655290863904,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
36420,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.11504504447460384,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
36540,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.26829263122235325,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
37980,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.5444714304106224,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38060,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,1.0775395948607933,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38300,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.44955753393007925,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38860,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3973744315978145,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38900,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.07217896529670575,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39300,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.2652190156855738,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39340,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.45863556763048585,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39660,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.13283391293131075,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39900,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.35863455882106976,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
40060,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.4644234435124499,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
41180,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.702557896141494,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
41620,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.07733741375584202,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
41700,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.5759924800776037,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
42660,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.33336938530568894,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
43580,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.6272019516895462,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
43620,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.7012065294736924,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
44060,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.5680221223108397,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
44140,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.27613750683229377,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
45780,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.696075261424351,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
45820,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.15494744111020253,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
46140,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.47328897681544646,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
47260,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.1082433324398302,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
48620,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.22743140156516084,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
49340,2012,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.2526121564019057,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
10740,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.7756375480683033,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
11260,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,2.0832325126885234,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12060,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.9790668881480187,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12260,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.011307453851411964,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12420,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.11430709279571971,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12580,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.03190110681853042,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12940,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.13421645601443366,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
13740,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.26228220372769684,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
13820,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.17073127700074586,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
13900,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.36092677124682737,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
14260,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.5304189552145786,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
14460,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.03289224931262957,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
15540,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.1274360528494345,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16620,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.4502661457299659,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16700,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.19385449866725502,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16740,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.7976311181485052,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16980,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.5749842134697278,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
17140,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.22012838082837405,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
17820,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.35522839458213973,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
18140,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.11458279837598084,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19100,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.8948324664470668,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19740,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.7885909827656459,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19780,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3973191277890358,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19820,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.24304206364911352,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
20260,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.9905018264308367,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
22020,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.6373298268728433,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
22220,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.7458783882914588,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
24340,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.5754290898553727,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
24860,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3079834497802967,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
25180,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.9422773622433134,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26420,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.8665507915848565,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26580,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.46457302259015876,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26900,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.2126390178789901,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
28140,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.6236446870489551,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
28940,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.21170774394342828,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
30700,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.4522204228199147,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
30780,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.1499327912069699,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
31080,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.2129711616531047,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
31140,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.29156162095196336,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
32820,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.13980785855376787,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
33340,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.2442265117951319,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
33460,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.3404204611182049,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
34980,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.1366765442865372,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
35380,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.5296605004433914,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
35620,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.8745055007025702,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
36260,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.07225822692905659,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
36420,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.06097563495637637,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
36540,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.2101290489011145,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
37980,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.588961937549433,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38060,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,1.0543689074846458,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38300,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.45109489436556593,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38860,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.379621060287084,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
38900,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.13893246922661007,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39300,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.25318118074606843,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39340,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.5445619175018823,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39660,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.09567095191854946,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
39900,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.35302380705881653,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
40060,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.45887310278269133,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
41180,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.6643477900232693,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
41620,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.004872669277814268,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
41700,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.6705299865077148,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
42660,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3477298445681942,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
43580,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.6705648383655092,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
43620,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.6892221864991495,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
44060,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.53340113193455,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
44140,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.2998514019802059,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
45780,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.7693288497939417,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
45820,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.08898898039079484,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
46140,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.40933131109079746,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
47260,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.1695862268274606,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
48620,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.22668115670734146,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
49340,2013,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.31702930078407654,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
10740,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.7581587464077923,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
11260,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,2.001791499933131,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12060,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.9877674880532954,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12260,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.0827127568139776,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12420,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.11469568246495676,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12580,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.02477832017533821,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
12940,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.15594634761987614,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
13740,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.16449778251240765,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
13820,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.22684077407873104,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
13900,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.4806178716403622,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
14260,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.39856486024543614,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
14460,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.015099853981933364,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
15540,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.1999517649523916,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16620,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3814459385454487,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16700,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.23479228356794124,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16740,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.7588471046933929,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
16980,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.6515085839636718,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
17140,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.12487110303187876,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
17820,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3140476565545942,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
18140,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.025679513739508053,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19100,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.8935869945264336,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19740,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.7832427669490016,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19780,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.4197679504553946,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
19820,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.25339491226296396,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
20260,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.9961982926192885,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
22020,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.6570326874926398,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
22220,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.7473286078733246,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
24340,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.5748335669365865,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
24860,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.3317506436040958,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
25180,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.9848745976120963,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26420,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.7701937522122648,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26580,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.4793534829109003,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
26900,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.07738467691340034,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
28140,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.5076685416759918,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
28940,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.23657786478228893,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
30700,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.4101656558071927,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
30780,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.1432423395010538,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
31080,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.1558100216210736,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
31140,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.25932687538591814,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
32820,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.156208959357226,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
33340,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-1.1405030451905311,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
33460,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.3022068996649274,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
34980,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.13637469758602805,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
35380,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,-0.4995165909624806,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
35620,2014,unemployment,0.3500041839407677,0.001,0.02511871103494223,0.144,49,0.9670117612772788,1.047435169278227,6.1878417901246e-244,1.005325560452227,1.0895447781042271
